Pod,Rank,Name_Clean,VP_Pile_1,VP_Pile_2,Total_VP,Win?,Total Rank Points,VP_Diff,Bystanders,Fun_Level,Win_Value,Win_Points,Turns_Value,Turns_Points,Turns_Rank,Escapes_Value,Escapes_Points,Escapes_Rank,PPT_Value,PPT_Points,PPT_Rank,Unique_Pod_ID,Pick 1,Pick 2,Attempt,Points Earned,Total Points,Cards Undercover
45,8.0,sethlikespizza,31,35,66,1st,20,4,1,4,Yes,6.5,30,5,7th,2,3.5,8th,2.2,5,7th,Sp24_Pod_45,Silver Surfer,Hellcat,First attempt,(+4),17.0,
45,9.0,SharkNate-O & onthegeniusofsamrockwell,44,24,68,11th,19.5,20,1,3,No,1.0,29,1,11th,0,9.5,1st,2.345,8,4th,Sp24_Pod_45,Amadeus Cho,Silver Surfer,First attempt,(+3),17.0,
45,10.0,jpilger,48,26,74,1st,19,22,3,3,Yes,6.5,40,2,10th,0,9.5,1st,1.85,1,11th,Sp24_Pod_45,Hellcat,Hulkbuster Iron Man,First attempt,(+2),15.0,
45,11.0,dyn0mike27,33,31,64,1st,14.5,2,2,2,Yes,6.5,32,4,8th,4,1,11th,2,3,9th,Sp24_Pod_45,"Miek, the Unhived",Silver Surfer,First attempt,(+1),14.0,
46,1.0,sword'n'sorcery,35,23,58,1st,32.5,12,1,2,Yes,6.0,21,9,2nd,0,7.5,1st,2.762,10,1st,Sp24_Pod_46,Cyclops,Gambit,Second attempt,(+11),23.0,
46,2.0,Mikeygill97,49,20,69,1st,28.5,29,11,5,Yes,6.0,25,6,5th,0,7.5,1st,2.76,9,2nd,Sp24_Pod_46,Black Widow (Avengers),Storm,Second attempt,(+10),22.0,
46,3.0,Chapmaca7,27,15,42,1st,25.5,12,1,4,Yes,6.0,20,10,1st,0,7.5,1st,2.1,2,9th,Sp24_Pod_46,Emma Frost,Storm,First attempt,(+9),21.0,
46,4.0,Jmaster1324,35,17,52,1st,25,18,2,5,Yes,6.0,23,7.5,3rd,0,7.5,1st,2.261,4,7th,Sp24_Pod_46,Cyclops,Rogue,Second attempt,(+8),20.0,
46,5.0,ItStartsWith1,37,27,64,1st,23.5,10,8,2,Yes,6.0,26,4,6th,0,7.5,1st,2.462,6,5th,Sp24_Pod_46,Black Widow (Avengers),Rogue,First attempt,(+7),19.0,
46,6.0,aitmanga,16,23,39,1st,22,7,1,4,Yes,6.0,23,7.5,3rd,0,7.5,1st,1.696,1,10th,Sp24_Pod_46,Nick Fury,Rogue,Second attempt,(+6),18.0,
46,7.0,CaptainMetroidica,37,28,65,1st,20.5,9,2,4,Yes,6.0,26,4,6th,1,2.5,7th,2.5,8,3rd,Sp24_Pod_46,Cyclops,Storm,First attempt,(+5),17.0,
46,8.0,MrTInce,34,38,72,1st,17.5,4,8,3,Yes,6.0,29,2,9th,1,2.5,7th,2.483,7,4th,Sp24_Pod_46,Rogue,Black Widow (Avengers),First attempt,(+4),15.0,
46,9.0,DRobb & ShadowoftheBat,30,31,61,1st,17.5,1,1,4,Yes,6.0,26,4,6th,1,2.5,7th,2.346,5,6th,Sp24_Pod_46,Storm,Wolverine (X-Men),First attempt,(+3),16.0,
46,10.0,freeclint,29,20,49,10th,7.5,9,13,4,No,1.0,23,1,10th,1,2.5,7th,2.13,3,8th,Sp24_Pod_46,Black Widow (Avengers),Rogue,First attempt,(+2),14.0,
47,1.0,Rey Plays Games!,44,32,76,1st,21,12,6,3,Yes,4.5,35,6,2nd,1,4.5,3rd,2.171,6,2nd,Sp24_Pod_47,Black Widow (Avengers),Iron Man,First attempt,(+11),20.0,
47,2.0,silverthorn3436,9,27,36,1st,21,18,0,5,Yes,4.5,25,7,1st,0,6.5,1st,1.44,3,5th,Sp24_Pod_47,Iron Man,Black Widow (Avengers),First attempt,(+10),18.0,
47,3.0,Lasombra81,38,26,64,1st,19,12,1,3,Yes,4.5,36,4,3rd,0,6.5,1st,1.778,4,4th,Sp24_Pod_47,Iron Man,Hawkeye,First attempt,(+9),19.0,
47,4.0,energythief,38,43,81,1st,18,5,5,2,Yes,4.5,36,4,3rd,2,2.5,5th,2.25,7,1st,Sp24_Pod_47,Hawkeye,Nick Fury,First attempt,(+8),18.0,
47,5.0,Tuba2k7 & Aliayc22,44,31,75,1st,16,13,2,4,Yes,4.5,38,2,6th,1,4.5,3rd,1.974,5,3rd,Sp24_Pod_47,Iron Man,Nick Fury,First attempt,(+7),16.0,
47,6.0,jgoodnough & Daughter,28,21,49,1st,11.5,7,2,2,Yes,4.5,36,4,3rd,3,1,7th,1.361,2,6th,Sp24_Pod_47,Spider-Man,Iron Man,Second attempt,(+6),16.0,
47,7.0,Joebro6616,14,17,31,7th,5.5,3,2,2,No,1.0,25,1,7th,2,2.5,5th,1.24,1,7th,Sp24_Pod_47,Deadpool (Unaffiliated),Thor (Avengers),Second attempt,(+5),12.0,
48,1.0,MicroDisney0505,88,4,92,1st,23.5,84,22,4,Yes,5.0,19,6,2nd,0,5.5,1st,4.842,7,1st,Sp24_Pod_48,Apocalyptic Black Widow,Ultron,First attempt,(+8),43.0,
48,2.0,Justitiana,57,8,65,1st,23.5,49,10,4,Yes,5.0,15,7,1st,0,5.5,1st,4.333,6,2nd,Sp24_Pod_48,"Gamora, Destroyer of Thanos",Carnage,Second attempt,(+7),35.0,
48,3.0,SnekeTV,37,58,95,1st,20,21,22,5,Yes,5.0,24,4.5,3rd,0,5.5,1st,3.958,5,3rd,Sp24_Pod_48,Mysterio,Ronan the Accuser,First attempt,(+6),43.0,
48,4.0,JParnell,63,28,91,1st,17.5,35,10,4,Yes,5.0,26,3,5th,0,5.5,1st,3.5,4,4th,Sp24_Pod_48,Electro,Ultron,First attempt,(+5),36.0,
48,5.0,Zer00verride,58,22,80,1st,15.5,36,9,3,Yes,5.0,24,4.5,3rd,1,3,5th,3.333,3,5th,Sp24_Pod_48,Ultron,Green Goblin,First attempt,(+4),34.0,
48,6.0,Sandals,46,29,75,6th,6,17,13,1,No,1.5,30,1,7th,4,1.5,6th,2.5,2,6th,Sp24_Pod_48,Electro,"Gamora, Destroyer of Thanos",Second attempt,(+3),32.0,
48,7.0,KelgatesKollections,31,34,65,6th,6,3,4,3,No,1.5,34,2,6th,4,1.5,6th,1.912,1,7th,Sp24_Pod_48,"Gamora, Destroyer of Thanos","Uatu, The Watcher",Second attempt,(+2),32.0,
49,1.0,Avataristche,60,32,92,1st,25.5,28,12,5,Yes,4.5,21,7.5,1st,0,5.5,1st,4.381,8,1st,Sp24_Pod_49,Bishop,Iceman,First attempt,(+8),42.0,
49,2.0,GZUZROCKS & gzuzrules,48,24,72,1st,23.5,24,8,5,Yes,4.5,21,7.5,1st,0,5.5,1st,3.429,6,3rd,Sp24_Pod_49,Yondu,Captain Mar-Vell,Second attempt,(+7),35.0,
49,3.0,Jean-Sebastien & Genevieve,28,67,95,1st,22,39,10,4,Yes,4.5,24,5,4th,0,5.5,1st,3.958,7,2nd,Sp24_Pod_49,Apocalyptic Kitty Pryde,Wolverine (X-Force),First attempt,(+6),37.0,
49,4.0,the.melkman. & Snapcity57,48,22,70,1st,20,26,3,2,Yes,4.5,22,6,3rd,0,5.5,1st,3.182,4,5th,Sp24_Pod_49,Elektra,Maximus,Second attempt,(+5),38.0,
49,5.0,Redblock,60,28,88,1st,18,32,6,5,Yes,4.5,26,3,6th,0,5.5,1st,3.385,5,4th,Sp24_Pod_49,Apocalyptic Kitty Pryde,Maximus,First attempt,(+4),36.0,
49,6.0,Chuck Bauer,69,10,79,1st,17,59,6,4,Yes,4.5,25,4,5th,0,5.5,1st,3.16,3,6th,Sp24_Pod_49,Captain Mar-Vell,Maximus,Second attempt,(+3),33.0,
49,7.0,Adamantiumgambit,45,43,88,1st,10,2,10,4,Yes,4.5,29,1.5,7th,1,2,7th,3.034,2,7th,Sp24_Pod_49,Yondu,Captain Mar-Vell,Second attempt,(+2),34.0,
49,8.0,Yeeches,60,17,77,1st,8,43,12,4,Yes,4.5,29,1.5,7th,3,1,8th,2.655,1,8th,Sp24_Pod_49,Yondu,Captain Mar-Vell,First attempt,(+1),32.0,
101,1.0,snash108 & SBPKECN,36,36,72,1st,25.5,0,11,4,Yes,5.5,21,8,1st,0,6,1st,3.429,6,3rd,Sp24_Pod_101,M,Karnak,First attempt,(+10),38.0,
101,2.0,realdanl,61,52,113,1st,24.5,9,31,3,Yes,5.5,31,5,4th,0,6,1st,3.645,8,1st,Sp24_Pod_101,Warlock,Wolfsbane,First attempt,(+9),36.0,
101,3.0,Buya & DSCern,53,59,112,1st,20.5,6,23,3,Yes,5.5,35,4,5th,0,6,1st,3.2,5,4th,Sp24_Pod_101,Black Bolt (Inhumans),Warlock,First attempt,(+8),34.0,
101,4.0,dontfeedthegreen,27,77,104,1st,20.5,50,21,4,Yes,5.5,30,6.5,2nd,2,1.5,7th,3.467,7,2nd,Sp24_Pod_101,Moon Knight,Warpath,First attempt,(+7),34.0,
101,5.0,brentmcampbell & ruuhaku,37,46,83,1st,20,9,18,4,Yes,5.5,30,6.5,2nd,0,6,1st,2.767,2,7th,Sp24_Pod_101,Shatterstar,Rictor,Second attempt,(+6),33.0,
101,6.0,Mangostrike,54,51,105,1st,13,3,23,4,Yes,5.5,36,3,6th,2,1.5,7th,2.917,3,6th,Sp24_Pod_101,Black Cat,Warlock,Second attempt,(+5),31.0,
101,7.0,captaincardone & paisley5002,54,61,115,7th,10.5,7,30,3,No,1.5,39,2,7th,1,3,6th,2.949,4,5th,Sp24_Pod_101,Warlock,Wolfsbane,Second attempt,(+4),32.0,
101,8.0,jwigand,48,38,86,7th,9.5,10,24,2,No,1.5,32,1,8th,0,6,1st,2.688,1,8th,Sp24_Pod_101,Black Bolt (Inhumans),M,First attempt,(+3),29.0,
102,1.0,SilverFirePrime,53,23,76,1st,17.5,30,15,5,Yes,3.5,24,5,2nd,1,3,3rd,3.167,6,1st,Sp24_Pod_102,Rictor,Doctor Voodoo,First attempt,(+10),36.0,
102,2.0,GamerGump,22,44,66,1st,16.5,22,18,4,Yes,3.5,23,6,1st,1,3,3rd,2.87,4,3rd,Sp24_Pod_102,Strong Guy,Gladiator Hulk,Second attempt,(+9),35.0,
102,3.0,Swagolas,49,40,89,1st,14.5,9,15,5,Yes,3.5,29,3,4th,1,3,3rd,3.069,5,2nd,Sp24_Pod_102,"Joe Fixit, Grey Hulk","Ancient One, The",Second attempt,(+8),34.0,
102,4.0,Bikk Bikk,44,43,87,1st,13,1,15,5,Yes,3.5,34,1,6th,0,5.5,1st,2.559,3,4th,Sp24_Pod_102,Amadeus Cho,Lady Sif,First attempt,(+7),32.0,
102,5.0,zombiegamer5,27,48,75,1st,13,21,14,5,Yes,3.5,30,2,5th,0,5.5,1st,2.5,2,5th,Sp24_Pod_102,"Joe Fixit, Grey Hulk",Hulkbuster Iron Man,First attempt,(+6),31.0,
102,6.0,Ashyy23,35,21,56,1st,9.5,14,6,2,Yes,3.5,25,4,3rd,2,1,6th,2.24,1,6th,Sp24_Pod_102,Amadeus Cho,Gladiator Hulk,Second attempt,(+5),31.0,
103,1.0,cglied,30,38,68,1st,24.5,8,6,4,Yes,5.0,25,7,2nd,0,5.5,1st,2.72,7,2nd,Sp24_Pod_103,Black Widow (Avengers),Iron Man,Second attempt,(+10),34.0,
103,2.0,Adrian Miller,50,29,79,1st,22.5,21,7,4,Yes,5.0,29,4,5th,0,5.5,1st,2.724,8,1st,Sp24_Pod_103,Thor (Avengers),Iceman,First attempt,(+9),34.0,
103,3.0,WingedCrusader,17,57,74,1st,21.5,40,8,3,Yes,5.0,28,5,4th,0,5.5,1st,2.643,6,3rd,Sp24_Pod_103,Black Widow (Avengers),Forge,Second attempt,(+8),33.0,
103,4.0,OleRockyTop,10,45,55,1st,21.5,35,5,3,Yes,5.0,24,8,1st,0,5.5,1st,2.292,3,6th,Sp24_Pod_103,Domino,Forge,First attempt,(+7),30.0,
103,5.0,CoreyG,23,38,61,1st,20.5,15,7,4,Yes,5.0,26,6,3rd,0,5.5,1st,2.346,4,5th,Sp24_Pod_103,Domino,Forge,First attempt,(+6),30.0,
103,6.0,Gideon Wyatt & Mrs. Gideon Wyatt,31,43,74,1st,14.5,12,6,3,Yes,5.0,31,3,6th,1,1.5,7th,2.387,5,4th,Sp24_Pod_103,Domino,Storm,Second attempt,(+5),30.0,
103,7.0,Off the Cuff,49,25,74,1st,14.5,24,10,3,Yes,5.0,35,2,7th,0,5.5,1st,2.114,2,7th,Sp24_Pod_103,Daredevil (Marvel Knights),War Machine,First attempt,(+4),28.0,
103,8.0,Bronson & Lighthouse,37,19,56,8th,4.5,18,14,2,No,1.0,41,1,8th,1,1.5,7th,1.366,1,8th,Sp24_Pod_103,Black Widow (Avengers),Forge,Second attempt,(+3),27.0,
104,1.0,Ocs333,62,18,80,1st,28.5,44,28,5,Yes,5.0,16,9,1st,0,5.5,1st,5,9,1st,Sp24_Pod_104,Jean Grey,Cable,First attempt,(+10),33.0,
104,2.0,Doormatte,49,16,65,1st,26.5,33,15,4,Yes,5.0,19,8,2nd,0,5.5,1st,3.421,8,2nd,Sp24_Pod_104,Bishop,Iceman,First attempt,(+9),32.0,
104,3.0,Babybreloom,33,48,81,1st,23.5,15,17,4,Yes,5.0,24,6,4th,0,5.5,1st,3.375,7,3rd,Sp24_Pod_104,Deathlok,Spider-Woman,Second attempt,(+8),31.0,
104,4.0,mrdollar11 & TheSquishyFish,20,51,71,1st,23.5,31,15,4,Yes,5.0,22,7,3rd,0,5.5,1st,3.227,6,4th,Sp24_Pod_104,Forge,Deathlok,First attempt,(+7),29.0,
104,5.0,JB007,38,46,84,1st,18,8,15,3,Yes,5.0,27,3.5,6th,0,5.5,1st,3.111,4,6th,Sp24_Pod_104,Deathlok,Wolverine (X-Force),First attempt,(+6),28.0,
104,6.0,Narellish & ooskarr,44,30,74,1st,17.5,14,15,4,Yes,5.0,26,5,5th,0,5.5,1st,2.846,2,8th,Sp24_Pod_104,Domino,Forge,Second attempt,(+5),27.0,
104,7.0,sword'n'sorcery,41,42,83,1st,17,1,13,4,Yes,5.0,27,3.5,6th,0,5.5,1st,3.074,3,7th,Sp24_Pod_104,Bishop,Iceman,First attempt,(+4),27.0,
104,8.0,ceejatec,39,56,95,1st,13,17,16,5,Yes,5.0,30,2,8th,1,1,9th,3.167,5,5th,Sp24_Pod_104,Agent Phil Coulson,Deathlok,First attempt,(+3),26.0,
104,9.0,Mikeygill97,38,48,86,1st,12.5,10,19,4,Yes,5.0,32,1,9th,0,5.5,1st,2.688,1,9th,Sp24_Pod_104,Forge,Rocket Raccoon,First attempt,(+2),24.0,
105,1.0,gscrap,35,23,58,1st,28,12,7,3,Yes,5.0,20,8,2nd,0,6,1st,2.9,9,1st,Sp24_Pod_105,Black Widow (Avengers),Rogue,Second attempt,(+10),32.0,
105,2.0,jiggliestpuff,12,24,36,1st,24,12,3,2,Yes,5.0,15,9,1st,0,6,1st,2.4,4,6th,Sp24_Pod_105,Black Widow (Avengers),Captain America,First attempt,(+9),31.0,
105,3.0,scootsmagoots1986,29,31,60,1st,20.5,2,9,3,Yes,5.0,22,2.5,7th,0,6,1st,2.727,7,3rd,Sp24_Pod_105,Deadpool (Unaffiliated),Emma Frost,First attempt,(+8),29.0,
105,4.0,iburnicus,30,28,58,1st,20,2,7,3,Yes,5.0,21,5.5,3rd,1,1.5,8th,2.762,8,2nd,Sp24_Pod_105,Black Widow (Avengers),Iron Man,First attempt,(+7),29.0,
105,5.0,Astigmatic_Oracle,14,43,57,1st,19.5,29,12,2,Yes,5.0,22,2.5,7th,0,6,1st,2.591,6,4th,Sp24_Pod_105,Black Widow (Avengers),Deadpool (Unaffiliated),First attempt,(+6),27.0,
105,6.0,Rey Plays Games!,30,19,49,1st,19.5,11,2,5,Yes,5.0,21,5.5,3rd,0,6,1st,2.333,3,7th,Sp24_Pod_105,Captain America,Hulk,First attempt,(+5),25.0,
105,7.0,Pyromagnus & Shoshielynn,20,22,42,1st,18.5,2,2,3,Yes,5.0,21,5.5,3rd,0,6,1st,2,2,8th,Sp24_Pod_105,Black Widow (Avengers),Emma Frost,First attempt,(+4),25.0,
105,8.0,Chapmaca7,29,27,56,1st,17,2,3,4,Yes,5.0,23,1,9th,0,6,1st,2.435,5,5th,Sp24_Pod_105,Gambit,Hulk,First attempt,(+3),24.0,
105,9.0,Kb_driven,2,20,22,1st,13,18,6,3,Yes,5.0,21,5.5,3rd,1,1.5,8th,1.048,1,9th,Sp24_Pod_105,Black Widow (Avengers),Nick Fury,First attempt,(+2),23.0,
106,1.0,ItStartsWith1,20,39,59,1st,31,19,13,3,Yes,5.5,22,10,1st,0,6.5,1st,2.682,9,2nd,Sp24_Pod_106,Hulkbuster Iron Man,She-Hulk,Second attempt,(+11),30.0,
106,2.0,Minos_Griffin,47,28,75,1st,29,19,21,5,Yes,5.5,27,7,4th,0,6.5,1st,2.778,10,1st,Sp24_Pod_106,Gamora,Star-Lord,Second attempt,(+10),29.0,
106,3.0,Pervavita & Catswifty,30,37,67,1st,28,7,13,4,Yes,5.5,25,8,3rd,0,6.5,1st,2.68,8,3rd,Sp24_Pod_106,Gladiator Hulk,"Miek, the Unhived",Second attempt,(+9),29.0,
106,4.0,ElongatedMan,30,31,61,1st,28,1,10,4,Yes,5.5,24,9,2nd,0,6.5,1st,2.542,7,4th,Sp24_Pod_106,Groot,She-Hulk,First attempt,(+8),28.0,
106,5.0,Organous,33,38,71,1st,21.5,5,13,4,Yes,5.5,30,3.5,7th,0,6.5,1st,2.367,6,5th,Sp24_Pod_106,"No-Name, Brood Queen",Gamora,Second attempt,(+7),25.0,
106,6.0,coldvein & raja,31,35,66,1st,21.5,4,17,4,Yes,5.5,29,5.5,5th,0,6.5,1st,2.276,4,7th,Sp24_Pod_106,Rocket Raccoon,Star-Lord,First attempt,(+6),26.0,
106,7.0,GreyWadejokis,22,41,63,1st,18.5,19,12,5,Yes,5.5,29,5.5,5th,0,6.5,1st,2.172,1,10th,Sp24_Pod_106,Daredevil Noir,Star-Lord,First attempt,(+5),24.0,
106,8.0,Allman,34,42,76,1st,16,8,16,3,Yes,5.5,34,1,10th,0,6.5,1st,2.235,3,8th,Sp24_Pod_106,Rocket Raccoon,Angel Noir,First attempt,(+4),23.0,
106,9.0,Montax30,46,24,70,1st,15,22,18,4,Yes,5.5,30,3.5,7th,3,1,10th,2.333,5,6th,Sp24_Pod_106,Amadeus Cho,Gamora,First attempt,(+3),22.0,
106,10.0,Lasombra81,26,46,72,1st,11.5,20,14,4,Yes,5.5,33,2,9th,1,2,9th,2.182,2,9th,Sp24_Pod_106,Gamora,Star-Lord,First attempt,(+2),21.0,
107,1.0,Tuba2k7 & Aliayc22,37,33,70,1st,27,4,16,5,Yes,5.5,25,9,1st,1,4.5,5th,2.8,8,2nd,Sp24_Pod_107,Hiroim,Jean Grey,First attempt,(+11),27.0,
107,2.0,SharkNate-O & onthegeniusofsamrockwell,54,51,105,1st,26.5,3,32,4,Yes,5.5,30,4.5,5th,0,7.5,1st,3.5,9,1st,Sp24_Pod_107,Jean Grey,Hiroim,First attempt,(+10),27.0,
107,5.0,energythief,37,35,72,1st,23,2,26,4,Yes,5.5,27,7.5,2nd,1,4.5,5th,2.667,5.5,4th,Sp24_Pod_107,Angel,Jean Grey,First attempt,(+7),25.0,
107,6.0,freeclint,50,31,81,1st,21,19,17,5,Yes,5.5,29,6,4th,2,2.5,7th,2.793,7,3rd,Sp24_Pod_107,"Miek, the Unhived",Wolverine (X-Force),First attempt,(+6),20.0,
107,7.0,Joebro6616,42,34,76,1st,12.5,8,19,1,Yes,5.5,32,3,7th,6,1,9th,2.375,3,7th,Sp24_Pod_107,Invisible Woman,Jean Grey,First attempt,(+5),17.0,
107,9.0,Cubbiesnextyr & Wife,19,28,47,9th,10.5,9,11,3,No,1.0,25,1,9th,0,7.5,1st,1.88,1,9th,Sp24_Pod_107,"Joe Fixit, Grey Hulk",Punisher,First attempt,(+3),21.0,
50,1.0,SnekeTV,63,43,106,1st,23.5,20,12,4,Yes,5.0,23,8,1st,0,4.5,1st,4.609,6,3rd,Sp24_Pod_50,Amadeus Cho,Hiroim,Second attempt,(+8),51.0,
50,3.0,MicroDisney0505,107,62,169,1st,21,45,42,3,Yes,5.0,33,3.5,5th,0,4.5,1st,5.121,8,1st,Sp24_Pod_50,Hiroim,Captain America (Falcon),Second attempt,(+6),49.0,
50,4.0,GZUZROCKS & gzuzrules,36,72,108,1st,21,36,8,5,Yes,5.0,24,6.5,2nd,0,4.5,1st,4.5,5,4th,Sp24_Pod_50,Amadeus Cho,Hulkbuster Iron Man,First attempt,(+5),40.0,
50,6.0,the.melkman. & Snapcity57,63,50,113,1st,15,13,6,4,Yes,5.0,33,3.5,5th,0,4.5,1st,3.424,2,7th,Sp24_Pod_50,She-Hulk,"Joe Fixit, Grey Hulk",Second attempt,(+3),41.0,
50,8.0,JParnell,37,43,80,8th,7.5,6,10,3,No,1.0,34,1,8th,0,4.5,1st,2.353,1,8th,Sp24_Pod_50,Amadeus Cho,Yondu,Second attempt,(+1),37.0,
108,1.0,Adamantiumgambit,40,66,106,1st,15.5,26,28,4,Yes,3.0,22,4.5,1st,0,3.5,1st,4.818,4.5,1st,Sp24_Pod_108,Magik,Silk,Second attempt,(+9),43.0,
108,2.0,realdanl,26,80,106,1st,15.5,54,30,2,Yes,3.0,22,4.5,1st,0,3.5,1st,4.818,4.5,1st,Sp24_Pod_108,Silk,Spider-Gwen,Second attempt,(+8),44.0,
108,3.0,Zer00verride,45,61,106,1st,12.5,16,24,4,Yes,3.0,24,3,3rd,0,3.5,1st,4.417,3,3rd,Sp24_Pod_108,Mirage,Silk,Second attempt,(+7),41.0,
108,4.0,GamerGump,34,64,98,1st,9.5,30,25,4,Yes,3.0,28,2,4th,0,3.5,1st,3.5,1,5th,Sp24_Pod_108,Apocalyptic Kitty Pryde,Spider-Gwen,First attempt,(+6),41.0,
108,5.0,Sandals,72,53,125,1st,7,19,32,5,Yes,3.0,31,1,5th,2,1,5th,4.032,2,4th,Sp24_Pod_108,Mirage,Ruby Summers,First attempt,(+5),37.0,
109,1.0,Tozar,38,36,74,1st,25,2,1,4,Yes,5.0,25,7,2nd,0,5,1st,2.96,8,2nd,Sp24_Pod_109,Agent Phil Coulson,Mockingbird,Second attempt,(+10),42.0,
109,2.0,Adrian Miller,30,33,63,1st,24.5,3,0,3,Yes,5.0,24,9,1st,0,5,1st,2.625,5.5,4th,Sp24_Pod_109,Daredevil (Marvel Knights),Spider-Woman,First attempt,(+9),43.0,
109,3.0,dontfeedthegreen,25,52,77,1st,24,27,1,4,Yes,5.0,26,5,5th,0,5,1st,2.962,9,1st,Sp24_Pod_109,Bishop,Symbiote Spider-Man,First attempt,(+8),42.0,
109,4.0,WingedCrusader,14,51,65,1st,21,37,1,4,Yes,5.0,25,7,2nd,0,5,1st,2.6,4,6th,Sp24_Pod_109,Symbiote Spider-Man,Spider-Woman,First attempt,(+7),40.0,
109,5.0,brentmcampbell & ruuhaku,51,13,64,1st,20,38,1,3,Yes,5.0,25,7,2nd,0,5,1st,2.56,3,7th,Sp24_Pod_109,Deathlok,Punisher,First attempt,(+6),39.0,
109,6.0,Buya & DSCern,64,30,94,1st,18,34,1,4,Yes,5.0,33,1,9th,0,5,1st,2.848,7,3rd,Sp24_Pod_109,Deathlok,Punisher,First attempt,(+5),39.0,
109,7.0,Swagolas,49,35,84,1st,18,14,1,3,Yes,5.0,32,2.5,7th,0,5,1st,2.625,5.5,4th,Sp24_Pod_109,Agent Phil Coulson,Moon Knight,Second attempt,(+4),38.0,
109,8.0,KelgatesKollections,40,29,69,1st,15,11,1,4,Yes,5.0,29,4,6th,0,5,1st,2.379,1,9th,Sp24_Pod_109,Moon Knight,Punisher,Second attempt,(+3),35.0,
109,9.0,cglied,22,56,78,1st,14.5,34,2,4,Yes,5.0,32,2.5,7th,0,5,1st,2.438,2,8th,Sp24_Pod_109,Blade,Iron Fist,First attempt,(+2),36.0,
110,1.0,jiggliestpuff,35,13,48,1st,32.5,22,3,4,Yes,6.5,19,9,2nd,8,7,3rd,2.526,10,1st,Sp24_Pod_110,Apocalyptic Kitty Pryde,Lady Thor,Second attempt,(+10),41.0,
110,2.0,zombiegamer5,23,37,60,1st,29.5,14,1,4,Yes,6.5,26,5,6th,5,10,1st,2.308,8,3rd,Sp24_Pod_110,Scarlet Spider,Apocalyptic Kitty Pryde,First attempt,(+9),40.0,
110,4.0,gscrap,33,26,59,1st,25.5,7,2,2,Yes,6.5,24,6.5,4th,9,3.5,6th,2.458,9,2nd,Sp24_Pod_110,Apocalyptic Kitty Pryde,Mr. Fantastic,Second attempt,(+7),39.0,
110,6.0,Babybreloom,23,21,44,1st,24,2,2,4,Yes,6.5,20,8,3rd,9,3.5,6th,2.2,6,5th,Sp24_Pod_110,Invisible Woman,Thing,Second attempt,(+5),36.0,
110,8.0,Ocs333,14,41,55,1st,20.5,27,1,2,Yes,6.5,28,4,7th,8,7,3rd,1.964,3,8th,Sp24_Pod_110,Ant-Man (Ant-Man),Lady Thor,Second attempt,(+3),36.0,
110,9.0,Mangostrike,2,0,2,9th,7,2,0,1,No,1.5,14,1,10th,9,3.5,6th,0.143,1,10th,Sp24_Pod_110,Ant-Man (Ant-Man),Wasp (Ant-Man),Second attempt,(+2),33.0,
110,10.0,Doormatte,23,14,37,9th,6.5,9,3,2,No,1.5,24,2,9th,11,1,10th,1.542,2,9th,Sp24_Pod_110,Lady Thor,Mr. Fantastic,First attempt,(+1),33.0,
111,1.0,OleRockyTop,32,59,91,1st,22.5,27,17,3,Yes,5.0,34,5,4th,0,7.5,1st,2.676,5,4th,Sp24_Pod_111,Nightcrawler,Jean Grey,First attempt,(+10),40.0,
111,2.0,ItStartsWith1,25,79,104,1st,21.5,54,31,4,Yes,5.0,36,2,7th,0,7.5,1st,2.889,7,2nd,Sp24_Pod_111,Captain America,Thor (Avengers),Second attempt,(+9),39.0,
111,3.0,Pervavita & Catswifty,8,62,70,1st,21.5,54,9,3,Yes,5.0,29,8,1st,1,4.5,3rd,2.414,4,5th,Sp24_Pod_111,Bishop,Iron Man,Second attempt,(+8),37.0,
111,4.0,iburnicus,97,18,115,1st,21,79,41,3,Yes,5.0,35,3.5,5th,1,4.5,3rd,3.286,8,1st,Sp24_Pod_111,Jean Grey,Cyclops,Second attempt,(+7),36.0,
111,5.0,jwigand,19,43,62,1st,17.5,24,7,4,Yes,5.0,32,7,2nd,1,4.5,3rd,1.938,1,8th,Sp24_Pod_111,Bishop,Storm,Second attempt,(+6),35.0,
111,6.0,scootsmagoots1986,70,25,95,1st,16.5,45,19,5,Yes,5.0,35,3.5,5th,2,2,7th,2.714,6,3rd,Sp24_Pod_111,Forge,Wolverine (X-Men),First attempt,(+5),34.0,
111,7.0,Minos_Griffin,40,35,75,1st,15,5,17,4,Yes,5.0,33,6,3rd,3,1,8th,2.273,3,6th,Sp24_Pod_111,Cyclops,Forge,First attempt,(+4),33.0,
111,8.0,CoreyG,25,39,64,8th,8.5,14,12,2,No,1.0,29,1,8th,1,4.5,3rd,2.207,2,7th,Sp24_Pod_111,Cyclops,Storm,First attempt,(+3),33.0,
112,1.0,Off the Cuff,76,29,105,1st,27.5,47,2,4,Yes,6.0,31,7.5,2nd,0,5,1st,3.387,9,1st,Sp24_Pod_112,Mockingbird,She-Hulk,First attempt,(+10),38.0,
112,2.0,Narellish & ooskarr,46,33,79,1st,24.5,13,2,3,Yes,6.0,31,7.5,2nd,0,5,1st,2.548,6,4th,Sp24_Pod_112,"No-Name, Brood Queen",Caiera,First attempt,(+9),36.0,
