Pod,Setup,Rank,Points Earned,Total Points,Name(s),"Victory
Pile 1","Victory
Pile 2","Total
VP",Win?,,Turns,,Escaped Villains,,Points per Turn,,Total Rank Points,,VP Difference,Bystanders Rescued,Cards Undercover,Cards Left in Villain Deck,,,,,,,Attempt 1 Hero Choices,,Attempt 2 Hero Choices,,Attempt Submitted,Fun Level,Comments,Results Of Week:
,,3,(+7),34,Kb_driven,29,67,96,1st,Yes (5),4th,32 (6),1st,0 (5.5),2nd,3 (8),24.5,,38,2,0,4,4,5,6,1,0,20,Ant-Man,Jocasta,Rocket Raccoon,Star-Lord,First attempt,4,"Went with Ant-Man and Jocasta to add some much-needed Tech into the mix.   Player 1 went with Lightshow primarily, which was not bad but wasn't near as effective as Player 2's Ant-Man/tech build.  Jocasta barely made an appearance, but got really lucky and only drew one Master Strike in 32 turns.  Game 2 I thought would go better with Rocket & Star Lord, especially since I got an early Tech artifact in play but despite some early success, it ended up going 4 turns longer so I'll submit Game 1.",
,,4,(+6),31,jpilger,48,53,101,1st,Yes (5),5th,35 (4.5),1st,0 (5.5),4th,2.886 (6),21,,5,4,0,4,5,9,0,1,0,19,Banshee,Star-Lord,Banshee,Star-Lord,Second attempt,4,"Interesting Scheme that I've never played before.  Also noteworthy that last week I played Ultron Infinity, so going against Ultron 2 weeks in a row was fun.  I got some killer combos with Banshee and Jubilee's lightshow.  Legion's variety with having Piercing Energy and Lightshow on different cards made a huge difference.  

Amusingly, I had to play this setup 4 times.  1st Time I played on TTS and forgot to include Mandroids.  2nd' attempt I wrote down my stats on one of those scratch pads that have the button that erases the screen.  While my daughter invited a kid into the house and while going through my game room to the play area, he hit the button, so I had to play two additional times.  Same characters and strategy every time.  Left hand Banshee, and Right hand Jubilee.  The game I scored had a bit less Jubilee and a bit more Groot, but that was ok with me.",
,,5,(+5),31,iburnicus,69,26,95,1st,Yes (5),5th,35 (4.5),1st,0 (5.5),6th,2.714 (4),19,,43,3,0,0,4,11,2,0,0,17,Beast (X-Men),Dazzler,Beast (X-Men),Dazzler,First attempt,4,"this felt like a long and stable game, 
there was quite some room to have less effective turns.
lightshow was fun to use, and i think my picks were decent.",
,,6,(+4),29,Ocs333,64,36,100,1st,Yes (5),7th,36 (2.5),1st,0 (5.5),5th,2.778 (5),18,,28,3,0,2,6,8,0,0,0,16,Aurora & Northstar,Dazzler,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"First time in tournaments I could use everything (all bystanders incl stan lee). I did not really use many characters ofthe x men set, despite owning it for some time. So now i thought i will go (almost) full lightshow, even if it is suboptimal. 

Turned out to be a really fun game. Jubillee with the puercing energy card of dazzler was useful, helping to overcome ultron intimes he got overpowered by the onslaught symbiote. (First madtermind tactic gave 5 domination ot ultron, where i would have been stuck otherwise). Got 4 scheme twist in ditst 13 round, so city was peaceful but 8+1 masterminds ahead.  

From turn 21 left hand that went full lightshow could do a hit almost every other turn via piercing energy, sheer power, or woth some shard supplements from early groot card and groot rare (recruited via dazzler). Right hand was sort of a berserk deck, adter many ko and the northsar berserk cards. In the end it was also effective, so besides cleaning city it could hit the masterminds twice, including the final blow on turn 36.

I realized i like these longer games as well. ",
,,7,(+3),29,caseystahl1125,56,37,93,1st,Yes (5),7th,36 (2.5),1st,0 (5.5),7th,2.583 (3),16,,19,4,0,2,4,6,3,1,0,16,Psylocke,Banshee,Colossus & Wolverine,X-23,Second attempt,5,"""Who is Onslaught?""
-Chuck Norris",
,,8,(+2),27,Joebro6616,47,25,72,1st,Yes (5),3rd,29 (7),9th,1 (1),8th,2.483 (2),15,,22,2,0,3,6,7,5,0,0,21,Ant-Man,Rocket Raccoon,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,"The setup was fun, liked the idea of ultron getting more powerful during the game",
,,9,(+1),27,PHoney,68,28,96,1st,Yes (5),9th,40 (1),1st,0 (5.5),9th,2.4 (1),12.5,,40,3,0,0,1,7,3,1,0,12,Aurora & Northstar,Dazzler,Aurora & Northstar,Dazzler,First attempt,3,"OK setup. Nice to have a setup to use a lot of X-Men. Haven't played with it very much, so opted to try to maximize Lightshow instead of overthinking best hero choices too much. (Not in tourney contention anyways.) Felt like a ""light"" way to experience Onslaught. His static ability wasn't in play, and his masterstrikes didn't take effect until later in the game. Interesting challenge of the setup was that going Piercing Energy wasn't a slam-dunk choice because two of the villain groups were gainable heroes with no VP to fight. I feel very underwhelmed with Lightshow. Flavorfully, maybe fun to have Ultron absorb Hank Pym, but seems the whole pod doesn't own What If. Otherwise, it was fun to get a pod with X-Men and Civil War, particularly in the lower-half of the rankings.",
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Single Ladies (Put 10 Rings on It),1,(+9),33,Coldvein & Raja0629,60,47,107,1st,Yes (4.5),4th,33 (5),1st,0 (7),1st,3.242 (8),24.5,,13,19,0,2,0,2,1,1,0,6,Hulkbuster Iron Man,Mr. Fantastic,Hulkbuster Iron Man,Mr. Fantastic,First attempt,4,Always like any setup with the Mandarin and the Ten Rings.,
,,2,(+8),35,WingedCrusader,37,62,99,1st,Yes (4.5),5th,34 (4),1st,0 (7),2nd,2.912 (7),22.5,,25,22,0,1,2,3,0,0,0,6,"Joe Fixit, Grey Hulk",Hiroim,Human Torch,Hiroim,First attempt,3,"ehh not sure Mandarin rings are cool but I'd rather the henchmen just consistently KO.  Tried human torch but got too many wounds, Hiroim was definitely the best hero in the game.",
,,3,(+7),31,Montax30,43,36,79,1st,Yes (4.5),3rd,29 (6),1st,0 (7),4th,2.724 (5),22.5,,7,15,0,1,3,5,3,0,0,12,Amadeus Cho,Hiroim,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,Transforming is so fun when it clicks!,
,,4,(+6),33,AveryAce,42,17,59,1st,Yes (4.5),1st,23 (8),4th,1 (3.5),6th,2.565 (3),19,,25,8,0,1,4,9,2,2,0,18,Bruce Banner,Hulkbuster Iron Man,Bruce Banner,Hulkbuster Iron Man,First attempt,2,"Game one went pretty crazy, was koing everything with invisible girl focus from the start, and my right hand had 8 or 9 cards by the end with 3 rares and generated over 30 attack in one hand. I picked my heros to have some synergy with each other and outwit, as well as add tech heroes to hopefully avoid an unavoidable escape from mandarins tactic requiring tech, as no tech heroes are in the pod by default. While this did work, still had an early escape anyways before getting my deck up and running. Game two I just couldn't get anything to work, couldn't fight anything early, got wounds, and villains with locations piling in relentlessly. I honestly didn't even finish it, just want a good time. I think the setup was fine, but the scheme didn't super interest me, and nothing really felt exciting.",
,,5,(+5),29,Mikip2023 & Taker13,33,31,64,1st,Yes (4.5),2nd,28 (7),4th,1 (3.5),8th,2.286 (1),16,,2,12,0,4,1,4,2,1,0,12,Human Torch,Moon Knight,Human Torch,Moon Knight,Second attempt,4,"We enjoyed the scheme. We had some great combos going on with  She Hulk, Moon Knight and Humas Torch. Worked really well together.",
,,6,(+4),28,Mikeygill97,35,62,97,1st,Yes (4.5),6th,36 (3),4th,1 (3.5),5th,2.694 (4),15,,27,18,0,1,1,2,1,1,0,6,Namora,Spider-Woman,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Ring around the rosy, a pocket full of posies, ashes, ashes, Mandarin fell down!",
,,7,(+3),26,BigDongWilliam,44,63,107,1st,Yes (4.5),7th,37 (2),8th,2 (1),3rd,2.892 (6),13.5,,19,13,0,0,1,1,0,0,0,2,Silver Surfer,Thing,Silver Surfer,Thing,Second attempt,3,N/A,
,,8,(+2),28,MRTINCE,66,37,103,1st,Yes (4.5),8th,41 (1),4th,1 (3.5),7th,2.512 (2),11,,29,17,0,0,0,0,0,0,0,0,Hellcat,"Joe Fixit, Grey Hulk",I did not make a second attempt.,I did not make a second attempt.,First attempt,4,Fullness trying to manage the hq,
,,9,(+1),26,Sword'n'Sorcery,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,The Red Scare,1,(+9),30,Zeromus104,54,25,79,1st,Yes (5.5),2nd,25 (8),1st,0 (6),1st,3.16 (9),28.5,,29,4,12,0,3,7,4,1,0,15,Hulk 2099,Rictor,Hulk 2099,Spider-Man 2099,First attempt,5,Hulk 2099 dominated this set up. The first time ever where I was happy to see Master Strikes. Receive a wound. Then send it Undercover.,
,,2,(+8),32,AntDude,19,42,61,1st,Yes (5.5),1st,24 (9),1st,0 (6),3rd,2.542 (7),27.5,,23,3,0,1,3,7,5,2,0,18,Weapon H,Falcon & Winter Soldier,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"Multiple Man is my favorite, never-ending Clone brought me his entire hero set into one thin deck. And Omega Red's Wound trick didn't stand a chance with both copies of Reabsorb Duplicates in play each turn for a 2nd KO that turn. Felt like I made a good Hero choice with Falcon and Winter Soldier and Weapon H for a Berserk deck with Marrow, but it never really mattered.",
,,3,(+7),31,brentmcampbell & ruuhaku,39,41,80,1st,Yes (5.5),3rd,28 (6.5),1st,0 (6),2nd,2.857 (8),26,,2,7,7,4,1,5,2,0,0,12,Weapon X (Wolverine),Hulk 2099,Weapon X (Wolverine),Hulk 2099,Second attempt,5,Man that game shows once more how Devin and his team have been firing on all cylinders for the latest expansions. (Wish we could get some more....) Hulk 2099 was key to getting rid of wounds and I actually pulled Multiple Man off pretty well. Omega Red is interesting without being too difficult. The only downside is that the scheme was a real pushover for us. Never had more than 1 or 2 Villains in the HQ.,
,,4,(+6),29,jetsetrad,42,25,67,1st,Yes (5.5),3rd,28 (6.5),1st,0 (6),4th,2.393 (6),24,,17,4,3,2,2,6,3,0,0,13,Hulk 2099,Fantomex,Hulk 2099,Fantomex,Second attempt,5,"Push Pain Under The Surface from Hulk 2099 was great to circumvent Omega Red's returning wounds you KO, since they just go undercover instead, and then they power up his Rage Incarnate card.

I think I could have picked a better second hero than Fantomex in retrospect though, although he did help Marrow fire off her Berserk a few times.

Ravage 2099 is a super fun hero. I mostly ignored Multiple Man the first game, and used him but not very effectively in the second game.",
,,5,(+5),29,Dr. Parmesan,32,49,81,1st,Yes (5.5),6th,34 (4),1st,0 (6),6th,2.382 (4),19.5,,17,7,2,0,0,4,7,0,0,11,Hulk 2099,M,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"I think I had a really good setup to face Omega Red, with enough Covert that I barley gained any Wounds. Though, if I'd gotten more Hulk in the HQ and less M, I think my attack would have scaled faster.",
,,6,(+4),26,FlashSpider-man,66,8,74,1st,Yes (5.5),5th,31 (5),8th,1 (1.5),5th,2.387 (5),17,,58,6,0,1,2,3,7,0,0,13,Fantomex,Warpath,Fantomex,Warpath,Second attempt,4,"Forgot to check end villian deck and mixed up my vp piles while counting for the first game so I had to submit the second one. A bit faster but an escape. Kinda just let it happen idk. Gonna be the only escape in the pod prob.
Fun game. I was worried about not having enough red for the strikes but it was fine. Fantomex may be my favorite hero in the game, he's just so fun to play. Got good milling from that Multiple Man rare amd enemies and got down to just over 12 cards, w/ 3 endless endurance from Warpath. A lot of attack for that player lol. Scheme felt a bit easy but it may have been the heroes idk. Still fun though.",
,,7,(+3),27,Forever A Team & Son,53,23,76,1st,Yes (5.5),7th,37 (2.5),1st,0 (6),8th,2.054 (2),16,,30,6,0,0,1,1,0,0,0,2,Red Guardian,Siryn,Red Guardian,Siryn,Second attempt,5,Another fun challenge! Thank you!,
,,8,(+2),25,energythief,54,29,83,1st,Yes (5.5),7th,37 (2.5),8th,1 (1.5),7th,2.243 (3),12.5,,25,8,0,0,0,0,5,0,0,5,Warpath,Weapon X (Wolverine),I did not make a second attempt.,I did not make a second attempt.,First attempt,5,Multiple Man handled the Chivalrous Duels for one hand while Ravage did the same for hand two. The amount of times I generated 10 attack when I needed 12 to hit Omega Red was very frustrating! Slower win than it should have been.,
,,9,(+1),23,Jalt,27,48,75,9th,No (1),9th,42 (1),1st,0 (6),9th,1.786 (1),9,,21,9,0,0,0,0,0,0,0,0,Siryn,White Tiger,I did not make a second attempt.,I did not make a second attempt.,First attempt,1,"Only pulled one sentinel into the HQ so it ended at turn 42. Nothing worked right here, and wounds killed any momentum I tried to build.",
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Gadget Gumshoes,1,(+9),26,Doormatte,53,19,72,1st,Yes (4.5),1st,21 (8),1st,0 (7.5),1st,3.429 (8),28,,34,14,0,2,5,8,2,0,0,17,Bruce Banner,Fantastic Four United,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,Focus on one side and tech/strength on the other side went pretty good,
,,2,(+8),26,Freeclint,64,26,90,1st,Yes (4.5),4th,29 (4.5),3rd,1 (6),2nd,3.103 (7),22,,38,12,0,1,1,2,3,1,0,8,Squirrel Girl,Bruce Banner,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"Great fun setup.  I was short on time this period and only got in one attempt.  Didn't even stress over choice of hero, just went suggested.  Would probably have subbed Squirrel Girl with Amadeus Cho had Iooked into it.  Very enjoyable setup.  I had one Singularity Investigator escape early on due to the annihilation wave.  Hand 1 got a great draw / smash engine going and never looked back.  Switcheroo helped build it.  Hand two just focused on the city with a decent approach.  100% would recommend this setup again.",
,,3,(+7),30,SharkNate-O & onthegeniusofsamrockwell,41,30,71,1st,Yes (4.5),3rd,28 (6),5th,3 (4),4th,2.536 (5),19.5,,11,7,0,3,4,4,1,0,0,12,Squirrel Girl,Bruce Banner,Squirrel Girl,Bruce Banner,Second attempt,4,"The first game was an absolute train wreck. I'm convinced it was probably just a bagel shuffle. We were front loaded with twists and strikes. And Galactus came out and surprised us early. The second game was much better. It could have also just been a good shuffle. We had less strikes and twists in the first half, and Galactus came out later in the game. We had 3 escapes due to early villains having higher attack and not being able to hit (and a few lucky bystander pulls when the city was full), but after like the 10th turn or so, the city was more manageable. The switcheroo mechanic was very fun. That said, I am definitely noticing the setups in this particular tournament more challenging than the previous tournaments.",
,,4,(+6),28,NadRao & Sparkles,43,25,68,1st,Yes (4.5),2nd,27 (7),6th,5 (3),5th,2.519 (4),18.5,,18,6,0,0,1,5,4,1,0,11,Bruce Banner,Squirrel Girl,Bruce Banner,Squirrel Girl,First attempt,3,"This was a weird one for us, we got rocked hard initially our first game, had a bunch of bystanders escape, and just seemed to get a bunch of twists/master strikes resulting in villains early. However, we got our decks going quicker, and took Annihilus down a lot faster. Our second one round we controlled the board really well, but it took us longer to get him down. We had an unlucky galactus show up and escape immediately which tanked round two, so we went with one.",
,,5,(+5),24,Jmaster1324,43,35,78,1st,Yes (4.5),6th,31 (3),1st,0 (7.5),6th,2.516 (3),18,,8,7,0,0,1,4,1,1,0,7,Bruce Banner,Brainstorm,Brainstorm,Bruce Banner,Second attempt,4,I was dreading the veiled scheme. I honestly don't like all the searching and finding the new scheme mid match plus not having the flexibility to swap heroes if I play a full game is frustrating. Not to mention the actually VD stuff with Annihilus and Galactus. This is just a set up I shouldn't like but it came together. The first game I kinda got overrun quick. I was able to win but it was a dirty win. Round two I had a much better shuffle and was able to really let Mr. F shine with the last turn ranking up 30+ attack along with a full (large) deck draw only thing left over was 1 wound that I'd smashed.,
,,6,(+4),23,thedoctormate0806 & mrrj6549,53,46,99,1st,Yes (4.5),8th,36 (1),4th,2 (5),3rd,2.75 (6),16.5,,7,14,0,0,1,0,0,1,0,2,Bruce Banner,Psi-Lord,Bruce Banner,Psi-Lord,Second attempt,5,"Extremely fun setup as usual. We thought Psi-Lord was going to make everything pop off, very quickly realised he wasn't, but still won despite him/us.",
,,7,(+3),26,Astigmatic_Oracle,33,36,69,1st,Yes (4.5),4th,29 (4.5),7th,8 (2),7th,2.379 (2),13,,3,6,0,3,2,4,2,0,0,11,Invisible Woman,Bruce Banner,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,Fun game that would have been more fun without tournament pressure,
,,8,(+2),15,Lasombra81,14,62,76,1st,Yes (4.5),7th,34 (2),8th,11 (1),8th,2.235 (1),8.5,,48,4,0,0,1,1,2,0,0,4,Bruce Banner,Squirrel Girl,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Turn 10 Unveiled the Scheme and already lost the bridge.  At one point I had 4 rares in the HQ so I didn't have a choice for some of my 11 escapes.  I did manage to recruit all 4 rares which allowed me to survive and come back for the win, hitting MM twice and Galactus in that turn.  Also, got to put an agent on the bottom of the Hero Deck and tactical Switcheroo to trigger JJs rare to put last twist on the bottom.",
,,9,(+1),3,MysticRuby,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,A Magical Wedding,1,(+10),30,captaincardone & paisley5002,45,26,71,1st,Yes (4.5),1st,22 (7),1st,0 (4.5),1st,3.227 (7),23,,19,9,8,3,6,6,6,2,0,23,Luke Cage Noir,Moon Knight,Luke Cage Noir,Moon Knight,First attempt,4,"We really enjoyed this one. We picked heroes we liked and that are fun. 2 rares appeared on the flop so I bought buy power cards until I could buy Cage's. Ended with 3 rares, I think.",
,,2,(+9),28,GamerGump,37,37,74,1st,Yes (4.5),2nd,23 (6),1st,0 (4.5),2nd,3.217 (6),21,,0,14,0,1,7,10,4,0,0,22,Luke Cage Noir,Morbius,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"I think I got lucky with strikes, henchman and bystanders early. Fun little setup.",
,,3,(+8),27,ReyReyPod,23,44,67,1st,Yes (4.5),3rd,24 (5),1st,0 (4.5),4th,2.792 (4),18,,21,6,4,4,5,8,2,1,0,20,Luke Cage Noir,Morbius,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,Was manageable and fun...enjoyed using Cage Noir and Spider-Woman`,
,,4,(+7),26,Lycanknight_ & Ms. Lycanknight_,49,33,82,1st,Yes (4.5),5th,29 (3),1st,0 (4.5),3rd,2.828 (5),17,,16,21,0,0,3,7,4,2,0,16,Morbius,Luke Cage Noir,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,It was alright we ended up with LOADS of recruit so we were able to manage the hidden witnesses pretty well which made everything pretty easy.,
,,5,(+6),28,Cubbiesnextyr & The Wife,40,27,67,1st,Yes (4.5),4th,25 (4),1st,0 (4.5),5th,2.68 (3),16,,13,9,1,3,4,9,2,1,0,19,Morbius,Luke Cage Noir,Morbius,Luke Cage Noir,Second attempt,4,"Seemed like a pretty easy setup, which for the last place pod is probably the correct approach.  Charles Xavier is a pretty easy MM as long as you can keep the Hidden Witnesses under control which we did. It was an enjoyable time.",
,,6,(+5),21,Hendrek,41,38,79,1st,Yes (4.5),6th,32 (2),1st,0 (4.5),6th,2.469 (2),13,,3,18,0,1,4,4,0,1,0,10,Morbius,Elsa Bloodstone (Marvel Knights),Morbius,Elsa Bloodstone (Marvel Knights),Second attempt,5,This was a good one especially being able to use midnight suns (any chance to use Elsa ha ha)and Spider Woman.  First game drew 9 twists in 20 turns so that was a bust.  2nd game the draws were more even so was able to control the board better.  Good spread of heroes all of whom contributes.  Massive Gamma Detonation drom Hulk 2099 helped with big hits.,
,,7,(+4),24,MicroDisney0505,3,4,7,7th,No (1),7th,20 (1),7th,4 (1),7th,0.35 (1),4,,1,1,0,3,4,10,6,1,0,24,Black Cat,Elsa Bloodstone (Marvel Knights),I did not make a second attempt.,I did not make a second attempt.,First attempt,4,N/A,
,,8,(+3),23,Patyon & Wafflewings,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,9,(+2),21,ItStartswith1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,10,(+1),21,Broken_Pants,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
