Pod,Setup,Rank,Points Earned,Total Points,Name(s),"Victory
Pile 1","Victory
Pile 2","Total
VP",Win?,,Turns,,Escaped Villains,,Points per Turn,,Total Rank Points,,VP Difference,Bystanders Rescued,Cards Undercover,Cards Left in Villain Deck,,,,,,,Attempt 1 Hero Choices,,Attempt 2 Hero Choices,,Attempt Submitted,Fun Level,Comments,,Results Of Week:
,,7,(+5),13,Narellish & oskar,31,28,59,1st,Yes (6),2nd,30 (9.5),1st,0 (7),11th,1.967 (1),23.5,,3,3,0,4,2,12,3,0,0,21,Gamora,Star-Lord,Gamora,Star-Lord,First attempt,4,"This game was a 4.5 for fun - we enjoyed it - especially cos it had some of our fave heroes in it. Our first game - which we ended up using - had so many scheme twists come out early we thought we had no chance of winning but shards to the rescue for us. Our second game we took 2 more turns and scored a few more points but we're pretty sure the 2 turns will beat the .25 ppt. Great setup - nice and thematic, we loved beating Thanos to the ground.",,
,,8,(+4),10,Chapmaca7,46,31,77,1st,Yes (6),7th,34 (5),11th,2 (1),6th,2.265 (6),18,,15,3,0,2,4,9,2,0,0,17,Gamora,"Killmonger, Spec Ops",Gamora,"Killmonger, Spec Ops",First attempt,5,Loved this week’s game. Only my 2nd game against Thanos and took a while to build up enough attack but managed to get there eventually. 2nd attempt didn’t fare so well as too many twists really early in the game.,,
,,9,(+3),10,bamlinden,22,54,76,1st,Yes (6),9th,38 (3),1st,0 (7),10th,2 (2),18,,32,5,0,1,4,6,2,1,0,14,Star-Lord,Gamora,Star-Lord,Gamora,First attempt,5,"Thanos is bulked...but Artifacts are powerful too. In addition to the Infinity Gems, Star-Lord's multiple Element Guns gave me all the ammo I needed later in the game. Gamora worked great with all the heroes so I felt confident with my two picks this week. A little snakebit with some of the villain cards meant I had to be patient in both of my playthrough attempts, but got the job done both times. Second attempt was 3 turns faster, but with an escape...so I went with my first for official scoring. The Astral Plane and Haunting actually helped me manage the city quite well. I could've done a better job leaving a cheap henchman available early on for when a scheme twist showed up. I felt I didn't take full advantage of those Cursed Pages. Overall, a really enjoyable setup.",,
,,10,(+2),9,ItStartsWith1,39,44,83,1st,Yes (6),11th,41 (1),1st,0 (7),9th,2.024 (3),17,,5,3,0,2,3,3,2,0,0,10,Gamora,"Gamora, Destroyer of Thanos",I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"What a game! Thanos had the Darkhold in his grasp as he was defeated! Who better to take down The Mad Titan than his own daughter, the Deadliest Woman in the Universe? How about 2 of her! The fact that I had 0 escapes was a downright miracle. Between Haunts, the Astral Plane, and Salome ascending, I narrowly avoided multiple escapes. But both decks got cooking. The right side utilized the full power of the “Godslayer Blade” and “It’s Morbin’ Time” for some big turns. The right side went all in on The Ancient One, and with 2 copies of “War of the Mind” got 2 MM hits with recruit. Thanks for the set up!",,
,,11,(+1),9,Pyromagnus & shoshielynn,49,32,81,1st,Yes (6),10th,39 (2),10th,1 (2),8th,2.077 (4),14,,17,4,0,0,4,5,2,1,0,12,Doctor Voodoo,Rocket Raccoon,Doctor Voodoo,"Gamora, Destroyer of Thanos",Second attempt,2,GOTG Thanos continues to be my least favorite Mastermind because it's always a slog against him. The Fallen and Black Order somewhat helped with the easier rares and low attack but they also made getting the Gems much harder as a result.,,
18,Pet Cemetery,1,(+11),17,MysticRuby,29,55,84,1st,Yes (6),1st,26 (11),5th,2 (6.5),4th,3.231 (8),31.5,,26,2,0,1,0,7,2,3,2,15,"Gamora, Destroyer of Thanos",Sunspot,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,This is a new submission of my game (I accidentally put in 14 Hellcat cards on my first go around.),,
,,2,(+10),16,Lycanknight_,60,48,108,1st,Yes (6),2nd,27 (9.5),7th,3 (4),1st,4 (11),30.5,,12,6,0,2,0,2,2,1,4,11,Quicksilver,Scarlet Witch,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,My wife got wolfsbane rare early and piled up discard ability cards which paired nicely with quicksilver and hyperspeed to make for massive attack on her turn. Where as i went with captain carter and was able to help with support and the liberate function. Keeping up with defeating the locations was the key to success here.,,
,,3,(+9),14,OleRockyTop,55,38,93,1st,Yes (6),4th,29 (7.5),2nd,1 (9),6th,3.207 (6),28.5,,17,7,0,2,3,5,4,1,2,17,M,Ronin,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"A lot of thought went into city management for this one, taking lesser kills so you could cover up villains in the victory pile. Lead to a lot of tactical thinking. I got lucky with the twists and only pulled one. One more turn would have been another.",,
,,4,(+8),13,Tuba2k7 & Alicat22,68,23,91,1st,Yes (6),2nd,27 (9.5),7th,3 (4),3rd,3.37 (9),28.5,,45,7,0,3,3,2,5,3,5,21,Doctor Strange Supreme,"Captain Marvel, Agent of SHIELD",Doctor Strange Supreme,"Captain Marvel, Agent of SHIELD",Second attempt,4,"We really enjoyed playing with all of the characters in the game. We loved learning about the shatter effect, soul binding effect and what if. lots of variety in the game the characters really meshed well together.",,
,,5,(+7),13,Pervavita & Catswiftie,75,61,136,1st,Yes (6),9th,36 (3),2nd,1 (9),2nd,3.778 (10),28,,14,8,0,0,1,4,0,1,0,6,M,"Gamora, Destroyer of Thanos",M,"Gamora, Destroyer of Thanos",First attempt,4,"Good setup. Escapes only came early in bot games due to twist hitting before we could build the attack up.
M synergiesed with Wolfsbane great and Siryn with Gamora. We just had a small issue keeping it Moonlight consistently.",,
,,6,(+6),12,caseystahl1125,53,34,87,1st,Yes (6),6th,30 (5.5),2nd,1 (9),8th,2.9 (4),24.5,,19,4,0,1,0,9,4,1,0,15,M,Stepford Cuckoos,M,Stepford Cuckoos,Second attempt,5,"I wish the Zombie Group from Secret wars was added with Zombie Green Goblin.
I won both matchups.. I decided to go with my higher point per turn game with 1 escape rather than my less rounds to win 4 escape lower per game that I also won... I guess I'll find out.",,
,,7,(+5),12,RedRutan,45,27,72,1st,Yes (6),6th,30 (5.5),1st,0 (11),11th,2.4 (1),23.5,,18,5,0,1,2,8,2,2,0,15,Doctor Strange Supreme,"Uatu, The Watcher",Doctor Strange Supreme,"Uatu, The Watcher",First attempt,4,"Both games started with no rares, and both had 3 in the HQ by turn 10! In gamw 1 I was able to recruit the Captain Certer rare with hand 2 pretty eatly, and this let that hand scoop up the other rares in short order. Once Suryn starts shattering the Mastermind it's just a matter of time. In game 2 I won on the same turn but had much fewer VPs and 4 escapes.",,
,,8,(+4),8,Kb_Driven,89,49,138,1st,Yes (6),11th,43 (1),5th,2 (6.5),5th,3.209 (7),20.5,,40,6,0,0,0,0,0,0,0,0,"Gamora, Destroyer of Thanos",Multiple Man,"Gamora, Destroyer of Thanos",Multiple Man,Second attempt,4,"First game I lost on turn 11 which was super disappointing.  But game two I managed to avoid that early loss and stave off defeat, though it took every available turn to do so.  I forgot how difficult Grim Reaper can be!  Player 1 focused mostly on Captain Carter, Wolfsbane and Gamora cards while Player 2 tried to leverage Multiple Man, with marginal success.",,
,,9,(+3),9,Jmaster1324,43,40,83,1st,Yes (6),4th,29 (7.5),7th,3 (4),9th,2.862 (3),20.5,,3,7,0,1,1,9,4,1,0,16,Doctor Strange Supreme,Rictor,Rictor,Doctor Strange Supreme,Second attempt,5,This was a really fun set up. I liked how the challenge wasn't how to get the W but instead how to get the W the most efficient way with the most points. I was able to win very quickly for me the first time in just 26 turns but that because I had to MM Shattering Rares that made Reaper very easy to hit so I just ignored the locations. My PPT was really bad that round so I kept my heroes and tried to focus the locations some too which almost doubled my PPT while only adding 3 turns. I sure hope those 3 turns don't bite me in the end.,,
,,10,(+2),8,Babybreloom,43,61,104,1st,Yes (6),8th,34 (4),10th,5 (2),7th,3.059 (5),17,,18,3,0,1,1,3,3,2,0,10,Shatterstar,Doctor Strange Supreme,Party Thor,Shatterstar,Second attempt,4,"Always love playing with Revelations! Doctor Strange Supreme felt like an obvious choice to deal with RotLD, but Locations can't be Soulbound and I struggled. Game 2 went much better, with Party Thor and Shatterstar ramping up really well together!",,
,,11,(+1),8,coldvein & raja0629,58,42,100,1st,Yes (6),10th,38 (2),11th,6 (1),10th,2.632 (2),11,,16,5,0,1,1,1,1,1,1,6,Ronin,Karma,Ronin,Karma,Second attempt,5,Great fun.  Very challenging.  The few amount of Twists made things all the more suspenseful.,,
19,Extreme Gerrymandering,1,(+11),15,Mikeygill97,59,39,98,1st,Yes (6.5),3rd,27 (8),2nd,1 (10),1st,3.63 (11),35.5,,20,19,7,2,5,11,4,1,0,23,Invisible Woman,Hiroim,Invisible Woman,Hiroim,First attempt,4,Used what I like to call the Bystander Effect with Hiroim and Invisible Women's ability to get more bystanders and was able to send some heroes undercover to get even more points.,,
,,2,(+10),13,KelgatesKollections,29,42,71,1st,Yes (6.5),1st,22 (11),1st,0 (11),5th,3.227 (7),35.5,,13,14,2,4,5,14,4,0,0,27,Hiroim,Invisible Woman,Hiroim,Invisible Woman,Second attempt,5,"Ross is always a battle of attrition but we had the benefit of having Hiriom on our side for the fight. We used Invisible Woman to KO our deck relatively fast while also earning us the Bystanders we need to transform Hiriom's card and begin laying in on Ross and those pesky Helicopters. Our First attempt took 41 turns but our 2nd we were able to cut that time in half with a good villain deck and a quick assemble of our Exodia. 

We sadly never got the Hiroim rare in either game but Quake's rare came up twice, while not giving us a substantial amount of attack. It did allow us card selection in the HQ to continue our 4's deck and Bystander Deck to attack confidentially to ensure no escapes were to happen.",,
,,3,(+9),14,Ceej,35,49,84,1st,Yes (6.5),2nd,25 (10),3rd,2 (8),3rd,3.36 (9),33.5,,14,18,4,3,3,11,3,1,0,21,She-Hulk,Thing,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"The combo of Burrow with the Earthquake/Tsunami was very clever - you wanted to get someone into the Streets to allow you to truly kill Burrowing Villains, but that left them in jeopardy of being washed out by the Tsunami. Ra'ktar also made it risky to leave anyone in the Streets; he was responsible for one of my escapes.

I picked Thing to team up with Silver Surfer, trying to make a deck that produced a lot of Recruit and then sunk it into various Focus abilities. That worked OK, although I couldn't build it pure enough. I also was stuck with three 6-7 cost cards in the City for quite a while, which slowed things down a bit. I ended up getting Quake's Roil the Earth rare over there and actually used it in part to just clear cards I didn't want to buy out of the city. But Roil the Earth along with Tectonic Wave did provide the game-ending turn with 18 attack to hit Thunderbolt twice.

My other pick was She-hulk, which was kind of a hurried decision, but she did provide several more cards that triggered off of producing a lot of Recruit. So that deck ended up being pretty potent. The other deck I mostly picked Covert cards, notably Caiera's Shadowforged Blade, in a more traditional Attack-based deck. It worked out reasonably well, although oddly Silver Surfer's Warp Speed card (Focus 2 -> Draw a card) ended up over there and actually was pretty effective at least at moving through the deck faster.",,
,,4,(+8),12,david-h11,46,45,91,1st,Yes (6.5),3rd,27 (8),3rd,2 (8),2nd,3.37 (10),32.5,,1,11,13,3,7,8,6,1,0,25,Agent Phil Coulson,Mockingbird,Agent Phil Coulson,Mockingbird,First attempt,5,went all-in on shield and was really fun!,,
,,5,(+7),11,CK,51,53,104,1st,Yes (6.5),7th,31 (5),6th,3 (5.5),4th,3.355 (8),25,,2,23,3,3,4,8,3,0,0,18,Hiroim,Invisible Woman,Hiroim,Invisible Woman,First attempt,5,"I really enjoyed the game, but I did terrible. I picked Hiroim and Invisibile Woman because they let me KO things and they had nice Bystander effects. With the Helicopters I assumed Bystanders would be significant. In both games I had 3 escapes early on, but was able to stabilize. I didn't see Unseen Rescue in the first game, so I wasn't able to effectively farm bystanders. Second game I did get through the whole bystander deck, but the game ran for 44 turns, making it much worse score-wise than the first game.",,
,,6,(+6),11,Joebro6616,38,46,84,1st,Yes (6.5),3rd,27 (8),6th,3 (5.5),7th,3.111 (5),25,,8,13,6,2,2,10,8,1,0,23,Mockingbird,Rick Jones,I did not make a second attempt.,I did not make a second attempt.,First attempt,2,"Not a huge fan of transforming schemes, I might try this one again some time",,
,,7,(+5),10,Dre 2 point 0,61,41,102,1st,Yes (6.5),9th,33 (3),3rd,2 (8),8th,3.091 (4),21.5,,20,21,3,3,5,7,0,0,0,15,Hiroim,"Captain Marvel, Agent of SHIELD",I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Captain Marvel's Last Stand only made major attack with the bigger city a couple times, but Hiroim and Caiera pop off immediately as always.",,
,,8,(+4),8,wingedcrusader,32,69,101,1st,Yes (6.5),8th,32 (4),8th,4 (3),6th,3.156 (6),19.5,,37,22,7,0,5,7,4,0,0,16,Scarlet Witch,Namora,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Pretty fun, once again love the burrow with the tide, got a cool blue deck going and the red deck was a big meme.",,
,,9,(+3),7,Cglied,55,28,83,1st,Yes (6.5),6th,29 (6),8th,4 (3),9th,2.862 (3),18.5,,27,19,6,0,1,10,4,1,0,16,"Joe Fixit, Grey Hulk",She-Hulk,"Joe Fixit, Grey Hulk",She-Hulk,Second attempt,2,"First game was tough. The city contracted right away and the HQ was full of high cost cards. I couldn't recruit anything into my deck to control the city and was wiped out in record time (13 turns). 
Second game went better. After 7 or 8 turns I thought I was looking at a repeat, but She-Hulk was able to hurl enough trucks to turn the tide (pun intended). That gave me a breather and I was able to work on taking down General Ross/ Red Hulk. 
Not a complaint, but the swingy nature of the setup and being saddled with Silver Surfer (who is boring) pushed the fun score down a bit.",,
,,10,(+2),7,evilspacecow,56,45,101,1st,Yes (6.5),10th,37 (2),8th,4 (3),10th,2.73 (2),13.5,,11,20,13,0,2,2,0,0,0,4,Deathlok,Mockingbird,Deathlok,Mockingbird,First attempt,3,Having Burrow with the Tsunami wiping out the streets was both fun and tricky (risk killing them once to move to streets and risk escaping or wait to the move but have a build up if there ends up being only 3 city locations).  I did find the Mastermind was difficult in that mine flipped early and trying to hit for 9 early on was difficult and could not take on the helicopters.  Overall enjoyed.,,
,,11,(+1),6,ggyppt,49,61,110,11th,No (1),11th,45 (1),11th,5 (1),11th,2.444 (1),4,,12,21,8,1,0,0,0,1,0,2,Mockingbird,"Joe Fixit, Grey Hulk",Mockingbird,"Joe Fixit, Grey Hulk",Second attempt,3,"Was inches away, final scheme twist came out the turn I would have taken down Ross. Super Frustrating. My first attempt I had to throw out cause I misread the Scheme and didn't pull again when it flipped back, which made this near loss sting even harder. I had a solid Shield deck and a solid Recruit deck by the end of it, but the HQ didn't line up early enough for me to be quick enough to win :(",,
20,Trick or Treat,1,(+11),17,Bakatora971,57,54,111,1st,Yes (6.5),2nd,23 (10),1st,0 (9),1st,4.826 (11),36.5,,3,9,0,1,3,1,3,4,0,12,Psi-Lord,M,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,Got a lucky turn 1 rest to get rid of 2 wounds and then shortly after pick up Psilords rare. After that Psilord controlled the villain deck while M controlled the mastermind. Very fun set up will but so much shuffling.,,
,,2,(+10),15,Tozar,57,48,105,1st,Yes (6.5),3rd,25 (8.5),1st,0 (9),2nd,4.2 (10),34,,9,10,18,2,3,7,0,2,0,14,Mockingbird,Deathlok,Mockingbird,Deathlok,First attempt,5,"Kudos again -- lots of fun.  In the second game (didn't use), by turn 11 I had already flipped all the master strikes and four twists.  I really thought I had shuffled a ton -- I guess just random luck -- though that did allow me to burn off most of those starting wounds.

Those Mr. Sinister Clones did add another level of decision making when it came time to decide if I wanted to fight the MM or clear space from the city.  Had to try to keep at least two spaces open.

I really liked the Scheme that had me start with Heroes/Wounds in the player decks -- really helped streamline strategies between the two players.",,
,,3,(+9),15,GamerGump & Kendycrow,47,68,115,1st,Yes (6.5),5th,28 (7),1st,0 (9),3rd,4.107 (9),31.5,,21,8,13,2,1,4,3,2,0,12,Deathlok,M,Deathlok,M,Second attempt,4,Lots of good combos between the heroes. The scheme was not difficult at all with lots of ways to deal with wounds. Mysterio was cake once we got rolling.,,
,,4,(+8),11,thablackknight1,8,54,62,1st,Yes (6.5),1st,18 (11),1st,0 (9),8th,3.444 (4),30.5,,46,5,0,1,3,4,2,3,0,13,Stepford Cuckoos,M,Stepford Cuckoos,M,Second attempt,4,The clone mechanic really helped with recruits. Felt the Sin Six were a little underpowered against the matchups due to the negatives most get from different game states and the ability to build deck up quickly between investigate and clone. Very fun and did much better second game when I was able to get one deck stacked on with M and the Sisters.,,
,,5,(+7),12,aitmanga,43,47,90,1st,Yes (6.5),3rd,25 (8.5),8th,2 (3.5),5th,3.6 (7),25.5,,4,10,0,1,2,6,2,2,0,13,Multiple Man,Psi-Lord,Multiple Man,Fantastic Four United,Second attempt,4,"We tried to get lucky on the first game with Psi-Lord, but that didn't work out. The hand with Psi-Lord could rarely get enough attack to hit Misterio and the game took too long. 
Second game went much better as the hand with F4 United could easily KO wounds and Agents, while the other one had tons of draw from MM and Strong Man investigations. ",,
,,6,(+6),11,gscrap,61,39,100,1st,Yes (6.5),7th,30 (4.5),1st,0 (9),9th,3.333 (3),23,,22,10,0,1,1,5,0,2,0,9,Multiple Man,Fantastic Four United,Multiple Man,Fantastic Four United,First attempt,3,"That was pretty fun.  I gave serious thought to taking two SHIELD Heroes as my picks, to take advantage of the Hydra Elite group and get those sweet UC points, but I figured that wouldn't give me enough wound ablation, and it's early enough in the tournament that I'm betting on SHIELD coming up again.  Pretty happy with my picks, although in the first game (the one I submitted) I got unlucky and couldn't get any deck cull going, so it took a lot longer to get up to speed than I hoped.  Second game might have gone better but the Twists just game too fast and I never really stood a chance.",,
,,7,(+5),10,Swagolas,56,60,116,1st,Yes (6.5),6th,29 (6),10th,3 (1.5),4th,4 (8),22,,4,6,17,0,2,4,0,2,0,8,Mockingbird,Deathlok,Mockingbird,Deathlok,Second attempt,5,"I really liked the mastermind-scheme-henchmen combo, they were all fun to play! Played two difficult games, lost the first one, won the second one. The one thing I kinda didn't like was the fact that I played all of the game components recently, was hoping to play with a few newer sets also. Maybe next week!",,
,,8,(+4),7,Travjon,46,75,121,1st,Yes (6.5),9th,34 (2.5),6th,1 (5.5),6th,3.559 (6),20.5,,29,13,0,0,1,0,0,2,0,3,Fantastic Four United,Multiple Man,Fantastic Four United,Multiple Man,First attempt,3,"First game I got a ton of early wounds due to scheme twists. I was finally able to turn it around to finish off Mysterio at the end. One of his tactics was super useful to send the final scheme twist to the bottom of the villain deck. The second game I started off a lot better, but then my decks just floundered there, and I was not able to beat Mysterio before the final scheme appeared.",,
,,9,(+3),9,averyace,56,50,106,1st,Yes (6.5),7th,30 (4.5),10th,3 (1.5),7th,3.533 (5),17.5,,6,14,9,2,1,5,0,2,0,10,Deathlok,Mockingbird,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"First game didn't go very well, know how I would want a game two to go and some things to do differently but I'm feeling quite sick at the moment, so unfortunately just don't got that second attempt as a possibility",,
,,10,(+2),5,Hendrek,52,50,102,1st,Yes (6.5),9th,34 (2.5),6th,1 (5.5),10th,3 (2),16.5,,2,11,0,1,1,1,1,0,0,4,Fantastic Four United,Rictor,Fantastic Four United,Rictor,Second attempt,3,Usually enjoy Mysterio but the scheme made it more of a slog.  Tried to incorporate card removers but didn't work out the best.  APB put out on Strong Guy as I think I saw one card for him both games.  Boom Boom for the final blow win.,,
,,11,(+1),7,Jinjoz,48,33,81,11th,No (1),11th,31 (1),8th,2 (3.5),11th,2.613 (1),6.5,,15,7,0,1,0,3,2,1,0,7,Spider-Woman,Multiple Man,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,Really fun  set up but I just couldn't get there. Just not enough KO and one of my Mysterios tactics sped up my game by 5 cards cause it got me to the scheme twists faster. Also just not my best performance I feel like if I rewatched my gameplay I would have made a lot of better decisions. Hopefully next week I'll do better!,,
21,War Is Hel,1,(+11),13,BN322,30,26,56,1st,Yes (7),1st,22 (11),1st,0 (11),1st,2.545 (11),40,,4,3,0,3,4,8,3,0,0,18,King Black Panther,Princess Shuri,Valkyrie,Beta Ray Bill,First attempt,3,First time playing Hela.,,
,,2,(+10),14,sethlikespizza,25,36,61,1st,Yes (7),3rd,27 (8.5),4th,5 (7),2nd,2.259 (10),32.5,,11,10,0,2,5,2,3,1,0,13,Lady Sif,Thor (Heroes of Asgard),Lady Sif,Thor (Heroes of Asgard),First attempt,5,"Thrown artifacts were awesome, Hela was much easier to fight without her villain group and the scheme was easy to control.",,
,,3,(+9),12,brentmcampbell,39,18,57,1st,Yes (7),3rd,27 (8.5),2nd,4 (9.5),6th,2.111 (6),31,,21,10,0,3,1,6,4,0,0,14,King Black Panther,Drax the Destroyer,Old Man Logan,General Okoye,Second attempt,3,"First game was rough. Getting early escapes due to the scheme is just about impossible to circumvent without allowing more escapes to balance out the Kree/Skrulls in the escape pile. 
Second game was much better. Logan and Okoye had much more attack starting out which gave us a better start. But those early escapes still were unfortunate. Oh well. Hela was never really a concern, since keeping the city clear of Kree/Skrulls meant that she was never boosted outside of her tactics putting Villains directly in those spots.",,
,,4,(+8),11,MikiP2023,21,63,84,1st,Yes (7),8th,38 (3.5),2nd,4 (9.5),3rd,2.211 (9),29,,42,9,0,0,1,1,1,0,0,3,White Wolf,Magik,White Wolf,Magik,Second attempt,4,The scheme was fun! The heros that were given weren't bad together at all. The one hero White wolf didn't work great but still succeeded.  It was super close to being defeated. The mastermind was tricky! Can't wait for the next setup!,,
,,5,(+7),11,owen_meany,36,16,52,1st,Yes (7),2nd,26 (10),4th,5 (7),7th,2 (5),29,,20,12,0,2,4,7,3,0,0,16,Black Panther,King Black Panther,Black Panther,King Black Panther,First attempt,3,Fun but a bit too swingy a setup for my taste. Black Panthers worked well with Namor. Not as much with Queen Storm which was surprising. Feel like you really would have to build around her to be successful.,,
,,6,(+6),9,Scootsmagoots1986,28,34,62,1st,Yes (7),5th,29 (6.5),7th,6 (4.5),5th,2.138 (7),25,,6,8,0,2,3,2,4,1,0,12,Lady Thor,Proxima Midnight,Lady Thor,Proxima Midnight,First attempt,4,fun set up!,,
,,7,(+5),7,Keeblerpowell,23,31,54,1st,Yes (7),7th,33 (5),4th,5 (7),8th,1.636 (4),23,,8,10,0,0,1,5,3,0,0,9,Black Bolt (Illuminati),Proxima Midnight,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,I played this round twice with an illegal hero. Then I was told about it and was offered the chance to play it again with legal heroes. (I can't read good). This time around the schemes came out quick with even numbers of dree and skrulls in the escape pile. I was able to squeak out a victory. It was a great time. I only played with the correct heroes once. I think that's fair. Thanks everyone for the awesome times!!!!,,
,,8,(+4),8,Bakerybum,41,41,82,1st,Yes (7),8th,38 (3.5),9th,7 (3),4th,2.158 (8),21.5,,0,14,0,1,0,1,0,0,0,2,Lady Thor,Groot,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,Love this scheme! Got very lucky with 2 early twists and nothing in the city and then 2 additional twists not too long after while the count was tied in the escape pile.,,
,,9,(+3),6,eventhorizon0121,23,24,47,1st,Yes (7),5th,29 (6.5),7th,6 (4.5),9th,1.621 (3),21,,1,10,0,2,2,4,4,0,0,12,Black Panther,Magik,Black Panther,Magik,Second attempt,3,"First try was a win, but it was slow due to a high cost HQ. Second was faster, but we lost more to the STs. Magik/Storm was a good pairing in this one.",,
,,10,(+2),6,Gambit.n.rogue,24,19,43,10th,No (1.5),10th,34 (2),10th,8 (1.5),10th,1.265 (2),7,,5,6,0,2,1,1,3,0,0,7,Old Man Logan,White Wolf,Old Man Logan,White Wolf,First attempt,3,Tough when high level villains pop out at the start of the game. Fun and challenging!,,
,,11,(+1),6,dyn0mike27,19,7,26,10th,No (1.5),11th,28 (1),10th,8 (1.5),11th,0.929 (1),5,,12,4,0,2,2,5,3,1,0,13,Black Panther,White Wolf,Black Panther,White Wolf,First attempt,2,"I choose... poorly. Really thought I had a better grasp on the Scheme in Game 2, and even managed have Namor's Rare in the starting HQ. Despite all that I lost immediately after I got to use Namor's Rare for the first time, which was somehow 4 turns shorter than my first play.",,
22,Bug Trek: The Next Generation,1,(+11),15,jdub,47,42,89,1st,Yes (6),3rd,29 (8.5),1st,0 (7.5),1st,3.069 (11),33,,5,12,0,3,4,4,0,1,0,12,Black Panther (Avengers),Fantastic Four United,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"Gideon Wyatt played for JDub due to hurricane evacuations. Fun set up. Mar-vell and IS Dr. Strange had a good pairing with Danger sense peaking at the villain deck for his rare. I managed to get that rare but game ended before I got a chance to play it.  Thing and Capt. Marvel paired well since she has a strength ramp. Final turn, I had her rare in the Endgame end managed to get 38 attack and cleared the past city and Final Blow on the MM. I did manage to hit Galactus, but he got pulled back from tactics. Ultimately he just looked threatening but never did anything. Fun game, time heist is always fun.",,
,,2,(+10),13,Off the Cuff & hanoott,50,41,91,1st,Yes (6),5th,30 (7),1st,0 (7.5),2nd,3.033 (10),30.5,,9,13,0,0,3,5,2,1,0,11,Doctor Voodoo,Nova (Avengers),Doctor Voodoo,Nova (Avengers),Second attempt,4,"Me to my girlfriend: ""We have to enter a comment on how the game went. It's mandatory.""
Her: ""Mandatory... geez...""",,
,,3,(+9),11,Hatephd & Editedmist,29,43,72,1st,Yes (6),2nd,28 (10),1st,0 (7.5),7th,2.571 (5),28.5,,14,6,0,0,2,6,4,2,0,14,Psi-Lord,Moondragon,Psi-Lord,Moondragon,First attempt,5,We manage to danger sense 3 strikes using Moondragon and Psi-Lord. Extremely lucky with the order of the tactics as well.,,
,,4,(+8),11,jiggliestpuff,34,42,76,1st,Yes (6),3rd,29 (8.5),1st,0 (7.5),6th,2.621 (6),28,,8,7,0,1,3,6,2,1,0,13,Wanda & Vision,Phyla-Vell,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"Some really excellent synergy among raged and strength cards which each player focused on. Phyla Vell and Mar-Vell synergized so well. I was able to draw Captain Marvel's rare on the first turn of the end game, which was thematic. Galactus luckily never reared his head",,
,,5,(+7),10,Drewfusmcge,24,66,90,1st,Yes (6),6th,32 (4.5),1st,0 (7.5),4th,2.813 (8),26,,42,4,0,2,2,2,1,1,0,8,The Vishanti,Quasar,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,"Very interesting combo! When a scheme twist happens, Annihilus doesn't get any Momentum, which led to some cheaper attacks. I had the first three tactics within 24 turns, but just couldn't get those last two hits for a while. That is until I had 34 attack on my final turn. Managed to take out two celestials, Galactus, and Annihilus in one big turn! Probably not the top of the pod but I've only got time for one game this week sadly. Not bad for just one game though!",,
,,6,(+6),8,DrPolygon,38,3,41,1st,Yes (6),1st,15 (11),10th,2 (2),5th,2.733 (7),26,,35,1,0,3,6,10,6,2,0,27,Ronan the Accuser,Adam Warlock,Ronan the Accuser,Adam Warlock,Second attempt,5,This was a fun challenge. Well balanced for difficulty and fun. Thanks!,,
,,7,(+5),7,jpilger,57,49,106,1st,Yes (6),10th,36 (2),1st,0 (7.5),3rd,2.944 (9),24.5,,8,23,0,0,2,3,1,0,0,6,Adam Warlock,Wanda & Vision,Adam Warlock,Wanda & Vision,First attempt,4,"I like the time heist scheme a lot.  I think I didn't maximize my hero selection because the setup had such good past and present heroes, I felt I needed to choose something that maintained the theme.  Really fun setup.",,
,,8,(+4),7,Lasombra81,39,36,75,1st,Yes (6),6th,32 (4.5),1st,0 (7.5),9th,2.344 (3),21,,3,2,0,3,2,4,1,0,0,10,Phyla-Vell,Quasar,Phyla-Vell,Quasar,First attempt,4,none,,
,,9,(+3),5,Montax30,32,45,77,1st,Yes (6),11th,37 (1),1st,0 (7.5),10th,2.081 (2),16.5,,13,4,0,0,2,1,1,0,0,4,Black Panther (Avengers),Doctor Voodoo,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,Pain of a setup but a fun scheme to play.,,
,,10,(+2),6,canis & Mamabird,45,37,82,1st,Yes (6),6th,32 (4.5),11th,4 (1),8th,2.563 (4),15.5,,8,4,0,1,4,3,0,0,0,8,Wanda & Vision,Heralds of Galactus,Wanda & Vision,Heralds of Galactus,Second attempt,4,"managed to get 4 celestials on one side, brainstorm and the heralds got me some pretty good card draw turns. other side tried to do a shard generator with Mar-vell, with blue support did decently well. Wandavision was less helpful then hoped, but we spent the majority of the game in the past",,
