Pod,Setup,Rank,Points Earned,Total Points,Name(s),VP 1,VP 2,"Total
VP",Win?,,Turns,,Escaped Villains,,Points per Turn,,Total Rank Points,,VP Diff.,Bst. Rescued,Cards Left in Villain Deck,,,,,,,Attempt 1 Hero Choices,,Attempt 2 Hero Choices,,Attempt Submitted,Fun Lv.,Comments,,Results Of Week:
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Forge the Infinity Diaper,1,(+10),13,DRobb & ShadowoftheBat,39,39,78,1st,Yes (4.5),2nd,32 (6),1st,1 (7),2nd,2.438 (6),23.5,,0,14,3,1,1,0,1,0,6,Iceman,Groot,I did not play a second attempt.,I did not play a second attempt.,First attempt,5,Great Setup!!!,,
,,2,(+9),14,CoreyG,32,60,92,1st,Yes (4.5),1st,30 (7),7th,5 (1),1st,3.067 (7),19.5,,28,29,3,2,3,2,0,0,10,Bishop,Jean Grey,Daredevil (Marvel Knights),Jean Grey,First attempt,5,"Slow start with several escapes (Henchmen were slow to show up), but once the decks came together they ROLLED! Both leaned into Bystanders, one more so with Hiroim and the other with Jean Grey. They overlapped with some cards, and Star-Lord, Spider-Woman, and Bishop served to round both out. Biship more so with Jean to maximize X-Men bonuses. I don't think I've had a game before this one where I recruited and played ALL of the rare cards! Really satisfying for them to all come together cohesively. Both decks got to the point of being fully trimmed (no starting cards) and drawing plus playing their entire contents each turn! My final Jean Grey turn developed 60+ attack and 20+ recruit to wallop an 18-fight Thanos twice to close out the win! The Reality Gem made it really easy to manage Thanos' Master Strikes, and then it became easy to keep the city clear, so protecting Baby Hope became trivial. I transitioned to the end game efficiently without wasted turns (no villains to fight in the city but not enough fight for Thanos). Really fun setup!",,
,,3,(+8),12,M00M00KITTY & marnsupial,21,57,78,1st,Yes (4.5),4th,36 (4),2nd,2 (4.5),3rd,2.167 (5),18,,36,15,1,0,0,0,0,0,1,Jean Grey,Namora,I did not play a second attempt.,I did not play a second attempt.,First attempt,5,"Wahoo! Close one again! I think this is the first time that we have defeated Thanos without a full team of GotG. marnsupial's hero choice each game has been totally killer, Jean Grey was awesome and paired super well with Hiroim. Saving bystanders for the win!",,
,,4,(+7),12,ItStartsWith1,45,40,85,1st,Yes (4.5),6th,41 (2),2nd,2 (4.5),4th,2.073 (4),15,,5,17,0,0,0,0,0,0,0,Daredevil (Marvel Knights),Symbiote Spider-Man,I did not play a second attempt.,I did not play a second attempt.,First attempt,4,"Talk about coming down to the wire! Took Thanos out on the very last turn! Left hand was a Daredevil/Spiderwoman deck that tried to go for the deck manipulation strat. It mostly worked to get multiple rares (using SW’s rare to put DD’s rare on top of my deck was great!) and a few big turns at the end to hit the depowered Thanos. Right side tried to go a Spidey 2 cost deck, but ended up pivoting to Hiroim Bystander and got the final blow on Thanos with his transformed “Hiroim Redeemed.” Fun game!",,
,,5,(+6),12,Jmaster1324,23,45,68,1st,Yes (4.5),3rd,35 (5),6th,3 (2),5th,1.943 (3),14.5,,22,8,0,1,1,2,0,0,4,"No-Name, Brood Queen",Angel,Gamora,Groot,Second attempt,4,Please for the love of Devin Low do not let me build another GD bystander deck. I keep seeing bystander potential and it keeps biting me in the ass. Especially when the obvious artifact deck is right there. Game 1 had no chance it didn't help that I kept dropping Baby Hope on Gems but beyond that I was feasting way too much and had a dud deck. Game 2 went much better even if the first 10 turns or so might have looked otherwise with 2 baby hope escapes but then my Gems kicked in along with some VITAL Groot cards that just let me rack up all of the shards putting Thanos down. (Through the head),,
,,6,(+5),10,energythief,40,28,68,1st,Yes (4.5),5th,38 (3),2nd,2 (4.5),6th,1.789 (2),14,,12,4,1,0,1,0,0,0,2,Groot,Rocket Raccoon,I did not play a second attempt.,I did not play a second attempt.,First attempt,5,Luck was definitely on my side! A few Twists came early on and/or when I had the city empty. I'd never played with baby Hope before - it was fun!,,
,,7,(+4),9,Rey Plays Games!,16,22,38,7th,No (1),7th,38 (1),2nd,2 (4.5),7th,1 (1),7.5,,6,6,0,0,0,0,0,0,0,Daredevil (Marvel Knights),Gladiator Hulk,Daredevil (Marvel Knights),Gladiator Hulk,Second attempt,5,"Holy Dooley! A Super tough match...not sure if I just picked the wrong heroes, but what I feared and tried to mitigate, happened...and more! The 'Bound Souls' pile was terrible...crippled my turns to do any decent attack; most of the villains were at 7ATK or higher and I struggled racking up good ATK. This then cascaded to not being able to save Hope before a scheme twist whisked her away...luckily I had built enough ATK later on to actually save Hope from a villain...relieving the pressure.Thanos was under absolutely no pressure and never got touched...but having said that I'm glad a drew out a long loss!",,
,,8,(+3),7,Alec2ElectricBoogaloo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
,,9,(+2),7,Joebro6616,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
,,10,(+1),5,mattl00k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
13,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Upper Bracket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Lower Bracket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Eliminated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
