Pod,Setup,Rank,Name(s),"Victory
Pile 1","Victory
Pile 2","Total
VP",Win?,,Turns,,Escaped Villains,,Points per Turn,,Total Rank Points,,VP Difference,Bystanders Rescued,Cards Left in Villain Deck,,,,,,,Attempt 1 Hero Choices,,Attempt 2 Hero Choices,,Attempt Submitted,Fun Level,Comments
,,8,iburnicus,27,38,65,7th,No (2.5),8th,34 (2.5),1st,0 (6),8th,1.912 (3),14,,11,2,0,0,2,0,0,0,2,Bruce Banner,Hulkbuster Iron Man,Deathlok,Korg,First attempt,2,"real tough, didnt get much going and after the first game was a loss i did not know what heroes to pivot into after learning they both didnt perform well for me, the swap didnt make a difference leading to an even worse game 2."
,,9,Lasombra81,22,21,43,7th,No (2.5),10th,27 (1),1st,0 (6),10th,1.593 (1),10.5,,1,2,2,0,6,3,1,0,12,Hiroim,Forge,I did not play a second attempt.,I did not play a second attempt.,First attempt,3,Was looking ok until I hit 3 twists in a row.
,,10,canis & mamabird,43,25,68,7th,No (2.5),7th,36 (4),10th,3 (1),9th,1.889 (2),9.5,,18,2,0,0,0,0,0,0,0,"Skaar, Son of Hulk",Mr. Fantastic,"Skaar, Son of Hulk",Mr. Fantastic,First attempt,3,"drew twist 7 on the final turn :( game two went so much worse, unable to get our heroes together in time, it was fun tournament"
15,Trial of the Gods,1,Mikeygill97,41,44,85,1st,Yes (6),4th,38 (5),1st,0 (6),2nd,2.237 (7),24,,3,12,1,1,2,2,0,0,6,Man-Thing,Vision,Man-Thing,Vision,Second attempt,4,"First attempt was not successful. I was able to get the right hand side to work but not the left side. However, the second attempt was successful and I was able to get both hands to work well enough to take down that cyborg. Vision said he took Ragnaroks views about humanity personally."
,,2,Izalot,14,47,61,1st,Yes (6),1st,31 (8),1st,0 (6),5th,1.968 (4),24,,33,5,2,5,6,2,0,0,15,Beta Ray Bill,Fantastic Four United,I did not play a second attempt.,I did not play a second attempt.,First attempt,4,"A little weird thematically, but had a blast comboing with Beta Ray Bill. Used my left hand to set up the HQ to reduce HP against Ragnarok for the right hand. Unfortunately, had low victory points for left hand."
,,3,Dre 2 point 0,47,35,82,1st,Yes (6),2nd,33 (7),6th,1 (2),1st,2.485 (8),23,,12,10,3,2,2,3,0,0,10,Heralds of Galactus,Thor (Heroes of Asgard),I did not play a second attempt.,I did not play a second attempt.,First attempt,3,Galactus threw Mjolnir to clinch the win and swing the jury!
,,4,Drewfusmcge,39,43,82,1st,Yes (6),5th,39 (4),1st,0 (6),4th,2.103 (5),21,,4,7,0,3,0,2,0,0,5,Fantastic Four United,Vision,Fantastic Four United,Heralds of Galactus,First attempt,4,"My two attempts were so similar, hope I submitted the better one! F4 United is such a fun hero. Lots of focusing in both attempts, just couldn't get going too quickly either time unfortunately."
,,5,Handballermann & Efruhuhn,31,46,77,1st,Yes (6),3rd,36 (6),6th,1 (2),3rd,2.139 (6),20,,15,13,0,3,5,0,0,0,8,Vision,Falcon,Vision,Falcon,First attempt,4,"First Round: Had an unlucky escape and one unlucky Mastermind Tactic, which caused us to reshuffle the HQ.
Second Round: Many unlucky Scheme-Twists, which couldn't be resolved.

Falcon was a very useful pick. We had many ranged combos. "
,,6,ItStartsWith1,39,33,72,6th,No (2),6th,41 (3),1st,0 (6),6th,1.756 (3),14,,6,8,0,0,2,1,0,0,3,Fantastic Four United,Psi-Lord,Fantastic Four United,Psi-Lord,First attempt,4,"This is a fun scheme. I tried to go for some cohesion with the FF, and it worked, just not well enough. With Ragnarok usually at +6 or +8, I kept finding myself just out of range of hitting him. I got very lucky on some VD action (Fenris Wolf on turn 1 was excellent!), just couldn’t get my deck thin enough to see all the good cards together. Tried to go recruit heavy with focus on one side. Thought I could get cheeky with Psi-Lord’s VD manipulation, but unfortunately never worked out the way I wanted. See ya in the lower lower bracket!"
,,7,foreverateam,23,15,38,6th,No (2),7th,27 (2),1st,0 (6),7th,1.407 (2),12,,8,8,2,2,10,3,0,0,17,Fantastic Four United,Thor (Heroes of Asgard),I did not play a second attempt.,I did not play a second attempt.,First attempt,4,Had no time to play a second game this week unfortunately. Had fun even though we lost. Will keep playing the set ups even though we’ pre out.
,,8,M00M00KITTY & marnsupial,5,20,25,6th,No (2),8th,23 (1),6th,1 (2),8th,1.087 (1),6,,15,2,2,5,6,7,2,0,22,Thor (Heroes of Asgard),Storm & Black Panther,I did not play a second attempt.,I did not play a second attempt.,First attempt,4,"It was a good setup, but we just got the worst start to the game! With our poor luck we started with 4 scheme twists in our first 10 turns and we lost all of them so that put us real behind and ended up only lasting another 15 turns. And unfortunately we don't have the time to play a second attempt because any other attempt in the history of mankind would have been better than this one! For sure out of the tournament now, but I guess I can only wait and see. Thanks for the fun time!"
,,9,Doormatte,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,10,jpilger,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
16,Mind-Quakes,1,Jmaster1324,43,36,79,1st,Yes (5.5),1st,20 (9),1st,0 (6),2nd,3.95 (8),28.5,,7,11,2,3,9,6,0,0,20,Human Torch,Colossus,Colossus,Human Torch,Second attempt,4,Another great set up. I went for Opps all Wounds and it really paid off I think. Both games were kinda rushed I didn't really have time to play during my weekend so I had to fit them in after work but I got them done. Hopefully I make it through though I imagine the whole pod will probably win and the points will be higher with Mysterio.
,,2,Flipflopmaniac,47,56,103,1st,Yes (5.5),4th,25 (6),1st,0 (6),1st,4.12 (9),26.5,,9,16,1,3,8,3,0,0,15,Proxima Midnight,Blade,Proxima Midnight,Blade,First attempt,5,"Great pairing of MODOKs, Maximus, and Massive Earthquake Generator to create a lose condition that had to be actively managed.  I chose Proxima Midnight to pair with best girl Domino and Blade for city control and a much needed strength icon.  Got extremely lucky with the twists, 5 twists KOd 10 SHIELD cards."
,,3,Avataristche,22,57,79,1st,Yes (5.5),2nd,22 (7.5),1st,0 (6),3rd,3.591 (7),26,,35,6,3,4,7,3,2,0,19,Apocalyptic Kitty Pryde,Mr. Fantastic,I did not play a second attempt.,I did not play a second attempt.,First attempt,5,"I went full synergy in hopes to outrun the scheme, and it worked. MoonKnights rare and big hands did most of the work."
,,4,Montax30,66,32,98,1st,Yes (5.5),5th,29 (4.5),1st,0 (6),5th,3.379 (5),21,,34,7,1,3,5,2,0,0,11,"Namor, the Sub-Mariner",Proxima Midnight,I did not play a second attempt.,I did not play a second attempt.,First attempt,4,"If I time for a second play,  I  would have used Colossus for my strength component because he would also trigger Domino."
,,5,Gambit34,62,44,106,1st,Yes (5.5),7th,30 (3),1st,0 (6),4th,3.533 (6),20.5,,18,8,1,3,1,5,1,0,11,Colossus,Ultimate Spider-Man,Colossus,Ultimate Spider-Man,Second attempt,4,"Fun game, with minimal rules."
,,6,madnick7563,65,26,91,1st,Yes (5.5),5th,29 (4.5),1st,0 (6),6th,3.138 (4),20,,39,11,0,0,7,3,2,0,12,Colossus,"Namor, the Sub-Mariner",I did not play a second attempt.,I did not play a second attempt.,First attempt,3,"Unfortunately there wasn't much challenge, not because of the setup, but because we got sooo many of the scheme twists early on when we didn't have many cards recruited, so it was only grey heroes getting KOd. Losing half the agents and troopers in the first dozen turns or so on TOP of playing with Domino (busted), meant that it an easy game. 

Bonus: Namor's card that defeats villains automatically, skipping their fight effects, was very satisfying against the Burrow boys."
,,7,Echinoid,50,17,67,1st,Yes (5.5),2nd,22 (7.5),8th,1 (1.5),7th,3.045 (3),17.5,,33,11,4,3,7,4,1,0,19,Iron Fist,"Namor, the Sub-Mariner",I did not play a second attempt.,I did not play a second attempt.,First attempt,5,"Playing against Mysterio was a lot of fun. His tactics and strikes were very thematic. I chose two heroes with access to green cards to assist with the scheme twists and it did come in handy cancelling out several KOs throughout the game. Moon Knights rare did tons of work grabbing bystanders but overall Iron Fist and Domino felt most impactful. Other than one villain that was pushed out of the city with an ambush, the game plan felt like it worked being super aggressive against Mysterio once attack cards allowed."
,,8,alextuesday,57,64,121,1st,Yes (5.5),8th,41 (2),8th,1 (1.5),8th,2.951 (2),11,,7,12,0,0,0,0,0,0,0,"Namor, the Sub-Mariner",Silver Surfer,"Namor, the Sub-Mariner",Silver Surfer,Second attempt,4,"Tougher than I expected, won on the last card."
,,9,illmatic7729,28,49,77,9th,No (1),9th,27 (1),1st,0 (6),9th,2.852 (1),9,,21,3,3,0,5,5,0,0,13,Mr. Fantastic,Deathlok,Mr. Fantastic,Deathlok,First attempt,4,"I played the wrong setup, please forfeit my hand.  I played pod 15's setup for no reason and had bad luck with scheme twists in that one anyhow.  Looking forward to next tournament!"
,,10,Captaintoad,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Eliminated,,,,,,,,,,,,,,,,,,,,,,,,,,,,
