Pod,Setup,Rank,Points Earned,Total Points,Name(s),"Victory
Pile 1","Victory
Pile 2","Total
VP",Win?,,Turns,,Escaped Villains,,Points per Turn,,Total Rank Points,,VP Difference,Bystanders Rescued,Cards Undercover,Cards Left in Villain Deck,,,,,,,Attempt 1 Hero Choices,,Attempt 2 Hero Choices,,Attempt Submitted,Fun Level,Comments,Results Of Week:
,,2,(+8),49,ChuckBauer,43,28,71,1st,Yes (5.5),1st,28 (9),1st,0 (8),4th,2.536 (6),28.5,,15,5,0,3,6,4,3,1,0,17,Rick Jones,She-Hulk,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,,
,,3,(+7),50,zoratok,58,36,94,1st,Yes (5.5),5th,33 (4.5),1st,0 (8),1st,2.848 (9),27,,22,6,1,2,4,2,3,0,0,11,Gamora,Nebula,Gamora,Nebula,First attempt,5,Great tournament. Thanks for all the hard work!,
,,4,(+6),48,NukinFoobs & N3m3sis,58,25,83,1st,Yes (5.5),4th,32 (6),4th,1 (5.5),3rd,2.594 (7),24,,33,5,0,1,5,2,4,1,0,13,Gamora,Phyla-Vell,Gamora,Phyla-Vell,Second attempt,4,That was a fun but tough setup! What a way to end the tourney! Thank you for taking the time to set this all up and run it smoothly as usual! Thanks Kylah and Bagel! See you next season!,
,,5,(+5),47,realdanl,41,35,76,1st,Yes (5.5),2nd,30 (7.5),4th,1 (5.5),5th,2.533 (5),23.5,,6,6,0,2,4,6,2,0,0,14,Namora,She-Hulk,Namora,Star-Lord,Second attempt,3,Done!,
,,6,(+4),47,Swagolas,58,23,81,1st,Yes (5.5),7th,34 (3),6th,2 (4),6th,2.382 (4),16.5,,35,4,0,2,3,3,1,2,0,11,"Joe Fixit, Grey Hulk",Gamora,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"Easily the most challenging setup for me the whole tournament! In the first rounds the city was pretty rough, I had 2 escapes already for round 10. But I was able to pull off a pretty great combo really early in the game with Fixit's and Caiera's 4 costs, which gave me 9 points (even with the 4 others being starter heroes) to defeat strong (Phalanx-Infected) villains. I used that combo twice to gain 2 rare heroes, and for turn 21 I had 4 rares for Player1! Gamora's rare was really great to always be Worthy and to always weaken the MM just by existing as an artifact. The last turn I got 88 attack points with Drax's and Caiera's rares double-double-ing my points, which was great, but it came a little late since I only had to attack the MM once. Still pretty fun though.",
,,7,(+3),45,waxbottle & mrs. waxbottle,36,33,69,1st,Yes (5.5),5th,33 (4.5),7th,3 (3),7th,2.091 (3),16,,3,6,0,4,1,6,0,0,0,11,She-Hulk,Yondu,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,Fives subbing for Waxbottle: scheme and mastermind combo was really fun. She hulk is S tier fun and Captain marvelss rare is goated,
,,8,(+2),44,Minos_Griffin & Phryne,37,41,78,1st,Yes (5.5),8th,39 (2),8th,4 (2),9th,2 (1),10.5,,4,6,0,2,2,1,0,0,0,5,"Joe Fixit, Grey Hulk",She-Hulk,"Joe Fixit, Grey Hulk",She-Hulk,Second attempt,5,It was a challenging game but really fun to play. Even when we lost on the first game before hitting the MM during the Final Blow. She Hulk was great to give us cards that cost 6 and Thor with the Mjolnir we were able to win the second game after a tough start were we had too many escapes.,
,,9,(+1),44,VenomousDisease,26,61,87,9th,No (1),9th,43 (1),9th,5 (1),8th,2.023 (2),5,,35,5,1,0,0,0,0,0,0,0,Phyla-Vell,Namora,Phyla-Vell,Namora,Second attempt,2,"This was difficult and hard to maintain. Getting enough shards to be able to fight the Mastermind proved too difficult with the city being overran since the very beginning. Able to manage to draw out the deck with one more hit remaining on the Mastermind. Slow, drawn out death but not sure what else could be done.",
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Of Monsters and Micro-Men.,1,(+9),47,Extra Cheese & Pizza,24,57,81,1st,Yes (5),1st,21 (8),1st,0 (6),1st,3.857 (8),27,,33,17,0,3,6,6,2,0,7,24,Wonder Man,The Vishanti,The Vishanti,Totally Awesome Hulk,Second attempt,5,"Pizza just kept pumping Extra cheese with dr strange and accidentally went wasp. Extra cheese has all the cheering crowds and draw. In our first game, we got shafted by 5 scheme twists in a row which leads to 4 escapes. Thankfully second game totally hulk came in clutch and ended the bargaining. This scheme was very swingy for tournament play ie 5 scheme twists in a row leading to escapes. Demonic bargain is great for tournament play. Lots of variety and strategy for who to bargain.",
,,2,(+8),48,Tozar,39,43,82,1st,Yes (5),4th,26 (5),1st,0 (6),3rd,3.154 (6),22,,4,9,0,0,3,5,0,0,8,16,Gwenpool,Ms. Marvel,Gwenpool,Ms. Marvel,First attempt,3,"First I just have to say, how much I dislike playing without Sidekicks.  So many turns I'd have 2 recruit and nothing to do with it.  This was kind of an annoying setup to play, between Dormammu making me discard and Giants of Jotunheim constantly making me mill my deck (thus making me shuffle way more than usual).  Also, in the game I'm not submitting (2nd game).  I chained 4 scheme twists in one turn.  Causing 3 Villains to escape.  So even though it was my fast game with more points per turn, I had to go with the game with no escapes -- obviously.",
,,3,(+7),47,PragmaticSquid,29,48,77,1st,Yes (5),3rd,25 (6),1st,0 (6),4th,3.08 (5),22,,19,7,2,1,3,6,3,1,3,17,Doctor Voodoo,"Uatu, The Watcher",Doctor Voodoo,"Uatu, The Watcher",Second attempt,4,Artifacts are always fun to play with. They can ramp up quickly. The What If ... side had too much variation and was hard to hit.,
,,4,(+6),47,Tex-pa,42,60,102,1st,Yes (5),7th,32 (2),1st,0 (6),2nd,3.188 (7),20,,18,13,0,1,1,1,0,0,1,4,"Ancient One, The",Ms. Marvel,Apocalyptic Black Widow,"Gamora, Destroyer of Thanos",Second attempt,3,Our second game took longer than the first due to being bogged down in wounds (too prideful to bargain with demons) but were able to stave off escapes and get more victory points. Thought wrong that Gamora might help us more with the bargains. Slow developing synergy in game 2 as well. We probably should have kept Ms. Marvel in game 2 to bump up covert and card draw.,
,,5,(+5),46,Lamertien,26,43,69,1st,Yes (5),2nd,24 (7),7th,4 (2),5th,2.875 (4),18,,17,5,0,3,5,5,2,1,6,22,"Ancient One, The","Gamora, Destroyer of Thanos","Ancient One, The","Gamora, Destroyer of Thanos",First attempt,4,"Both matches were a bit swingy. My first attempt went better, but even in this attempt I drew a chain of 5 consecutive twists causing 4 Escapes in a row. Nevertheless fun to play and a worthy final match! Thank you for doing this tournament. It's huge and a lot of work! I really appreciate this! :-)",
,,6,(+4),45,owen_meany & owen's better half,55,15,70,1st,Yes (5),5th,29 (3.5),1st,0 (6),7th,2.414 (2),16.5,,40,10,0,1,7,9,4,0,2,23,Ms. Marvel,Wonder Man,Ms. Marvel,The Vishanti,First attempt,4,"Good first game, unlucky second. Love size changing and card draw with these heros. Ended up having a turn where was able to fight Dr. Strange rare and recruit Ms Marvel and Wasp rares plus four other heroes in one turn. Great tournament. Thanks for all the time and energy everyone put into this.",
,,7,(+3),40,jorisc3213,36,37,73,1st,Yes (5),5th,29 (3.5),6th,3 (3),6th,2.517 (3),14.5,,1,11,0,1,5,5,3,1,5,20,Apocalyptic Black Widow,"Gamora, Destroyer of Thanos",I did not make a second attempt.,I did not make a second attempt.,First attempt,3,Hard to remember Dr strange had size changing,
,,8,(+2),42,captaincardone & Paisley5002,2,7,9,8th,No (1),8th,17 (1),8th,6 (1),8th,0.529 (1),4,,5,0,0,4,4,9,4,1,5,27,Ms. Marvel,"Gamora, Destroyer of Thanos",Ms. Marvel,"Gamora, Destroyer of Thanos",Second attempt,1,"Both of our games were over by turn 15, so this wasn't a very fun week. The setup seems like it would be fun, but we had two very bad shuffles.",
,,9,(+1),41,Snash108,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,We Need More QUANTUM!,1,(+9),47,Astigmatic_Oracle,38,41,79,1st,Yes (5),1st,27 (9),1st,0 (6),2nd,2.926 (8),28,,3,1,0,1,3,6,4,2,0,16,Morbius,Princess Shuri,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,"Lots of hq manipulation, which isn't really my fav but it was kinda neat to dig into that mechanic",
,,2,(+8),46,FlipFlopManiac,40,43,83,1st,Yes (5),2nd,28 (7.5),1st,0 (6),1st,2.964 (9),27.5,,3,8,0,3,6,4,4,1,0,18,King Black Panther,"Scott Lang, Cat Burglar",King Black Panther,"Scott Lang, Cat Burglar",First attempt,4,"Wild setup with a lot to keep track of.  Had to deal with Quantamania but I leaned into the Heist mechanic so it was cheaper to get back those and kidnapped victims. Attempted the combo with Uzman and Corrupted Govenment Agents to find a cheap rare but only hit a 1, 2, and 3 with the search.  Really enjoyed the HQ cycling of Janet and Werewolf combined with King BP and Queen Storm's Ambush.",
,,3,(+7),46,dontfeedthegreen,59,20,79,1st,Yes (5),4th,29 (6),1st,0 (6),4th,2.724 (6),23,,39,2,0,1,3,6,4,0,0,14,M,Shatterstar,Stepford Cuckoos,Shatterstar,First attempt,4,"P1 used to cloning to build M, and did most of the work, while P2 tried, largely unsuccessfully, to take advantage of clone+explore+ambush. I tried subbing M out for the Stepford Cuckoos to have more Ranged in the second attempt. It started well, but stalled without the Recruit to hit Intangible Ghost and the game went even longer.",
,,4,(+6),44,Justitiana,48,36,84,1st,Yes (5),5th,31 (5),1st,0 (6),5th,2.71 (5),21,,12,1,1,1,3,6,1,1,0,12,Morbius,"Wong, Master of the Mystic Arts",Morbius,"Wong, Master of the Mystic Arts",Second attempt,4,"My fun rating is based on attempt 2, as attempt 1 was a bad luck fest. Deck 1 was already really well underway to super strength thanks to Werewolf by Night's 3-cost but the Twists came too soon and the villains revealed were never really in attack range. Only 13 turns and 7 total VP.

Attempt 2 was no super quick game, but it was more fun, as I this time was able to only KO one quantum realm villain (the first was still too strong early on). I was able to buy 2 rares but never drew them. Blood Frenzy was super strong, as I improved my Victory Pile to generate 6 attack (or recruit) per instance. The final turn I had 17 attack, enough to defeat Ghost in both transformed sides plus 1 quantum hound. It was quite funny/annoying that the second copy of the weak (2 attack) Reaver was defeated so many times over the course of the game, but never entered a victory pile. It didn't end up mattering in my game, but I had a question come up: Would each instance of fighting him trigger as a 'defeat' or only if he doesn't discard a card with recruit? Especially the combination with Werewolf by Night's 3-cost would care about it for KO-ing. I'll ask this question in the discord as well, I want to know it for a next occasion.

Keeping the Quantum realm villains at bay proved much easier than in the failed attempt 1. It still was a struggle, but it was definitely more doable. There was plenty chance to KO between Werewolf By Night and the Quantum Hounds. Also Explore was a really fun keyword to use. It wasn't super strong, but it helped getting into Moonlight sometimes. Also I noticed I didn't recruit even a single Janet van Dyne card. She feels like the weakest and least interesting hero in this setup, so I'm not surprised by that, but usually every available hero gets at least some cards into play.

Thank you to Kylah and Bageltop for their behind the screens efforts to manage and organize this tournament. It's always a nice experience with some surpirses along the way. My results weren't that impressive over the 7 weeks, but I did win my pod 2 times, so that's a nice feeling. I find that choosing the right heroes is a skill I get better at over time, but it's certainly not my forte yet. I sometimes enjoy to simply choose heroes I enjoy a lot. In those caes the games are fun and that's more important to me than winning. But seeing all the data and results from everybody is a nice addition and I guess we all learn from every tournament and setup we play.

I am glad that I don't have any deadlines anymore, as that was sometimes pretty hard to juggle over a week. I'll probably take a short break from Marvel Legendary and then come up with some setups to play on my own, without competition. See you all in the next tournament!",
,,5,(+5),45,LycanKnight & Mrs. Lycanknight,25,57,82,1st,Yes (5),6th,32 (4),1st,0 (6),7th,2.563 (3),18,,32,4,0,3,4,4,0,0,0,11,Rictor,White Wolf,I did not make a second attempt.,I did not make a second attempt.,First attempt,2,Explore was nice to get through the hero deck but got annoying to have to repeat that almost every hand. There were some fun mechanics in the set up but others were rather annoying.,
,,6,(+4),42,Babybreloom,34,54,88,1st,Yes (5),7th,33 (2.5),1st,0 (6),6th,2.667 (4),17.5,,20,1,0,2,2,4,3,0,0,11,Morbius,White Wolf,Morbius,White Wolf,First attempt,4,"First time playing against Ghost and boy did I underestimate her! Her master strikes hit me early and really slowed me down, but I found new ways to love playing Covert this week and that's always cool!",
,,7,(+3),43,Bolt_Flashun,54,38,92,1st,Yes (5),7th,33 (2.5),8th,1 (1.5),3rd,2.788 (7),16,,16,3,0,1,3,3,2,0,0,9,Ant-Man (MCU),Princess Shuri,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"Ant-Man from the MCU is such a busted character, so doing combo with him and Werewolf´s 2 cost cards to trigger the antics did most of the work for me. Also Janet has so much blues that Storm was pretty powered up all game.",
,,8,(+2),40,Slothy,31,39,70,1st,Yes (5),2nd,28 (7.5),8th,1 (1.5),8th,2.5 (2),16,,8,1,1,3,4,6,3,0,0,16,Siryn,Warpath,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"This is a really good setup! It was fun, fast, and active. I think Siryn and Warpath are crazy good and helped amplify Storm. I believe I could've gotten a few more bystanders and maybe a turn or two off, but I was having trouble getting Moonlight to stick for Werewolf, whose ult I had early by pure luck.",
,,9,(+1),38,CK,31,50,81,1st,Yes (5),9th,36 (1),1st,0 (6),9th,2.25 (1),13,,19,2,0,0,2,6,0,0,0,8,"Wong, Master of the Mystic Arts",Siryn,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Fives subbing for CK: The heroes were incredibly fun (except Janet) and the villains, but the mastermind and scheme just didn't seem right to me",
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Coulson We Just Paid This Thing Off!,1,(+9),48,3141592ab,61,26,87,1st,Yes (5.5),2nd,29 (8),1st,0 (5.5),2nd,3 (8),27,,35,3,7,4,1,5,2,0,0,12,Deathlok,Strong Guy,Deathlok,Strong Guy,First attempt,3,"Never was able to get the undercover engine going. Won almost solely due to Iron Fist's focus chi.  If you have 9 recruit every turn, you only need 4 attack. Wish I had a game where the HQ wasn't half size by turn 6 but that's the way it happened.",
,,2,(+8),45,GZUZROCKS & DaBomb,39,61,100,1st,Yes (5.5),4th,32 (6),1st,0 (5.5),1st,3.125 (9),26,,22,4,23,1,2,5,1,0,0,9,Domino,Deathlok,Bishop,Deathlok,Second attempt,4,"Lost first game as the Heli carrier blew up in flames near the end...we found our hands a little clogged with wounds, so we switched out domino for bishop to give us additional ways to destroy those pesky wounds. The game went much smoother the second time around as one player fully embraced the power of Phil Coulson shield levels. The other player got a lot of power synergies between iron fist and variable card costs which helped garner recruit and attack to help shatter the MM. All in all a great set up and very challenging! great tournament! thanks so much Kylah!",
,,3,(+7),44,Kharg,53,19,72,1st,Yes (5.5),1st,25 (9),1st,0 (5.5),4th,2.88 (6),26,,34,2,0,3,2,6,3,2,0,16,Domino,Forge,Domino,Forge,Second attempt,4,Pretty hard to make 2 good decks to hit Exodus with a shrinking HQ. Was able to get Iron Fist's rare and even managed to hit Exodus twice in one turn thanks to some shards from Groot.,
,,4,(+6),44,WingedCrusader,30,55,85,1st,Yes (5.5),3rd,31 (7),1st,0 (5.5),5th,2.742 (5),23,,25,6,1,2,3,3,2,0,0,10,Angel,Domino,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,"Domino carried, but having limited choices in the HQ is not too fun.  I messed up some run so I couldn't submit it, sorry!!",
,,5,(+5),42,coldvein & raja,68,43,111,1st,Yes (5.5),5th,38 (4),1st,0 (5.5),3rd,2.921 (7),22,,25,4,16,0,1,0,2,0,0,3,Domino,Mockingbird,Domino,Mockingbird,First attempt,5,Very tough.  Just finished before the villain deck ran out.,
,,6,(+4),41,Iburnicus,63,29,92,1st,Yes (5.5),5th,38 (4),1st,0 (5.5),6th,2.421 (4),19,,34,4,5,0,1,2,0,0,0,3,Mockingbird,Gamora,M,Colossus,Second attempt,4,"game one didnt go well at all so went back to the drawing board with 2 freshly picked hero's and M and colossus sure did play a lot better!
it still got VERY close tho, i checked when counting 'cards in VD left' and next turn would've been the last twist. i also believe this might be the first time i played against exodus but the scheme was far more dangerous even though his high atk stat.",
,,7,(+3),40,jpilger,43,43,86,1st,Yes (5.5),5th,38 (4),1st,0 (5.5),8th,2.263 (2),17,,0,4,10,0,2,0,1,0,0,3,Warpath,Wolverine (X-Force),Warpath,Wolverine (X-Force),Second attempt,3,"I gotta say, Exodus sucks.  And my deck building was not great.  Between him and the Acolytes and my hero choices with very little recruit power I was struggling.  My first game started with three strikes right off the bat to put several wounds in my deck before I could blink.  After that it was a steady stream of villains filling up the city.  I couldn't afford to let my few recruitable guys get knocked out, so the city had me focused and I was only able to get Exodus twice before the last scheme popped up in ...turn 28!?!?!  I had a significant villain deck left to work thru when the game ended.  It was a bummer.  Luckily my second game I was able to build a good Coulson deck with the Rare Siryn for some mastermind shattering.  Once my 6-cost Coulson's had a stack of undercover agents to deal out some big damage with it was clear sailing, but I was right up to the wire on that helicarrier exploding.  Still, I would fight exodus again with a different scheme.  Nice job making week 7  a nail-biter.",
,,8,(+2),39,Kb_driven,63,29,92,1st,Yes (5.5),8th,39 (2),9th,2 (1),7th,2.359 (3),11.5,,34,4,4,0,1,0,1,0,0,2,M,Deathlok,M,Strong Guy,Second attempt,5,"Exodus can be so tough, and this was no exception.  I think the first game with Deathlok could have gone better with more luck, but Strong Guy was a much better selection for game 2, making it possible to avoid excessive wounds by discarding Absorb Kinetic Energy.  Still came down to the wire, and would have lost on the next turn.",
,,9,(+1),40,Ocs333,27,48,75,9th,No (1),9th,36 (1),1st,0 (5.5),9th,2.083 (1),8.5,,21,3,8,0,0,2,2,1,0,5,Gamora,Mockingbird,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Took mockingbird for shield level, gamora for shards and red synergy. Shieldy and shardy hands. 
Interesting start. 2 master strikes. Meaning 2 wounds each. But at least had 5recruit and 6 recruit starting hands, which mitigates the bad luck a bit. Unfortunately there were 2 more strikes early, so had to sacrifice some turns for the heals. Could grab Groot and Syrin rares. The latter is a beast actually. (And in this setup the Groot one as well. With Groot and Gamora cards had lots of shards. But it was too late when it could get going. Shield was also lagging behind unfortunately. Could get 4 hits in Exodus, but got the 8th twists on turn 36, so I just missed the final blow.. Exodus (and acolyte villains with him) are nasty. They take up your money and Random can screw your turn. Mastermind tactics are nasty as well with two of them putting villains on the streets. Ended up with full villain row.. ",
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,One Planet's Trash is Another Celestial's Treasure!,1,(+10),46,Narellish & Ooskarr,58,39,97,1st,Yes (6),2nd,31 (8),1st,1 (9),2nd,3.129 (8),31,,19,18,0,1,3,4,8,2,0,18,Happy Hogan,Old Man Logan,Happy Hogan,Old Man Logan,Second attempt,4,"Fun game to finish up with. I always enjoy playing ego, though we had wins in both games we also had very early escapes in both games due to twists and strikes. We don't play co-ordinate very often so that was fun too. Thanks again.",
,,2,(+9),45,Bronson & Lighthouse,68,45,113,1st,Yes (6),3rd,33 (6.5),2nd,3 (7.5),1st,3.424 (9),29,,23,18,1,0,0,2,2,0,0,4,Captain Marvel,Thanos,Captain Marvel,Thanos,First attempt,2,Brutally tough setup -- just when you think you have everything under control... 3 scheme twists in a row to ruin your day. Thanks for a great tournament!,
,,3,(+8),47,CoreyG,67,31,98,1st,Yes (6),3rd,33 (6.5),4th,4 (6),3rd,2.97 (7),25.5,,36,13,0,1,1,2,5,0,0,9,Gamora (MCU),Ultimate Spider-Man,Gamora (MCU),Maximus,First attempt,5,"Crazy and fun setup! The hero options were a lot to consider, and I was excited to play with material I hadn't yet. I ended up trying Gamora (MCU) and Ultimate Spider-man because Gamora's kit was versatile, she had a 2-cost card, and I was very intrigued to try her Triggered Artifact with a spider hero. (My first time playing her at all.) Within the setup, I saw Rocket & Groot and Peter's Allies also had 2-cost cards which encouraged me to try Ultimate Spider-man. I thought Black Panther's draw card and ""number of multi-color cards played"" card would be nice in the Spider-man deck as well, but in hindsight I should have probably just kept it to all 2-cost cards as they did brick some momentum sometimes. From the other deck, I was really impressed with Michelle from Peter's Allies. I had not played with that hero group before, and it woke me up to the power within! All the recruit with Gamora's artifact and card draw recruit cards made for a very effective way to fight with recruit while getting to recruit sweet cards along the way. Super fun hero group. I tried Maximus in a second attempt to defeat Henchmen for free after seeing how big the MODOKs could get with Striker and the recurrence of Ghost Racers, but as it turned out my first attempt without Maximus was better. His non-cheese defeat for free cards were actually hurting the rest of the game plan. This scheme and mastermind didn't allow the luxury of city space to add henchmen back to the city by choice. My win was a long game which came very close to losing, but it culminated in an amazing turn for Ultimate Spider-man and Gamora's artifact, like I hoped. I generated over 80 attack, over 20 recruit, fought Ego 7 times, and fought several heroes to clear the way. I had to break out a calculator (rather than my usual spindown dice) because Ultimate Spider-man's rare alone created 42 attack! Super fun way to finish out another really fun tournament. Great setups and variety this tourney, and I had a ton of fun trying a lot of components I hadn't tried before. Cheers!",
,,4,(+7),42,Fives,60,30,90,1st,Yes (6),5th,35 (4.5),2nd,3 (7.5),5th,2.571 (5),23,,30,11,0,1,2,5,6,0,0,14,Gamora (MCU),Apocalyptic Kitty Pryde,Old Man Logan,Karnak,Second attempt,5,"If I was to rate this out of ten, it would be a 9.6. point two points for two groups of rise of the living making this setup much harder, and another two for trying to remember things like: you can only coordinate one card per turn, M.O.D.O.K's have striker, or remembering that there can be multiple master strikers under multiple master strikes (AKA ascended masterminds master strikes get ignored accidentally more often than it should). 

Other than that, this is as fun as it is challenging. With all the KO provided by the heroes and villains decks were thinned quickly, as well as the superior helpfulness of the Peter's allies hero set. Even on my first game when I was losing, I was still having fun. Now that may be because I've almost beaten hollow knight, but really this game felt like a boss from hollow knight where they feel very fair but challenging, and you can easily see where you messed up. 

So this game is almost a perfect setup, and it would be a perfect 10 game if either there was one less rise of the living making dead group, or if rocket/Groot was not a preselect. (Their hero set isn't bad, it's just their cards were much lower value compared to the other options l).",
