Pod,Setup,Rank,Points Earned,Total Points,Name(s),"Victory
Pile 1","Victory
Pile 2","Total
VP",Win?,,Turns,,Escaped Villains,,Points per Turn,,Total Rank Points,,VP Difference,Bystanders Rescued,Cards Undercover,Cards Left in Villain Deck,,,,,,,Attempt 1 Hero Choices,,Attempt 2 Hero Choices,,Attempt Submitted,Fun Level,Comments,Results Of Week:
,,3,(+27),27,GZUZROCKS & DaBomb,12,46,58,1st,Yes (22),1st,20 (29),1st,0 (20.5),4th,2.9 (26),97.5,,34,5,0,2,6,6,2,1,0,17,Black Widow,Captain America,Black Widow,Captain America,Second attempt,4,"This was crazy hard! The only reason we won: about mid point of our game, the destroyer villain (we used marvel studios phase 1 version enemies of Asgard) was on the rooftops and, with the help of storm’s “lightning bolt”, was able to defeat the card and destroy all his shield heroes. At this point, player 2 had a hand of storm’s “lightning bolt”, and three essential capt America cards (perfect teamwork, avengers assemble, and his rare “a day like any other”) amongst a couple other avengers cards. With this in hand, it was essentially a hit to LOKI every one of his turns. However, we STILL just barely made it with 1 WOUND LEFT TO GO for defeat. CRAZY!",
,,4,(+26),26,Kylah,41,35,76,1st,Yes (22),9th,29 (21),1st,0 (20.5),6th,2.621 (24),87.5,,6,5,0,0,2,2,2,0,0,6,Captain America,Spider-Man,Captain America,Wolverine,First attempt,4,"I was originally going to rank this as a 2, because it is just a BRUTAL setup.  However, from a tournament stand-point I do enjoy the moving parts and the required strategy to manage the city and scheme.  You have to build your hero deck really strategically.  You have to determine when you want to hit something in the city.  Do you try to rush the game and try to hit Loki ASAP and ignore the scheme?  Or do you try to plan around avoiding the wounds and building up?  There are so many variables and avenues to take.  So I've revised my rating to a 4 but only because of the above reasons.  The setup itself is really unfair if you're playing for fun.  :-)

I thought that Spider-Man would offer a cheap method to avoid wounds from everything but the Enemies of Asgard and this proved to be the case.  It was a tough game and I almost had an escape but a ""lucky"" Master-Strike happened and despite getting down to 1 wound in the deck, I was able to hit Loki to end the game 2 turns later.  This is a tough setup and avoiding both the wounds and escapes is a tricky situation.",
,,5,(+25),25,Jean-Sébastien & Geneviève,42,30,72,1st,Yes (22),8th,28 (22),1st,0 (20.5),7th,2.571 (23),87.5,,12,15,0,2,3,6,2,0,0,13,Cyclops,Captain America,Cyclops,Captain America,Second attempt,3,"Though setup! Capt. America Diving Block saved the day many times and helped managing the Scheme, MM and Villains asking for Blue cards.",
,,6,(+24),24,Forever A Team & Son,49,14,63,1st,Yes (22),6th,25 (24),1st,0 (20.5),9th,2.52 (21),87.5,,35,0,0,1,3,4,2,0,0,10,Captain America,Iron Man,Captain America,Spider-Man,Second attempt,5,"We used our third attempt, which had the same hero’s as our second. Enjoyed this one! Thank you for setting up these tournaments! Deeply appreciated!",
,,7,(+23),23,Lamertien,32,45,77,1st,Yes (22),13th,32 (17),1st,0 (20.5),11th,2.406 (19),78.5,,13,2,0,1,2,1,2,1,0,7,Captain America,Black Widow,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"Usually I hate overconstructed setups like this. But in this rare case the Base Set alone became thrilling again! After a really long considering I finally decided to choose the very versatile Cap and Natasha for additional VP and her Tech cards. I couldn't believe my eyes when I discovered Diving Block in the HQ on turn 1 and having 6 Recruit for P2! Diving Block saved my day! But there was a nasty moment, when I took Loki's third tactic to defeat a Villain for free! I only had the Endless Army of Hydra in the city, so I actually had to play 2 additional cards from the Villain Deck causing several wounds!! I was close to a loss! But P2 somehow also managed to obtain A day unlike any other and that with the that card I could made 26 attack in my final turn and could defeat Loki twice with only 2 Wounds left in the Wound Pile. Ooof! No need to try this match again. I don't think I would be that lucky again!",
,,8,(+22),22,realdanl,25,51,76,1st,Yes (22),5th,24 (25),25th,2 (3.5),3rd,3.167 (27),77.5,,26,20,0,4,5,5,2,1,0,17,Black Widow,Captain America,Black Widow,Captain America,Second attempt,2,"First game, lots of early Strikes, Twists, and other Wound-inspiring things came early; I held out until turn 22, but a loss was writ on every flip of the Villain Deck.  Second game, those cards came later and a Victory was secured, so a third game was thankfully unnecessary.",
,,9,(+21),21,Sandals & Mrs Sandals,40,21,61,1st,Yes (22),3rd,22 (26.5),25th,2 (3.5),5th,2.773 (25),77,,19,15,0,1,5,7,4,1,0,18,Captain America,Rogue,Captain America,Black Widow,Second attempt,2,"I picked the game I played with my son (third attempt). I predict the escapes will cost us but it was nice to be able to play with him in this!
Cap was the hero here - Diving Block did so much work in all three games.",
,,10,(+20),20,VenomousDisease,23,34,57,1st,Yes (22),10th,30 (19.5),1st,0 (20.5),16th,1.9 (14),76,,11,1,0,2,1,5,2,0,0,10,Iron Man,Hulk,Iron Man,Hulk,Second attempt,3,"This was a lot to handle for a game of Core. Can see where the difficulty could lay in. Two of the three games we got unlucky with shuffling. But our second game had a nice and drawn out engine with Iron--Man and Hawkeye working together to draw through an entire deck, and give the Deadpool/odd style deck enough draw power as well to get hits frequently on the city of the Mastermind. Even with all that luck, it came down to us still having 1 wound left in the deck.",
,,11,(+19),19,Zeromus104,21,30,51,1st,Yes (22),10th,30 (19.5),1st,0 (20.5),18th,1.7 (12),74,,9,5,0,1,3,6,1,0,0,11,Black Widow,Iron Man,Rogue,Iron Man,Second attempt,3,"Results are for Game 3. For game 2, I used Cyclops and Iron Man.",
,,12,(+18),18,Tozar,43,36,79,1st,Yes (22),12th,31 (18),19th,1 (8.5),8th,2.548 (22),70.5,,7,7,0,1,3,2,3,1,0,10,Black Widow,Rogue,Captain America,Iron Man,Second attempt,3,"It was fun, but had to give it a three based on the fact that I don't really want to play it again.  If I ever want a really hard challenge, though, this is the go-to.  I marked my recorded attempt as my second, but it was really my third.  For my second I tried Hulk and Iron Man.  I figured I just wouldn't ever play the green card that gave everyone a wound unless it was enough to put me over the top on my last turn and there were at least three Wounds left.  That scenario did not arise.  Captain America in the end was the card that made the difference.  One of my players was able to recruit his Uncommon card once and it actually allowed me to make extra draws instead of taking a Wound on two occasions.  I actually figured this was unlikely to happen, I really wanted to try Captain America more for his +1 per color since both players were going to have to have as much Tech/Strength/Ranged as they could get.  Figuring it would be a good payoff -- which it was.",
,,13,(+17),17,Tex-pa,13,48,61,1st,Yes (22),15th,34 (15),1st,0 (20.5),17th,1.794 (13),70.5,,35,10,0,2,3,2,0,0,0,7,Captain America,Thor (Avengers),Iron Man,Thor (Avengers),Second attempt,1,Lost two of three times. Just too many wound risks to avoid and so we rated fun level low. Just were fortunate with one winning game because there 10+ wounding cards left in villain deck and player 2 had strong hand of tech cards.,
,,14,(+16),16,dontfeedthegreen,36,31,67,1st,Yes (22),7th,27 (23),25th,2 (3.5),10th,2.481 (20),68.5,,5,3,0,2,2,5,2,1,0,12,Captain America,Iron Man,Captain America,Iron Man,Second attempt,4,Took me til my third attempt to beat it. I drew a Twist on turn 1 on all 3 attempts.,
,,15,(+15),15,broken_pants,56,8,64,1st,Yes (22),14th,33 (16),29th,5 (1),14th,1.939 (16),55,,48,7,0,0,1,2,1,0,0,4,Captain America,Iron Man,Captain America,Iron Man,Second attempt,2,"Game 3 submission here. Cap and Tony again. First two games went poorly. Third game, I managed to get very lucky with the timing of most of the Wound-giving cards later in the game. Cap's uncommon and rare were clutch for protecting me and wailing hard on Loki. The setup is slightly redeemed in my eyes, but I still think Kylah hates us.",
,,16,(+14),14,LeMansDroptop,28,20,48,16th,No (7.5),22nd,23 (8),1st,0 (20.5),12th,2.087 (18),54,,8,0,0,2,3,6,3,0,0,14,Captain America,Thor (Avengers),Hulk,Iron Man,Second attempt,2,"Brutal.  Liked Hulk and Iron Man, but their blue and green and even tech were buried deep in the hero deck.  The scheme twists came out slowly enough, but they got me in the end.  Just couldn't get the greens and techs and blues to show up when I needed them.  And there was no way to get rid of starters (except by way of Destroyer).",
,,17,(+13),13,Swagolas,30,15,45,16th,No (7.5),16th,30 (14),1st,0 (20.5),20th,1.5 (10),52,,15,0,0,0,4,6,2,0,0,12,Black Widow,Captain America,Thor (Avengers),Captain America,Second attempt,5,"Definitely the most challenging core MM - Scheme setup. I've tried to beat this setup many times with my sister during Covid, we played tens of games for hours. But when you can chose all the heroes, it is a lot easier, this was really hard. Maybe I'll try a few more games before giving up :)",
,,18,(+12),12,PragmaticSquid,14,42,56,16th,No (7.5),18th,28 (11.5),19th,1 (8.5),13th,2 (17),44.5,,28,4,0,2,2,3,1,0,0,8,Black Widow,Captain America,Captain America,Cyclops,Second attempt,5,Challenging setup which was surprising for core - went 0-3 but came within the final blow in the 3rd try! Thanks for the tourney! Fun to get back to core set for a challenge.,
,,19,(+11),11,Cglied & Poulanc,11,15,26,16th,No (7.5),21st,24 (9),1st,0 (20.5),23rd,1.083 (7),44,,4,3,0,3,4,6,4,0,0,17,Black Widow,Iron Man,Black Widow,Iron Man,Second attempt,1,"With the scheme, mastermind and villain combo there was just too many necessary card colors to prevent wounds. Our thought was to go for a quick kill and rack up Black Widow's bystander count. We took on far too many early wounds to ever mount a serious challenge. Pretty unsatisfying way to go out. For fun we ended up playing a 4th (and 5th game) and mixed up the heroes with Captain America and Cyclops thinking they'd offer more protection. Also not successful. We're sure there's a way to win this, but it seems like you have to be extremely lucky.  Always fun to play. Look forward to the Spring 2026!",
,,20,(+10),10,Kb_driven,10,14,24,16th,No (7.5),25th,20 (4.5),1st,0 (20.5),21st,1.2 (9),41.5,,4,5,0,2,4,9,4,2,0,21,Iron Man,Captain America,Thor (Avengers),Captain America,Second attempt,2,Woof.  Someone has to be pretty lucky to win this setup.,
,,21,(+9),9,Jmaster1324,19,26,45,16th,No (7.5),17th,29 (13),19th,1 (8.5),19th,1.552 (11),40,,7,4,0,2,4,3,3,0,0,12,Iron Man,Wolverine (X-Men),Black Widow,Cyclops,Second attempt,2,.,
,,22,(+8),8,FlashSpider-man,13,8,21,16th,No (7.5),25th,20 (4.5),1st,0 (20.5),24th,1.05 (6),38.5,,5,1,0,2,3,8,1,1,0,15,Black Widow,Iron Man,Captain America,Thor (Avengers),Second attempt,4,"Yep, I'm really bad at the game lol. This was a really fun challenge, though. First game, I totally was paying attention and didn't forget what Loki's master strike ability was after setting up and starting lol. Second and third attempts I got cooked. Prob a bad approach. Third attempt was really unlucky, though. A lot of early twists and strikes. I kinda want to keep trying till I figure out how to win but I think that'll take too long lol. This was fun to do, though.",
,,23,(+7),7,3141592ab,6,10,16,16th,No (7.5),27th,19 (3),1st,0 (20.5),28th,0.842 (2),33,,4,0,0,2,4,10,5,1,0,22,Black Widow,Iron Man,Captain America,Iron Man,Second attempt,1,Tried widow to just rush down loki then cap to try and mitigate wounds. Both games I was halfway through the wounds stack before I even had a chance at avoiding any wounds(3 wounds to each side in the first 4 turns). Didn't feel like I even had a chance.,
,,24,(+6),6,jgoodnough,36,4,40,16th,No (7.5),24th,21 (6),25th,2 (3.5),15th,1.905 (15),32,,32,5,0,1,5,8,5,1,0,20,Black Widow,Iron Man,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,This was a tough game.  Drew a few Master Strikes in the first few turns of the game,
,,25,(+5),5,captaincardone & Paisley5002,4,8,12,16th,No (7.5),29th,13 (1),1st,0 (20.5),27th,0.923 (3),32,,4,0,0,3,4,9,8,1,0,25,Black Widow,Emma Frost,Black Widow,Emma Frost,First attempt,3,Halfway through we realized we shouldn't have 30 wounds so we shot for fastest game.,
,,26,(+4),4,Iburnicus,14,13,27,16th,No (7.5),18th,28 (11.5),19th,1 (8.5),26th,0.964 (4),31.5,,1,4,0,2,3,5,2,1,0,13,Iron Man,Nick Fury,Iron Man,Hulk,First attempt,1,"brutal set-up!, many villains you can't be or need to avoid defeating, didnt get much going on and the stack just emptied out, 28 turns the first try seemed bad but the other tries got a lot less turns in before the end of the game so couldnt get much going since it also flooded the deck.",
,,27,(+3),3,caseystahl1125,14,11,25,16th,No (7.5),20th,25 (10),19th,1 (8.5),25th,1 (5),31,,3,0,0,2,3,10,1,0,0,16,Thor (Avengers),Nick Fury,Thor (Avengers),Cyclops,Second attempt,5,Lost all 3 matches. Game 2 was close. If I had about 2 more turns . I would have won.  All villains/twists/schemes.. making you gain wounds... I almost chose Hulk... just because.,
,,28,(+2),2,SavageTeddyBear & Julius Xizor,9,15,24,16th,No (7.5),23rd,22 (7),19th,1 (8.5),22nd,1.091 (8),31,,6,0,0,4,2,6,4,2,0,18,Iron Man,Thor (Avengers),Iron Man,Thor (Avengers),Second attempt,3,"Attempt #3. Each better than the last, but early wounds hurt.",
,,29,(+1),1,Bronson & Lighthouse,6,3,9,16th,No (7.5),28th,14 (2),1st,0 (20.5),29th,0.643 (1),31,,3,0,0,2,5,10,7,2,0,26,Thor (Avengers),Cyclops,Nick Fury,Cyclops,Second attempt,3,"I didn't think you could make this wicked of a setup with only Core! Very dastardly of you - I think the chosen heroes are part of the complication. 
We are intentionally submitting our 3rd game which was the worst to see how low on the totem pole we can rank - as that was an epically bad game for us!",
,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
