Pod,Setup,Rank,Points Earned,Total Points,Name(s),VP 1,VP 2,"Total
VP",Win?,,Turns,,Escaped Villains,,Points per Turn,,Total Rank Points,,VP Diff.,Bst. Rescued,Cards Left in Villain Deck,,,,,,,Attempt 1 Hero Choices,,Attempt 2 Hero Choices,,Attempt Submitted,Fun Lv.,Comments,,Results Of Week:
,,5,(+6),23,Babybreloom,44,62,106,5th,No (3.5),8th,37 (3),1st,0 (9),5th,2.865 (6),21.5,,18,26,0,0,1,0,0,0,1,Old Man Logan,Proxima Midnight,Old Man Logan,Carnage,First attempt,4,"This was such a tough one! The first game ALMOST went silky smooth: I had 2 tactics by turn 20 and was keeping the city empty. Then I hit the ""Shuffle this back in"" tactic FOUR TIMES and just couldn't do it. Proxima Midnight didn't provide the superpower activations I was expecting to--Gwenpool did plenty by herself--so I switched over to Carnage in G2. 

Even in losing, Old man Logan was an MVP! Between the two games I KO'd more than a combined 35 wounds!",,
,,6,(+5),23,Drewfusmcge,49,37,86,5th,No (3.5),6th,38 (4.5),1st,0 (9),9th,2.263 (2),19,,12,11,0,0,0,1,0,0,1,Ms. Marvel,Proxima Midnight,Ms. Marvel,Apocalyptic Kitty Pryde,First attempt,3,"Had Evil Deadpool ressurrect THREE TIMES. Unfortunately never cleared that tactic and was unable to finish the job. Some early rares did me good in my first attempt, but not good enough sadly. The sheer amount of wounds wasn't enough for Deadpool and Ms. Marvel to keep up, especially at twist 5. Luckily I ended up with a decent chunk of VP for a loss, and the last scheme twist happened with only one other card in the VD so I got to up my turn count quite a bit lol. I thought about waiting for after 8pm to play but didn't have time to wait sadly. Probably woulnd't have made the difference but overall, a nice enough setup. Another tournament in the books! gg",,
,,7,(+4),21,Mikip2023,45,43,88,5th,No (3.5),5th,39 (6),4th,1 (5),10th,2.256 (1),15.5,,2,14,0,0,0,0,0,0,0,Black Bolt (Illuminati),Proxima Midnight,Black Bolt (Illuminati),Proxima Midnight,First attempt,5,"This one was a blast. Even though we lost, Deadpool was fun and funny. We actually hadn't played this set yet. He is such a jerk haha. We enjoyed all the heros. The scheme is what got us. Thank you for allowing us in this competition even though we didn't do well we had a great time!.",,
,,8,(+3),21,Kb_driven,48,27,75,5th,No (3.5),10th,28 (1),4th,1 (5),6th,2.679 (5),14.5,,21,13,1,0,5,1,2,0,9,Totally Awesome Hulk,Ms. Marvel,Venom (Venomverse),Carnage,Second attempt,3,"I struggle when playing Timer schemes where you just lose when the last one is drawn.  It's fine, but not my favorite.  Both decks were doing well and got a nice big attack from deck 1 of 25, good for two hits on Evil Deadpool but of course one was the ""if not final tactic"" so wasn't able to get as much progress as I'd hoped.  Tough match to win, needs a little luck to help.",,
,,9,(+2),19,Minos_Griffin,59,39,98,5th,No (3.5),6th,38 (4.5),9th,2 (1.5),7th,2.579 (4),13.5,,20,23,0,0,0,0,0,0,0,Carnage,Ms. Marvel,Apocalyptic Kitty Pryde,Ms. Marvel,First attempt,2,I know the thematic of the game was funny but the game was not. We basically were trying to clean wounds from the deck and when we were just one hit to kill evil deadpool but then it was too late. The second game we were not even closed to win. Definetely deadpool doesn't know how to write a scheme.,,
,,10,(+1),19,Montax30,58,28,86,5th,No (3.5),9th,36 (2),4th,1 (5),8th,2.389 (3),13.5,,30,16,0,0,0,1,0,0,1,Ms. Marvel,Solo,Ms. Marvel,Solo,First attempt,1,Evil Deadpool is truly evil with the Hyper Insane Healing Factor tactic that I drew 3 times. No tables were flipped because I am going on vacation tomorrow.,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Asgardian Discount Genes,1,(+11),27,Techfiend,21,48,69,1st,Yes (7.5),1st,26 (11),1st,0 (8),1st,2.654 (11),37.5,,27,5,3,2,7,3,1,0,16,M,Rogue,I did not play a second attempt.,I did not play a second attempt.,First attempt,4,I like the wound management games.,,
,,2,(+10),26,Swagolas,31,35,66,1st,Yes (7.5),2nd,27 (10),1st,0 (8),3rd,2.444 (9),34.5,,4,2,1,2,5,4,2,0,14,Thor (Avengers),Storm,Thor (Avengers),Storm,Second attempt,4,"First time playing with a veiled scheme, was not expecting it to be that exciting to unveil the scheme! I decided to replay my game when it was time to unveil, because I had 1 escape and was hoping to do better, although that was the exact turn (25) when I would've been able to hit Loki for the last time. I wrote down my ""what could've been"" scores just to compare them to my second game. In the second game my PPT and escapes were better, but it took me 2 turns longer to win. I hope it was worth the replay!
Also I haven't played with/against cards from the core set in a long time, as I'm always trying to play more with the newest sets. It was nice seeing them again!",,
,,3,(+9),25,Gideon Wyatt & Mrs. Gideon Wyatt,49,25,74,1st,Yes (7.5),3rd,29 (8.5),1st,0 (8),2nd,2.552 (10),34,,24,2,1,3,6,2,0,0,12,Gambit,Rogue,Gambit,Rogue,Second attempt,2,"My wife said it was not a fun set-up. I picked gambit to pair with Warpath since they both had top deck manipulation, but it didn’t work out for her as her gambit cards didn’t show. I used Hulk and Strong guy to just be Big Mean Green punching machines. That worked well. Rogue was the linchpin since she could easily fit in either deck. The unveiled scheme threw me for a loop but we managed to beat it.",,
,,4,(+8),25,Flipflopmaniac,47,21,68,1st,Yes (7.5),5th,33 (7),1st,0 (8),6th,2.061 (6),28.5,,26,3,1,0,3,4,0,0,8,M,Rogue,I did not play a second attempt.,I did not play a second attempt.,First attempt,5,"Very nice setup, lot to consider with just Core and MC.  Handing us Strong Guy, Hulk, and Warpath made M and Rouge easy picks and lots of Strength for both decks.  My main source of wounds was the Frost Giants and I had a rest turn of 4 wounds and two Agents midway through the game.  

MCU side went with 4's and 5's while Comic side went 3's, but the Hero deck declared that the 4/5 side was going to win this time, only gave me one opportunity to Clone.  Kept the bank clear and dodged the first three Twists which was a good thing because it came down to the final turn and I didn't have 8 recruit to save the third Fallen Messiah, instead I sent Loki running for the hills.",,
,,5,(+7),24,cglied,43,27,70,1st,Yes (7.5),3rd,29 (8.5),10th,4 (1.5),4th,2.414 (8),25.5,,16,2,1,3,2,2,0,0,8,M,Wolverine (X-Men),I did not play a second attempt.,I did not play a second attempt.,First attempt,3,"Using M and Wolverine did a good job helping me manage my wounds. Solid game, but no spectacular combos until the very end. I likely didn't stay disciplined enough to have Tactical Formation play a factor in my game.",,
,,6,(+6),22,mrdollar11 & TheSquishyFish,39,42,81,1st,Yes (7.5),6th,34 (6),8th,1 (4),5th,2.382 (7),24.5,,3,8,1,2,1,2,1,0,7,Rogue,Black Widow (Avengers),I did not play a second attempt.,I did not play a second attempt.,First attempt,4,"Hulk and Loki and the Frost Giants were rough with the wounds, Rogue and Black Widow helped out a lot",,
,,7,(+5),21,scootsmagoots1986,61,3,64,1st,Yes (7.5),7th,35 (5),10th,4 (1.5),7th,1.829 (5),19,,58,4,0,3,0,3,0,0,6,Rictor,Siryn,I did not play a second attempt.,I did not play a second attempt.,First attempt,4,Wow I got extremely lucky. I went for all attack with my heroes and only wanted to recruit using agents and troopers. That did not work well with the surprise scheme. I luckily drew schemes early and was hanging on two cards in the fallen messiah stack the entire game until I finally beat Loki. That was a stressful one! But fun!,,
,,8,(+4),21,CK,39,29,68,1st,Yes (7.5),8th,38 (4),9th,3 (3),8th,1.789 (4),18.5,,10,8,0,0,2,1,0,0,3,Black Widow (Avengers),Rogue,Black Widow (Avengers),Rogue,Second attempt,4,"I liked the setup, but it was hard. Game 1 I was able to get my bystander engine going, but I had 3 escapes and hadn't seen Widow's uncommon yet when twist 4 came out. Decide to bail before the unveil and try again. Game 2 I got Widow's uncommon right away, but couldn't get my bystander engine going. I lucked out with 3 cheaper Thor cards, surviving the scheme, but it took too long to get a good amount of attack. I ended up with 3 escapes again this game too (damn you chivalrous duel!). In the end my second hand with Hulk and Strong Guy had to hit the Mastermind 4 times.",,
,,9,(+3),20,KeeblerPowell,27,22,49,9th,No (2),9th,31 (3),1st,0 (8),10th,1.581 (2),15,,5,3,3,1,3,3,0,0,10,M,Rictor,I did not play a second attempt.,I did not play a second attempt.,First attempt,5,"This was my first time actually using the sidekicks. I really like the way I can use my extra points to get them even if it's just for one play and then back into the kick pile they go. This was by far the most difficult scheme I have played. Once the reveal happened I knew that I was toast because I didn't buy many good purchase cards and all of the Mutant Messiahs were +3 cost to defeat/ gain and then that quickly turned into +5! It was rough... but super fun., I will for certain be trying this set up again. ""M"" was really cool once I saw her cards. I was able to get the tactical formation ""333"" to pop off once and I felt pretty good about that. I am interested to see how other people are able to set the up the more complex tactical formations. Like Strong Guy's ""Go Big"" is a ""445"" tactical formation and you only get +3 fight for it. I'd like to know how much of the value of that card is wrapped up in the tactical formation or if people are just pulling this card as a 2 fight Green activation... or are people prioritizing this card at all... I am super happy to be learning about all of the little interactions of this game.  So much fun.",,
,,10,(+2),18,Organous,22,16,38,9th,No (2),10th,24 (2),1st,0 (8),9th,1.583 (3),15,,6,5,1,1,7,4,0,0,13,Wolverine (X-Men),Rogue,I did not play a second attempt.,I did not play a second attempt.,First attempt,1,"I recognize that luck worked against me this game, but the fact that I failed this so miserably has demoralized me from playing further.",,
,,11,(+1),17,hatephd & EditedMist99,16,1,17,9th,No (2),11th,20 (1),1st,0 (8),11th,0.85 (1),12,,15,1,2,1,11,7,1,0,22,Rictor,M,Rictor,M,First attempt,3,"Well, I am going to be petitioning for a change in rules for these schemes. We played a second game ""for fun"" with the exact same heroes and achieved 2.24 PPT in 5 more turns and won... wish we could have used that one...",,
,,11,(+1),1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Night of the Bloodwyrm,1,(+11),26,GamerGump,42,57,99,1st,Yes (6.5),1st,35 (10.5),1st,0 (9),3rd,2.829 (9),35,,15,3,1,4,3,2,0,1,11,"Blade, Daywalker",Nova (Champions),Elsa Bloodstone (Marvel Knights),Nova (Champions),Second attempt,4,Fing fang foom was big and the choose of hitting him or hitting the ring that kept landing in the bank was hard. We found some good combos. Challenging but fun.,,
,,2,(+10),25,david_h11,42,71,113,1st,Yes (6.5),3rd,36 (8),1st,0 (9),1st,3.139 (11),34.5,,29,13,1,3,2,3,0,0,9,Werewolf by Night,Howard the Duck,Werewolf by Night,Viv Vision,First attempt,5,"Fun game, got to use some sets and heroes I've never had the chance to and FFF is harder than i thought",,
,,3,(+9),23,ceejatec,56,48,104,1st,Yes (6.5),6th,37 (6),1st,0 (9),4th,2.811 (8),29.5,,8,7,1,5,3,1,0,0,10,Ronin,Photon,Ronin,Photon,Second attempt,5,"I took a gamble with my Hero selections: I had no Tech in the Hero Deck at all. I figured the chances of ever having all 5 classes in-hand at once was pretty slim anyway, and sticking to 4 classes gave me a better shot at hitting Class-triggered abilities. And I think it worked out -although one time I actually DID have all 5 classes in hand, thanks to a lucky recruit of Grant Ward.

I went with Photon to add a bunch of blue and a bit of card draw, and I also thought Hyperspeed had a chance to be fairly potent since the vast majority of the Hero cards in the deck had Attack symbols. Backed her up with Ronin for a bit more blue and green, a bit more Hyperspeed and card draw, and his common that can be any Hero class for a bit more control over Size-Changing. In the end, I was pretty happy with my choices. Morbius definitely ended up being the heavy-hitter, but keeping the Hero deck to only four colors made it way easier to trigger his red class abilities.

My first game was actually going great - really good deck synergy and Player 2 had a ton of red and could pretty consistently hit Morbius' Insatiable Craving for 7 attack. But I took a risk of hitting Fin Fang Foom once and leaving a villain in the Blood Bank, and the next two cards were Scheme Twists which ended the game. Argh.

Second game took a little longer to warm up, and I had to do some real dancing one turn to stop a Villain escape, but after that I cleaned out the city and was never in real danger of losing. I had a couple of Man-Thing's card that let me move Villains around to keep the Blood Bank clear. Ended up winning the game with a completely empty city; it just took a long time. I was also a bit lucky; there were only 10 cards left in the Villain deck at the end, and *5* of them were Scheme Twists. I could easily have hit 3 in a row and that would have finished me off.

So, overall, a fun setup! ",,
,,4,(+8),23,Doormatte,64,52,116,1st,Yes (6.5),8th,39 (3.5),1st,0 (9),2nd,2.974 (10),29,,12,10,0,0,1,0,0,0,1,Hellcat,Ronin,Viv Vision,Ronin,Second attempt,5,"This was a challenging setup, but was fun. I took way too long.",,
,,5,(+7),22,iburnicus,46,55,101,1st,Yes (6.5),3rd,36 (8),6th,1 (4.5),5th,2.806 (7),26,,9,9,2,1,3,1,0,0,7,Totally Awesome Hulk,Ms. Marvel,Totally Awesome Hulk,Ms. Marvel,Second attempt,2,"wanted to try totally awesome hulk and ms marvel in game one to see if champions was a viable strategy with cheering crowd etc, but by insane bad luck i lost to the scheme by twist-chaining very early on... so didnt rly get a feel for a swap of those heroes for a more obvious choice like ronin for this setup,so i ended up using the same team of heroes;
which didn't work out very well.",,
,,6,(+6),21,Pyromagnus & Shoshielynn,50,42,92,1st,Yes (6.5),1st,35 (10.5),6th,1 (4.5),8th,2.629 (4),25.5,,8,8,0,2,9,4,1,0,16,Nova (Champions),"Blade, Daywalker",Nova (Champions),Quicksilver,First attempt,5,"Going all in on Morbius for one side was super fun, just stacking as much blood frenzy as I could made for some very heavy hitting hands. Unsurpisingly he and Man-Thing worked together as monster bros",,
,,7,(+5),21,Astigmatic_Oracle,53,47,100,1st,Yes (6.5),3rd,36 (8),6th,1 (4.5),6th,2.778 (6),25,,6,10,0,1,3,2,1,0,7,"Blade, Daywalker",Werewolf by Night,I did not play a second attempt.,I did not play a second attempt.,First attempt,4,Messed up my Moonlight one turn. Without that I bet I could have finished several turns earlier.,,
,,8,(+4),19,Allman,47,49,96,1st,Yes (6.5),7th,38 (5),6th,1 (4.5),11th,2.526 (1),17,,2,5,0,3,2,2,0,0,7,Howard the Duck,Ms. America,"Wong, Master of the Mystic Arts",War Machine,First attempt,4,Unlucky,,
,,9,(+3),18,Cubbiesnextyr & Wife,58,29,87,11th,No (1),11th,33 (1),1st,0 (9),7th,2.636 (5),16,,29,8,1,2,3,4,1,0,11,"Wong, Master of the Mystic Arts","Blade, Daywalker",I did not play a second attempt.,I did not play a second attempt.,First attempt,4,"Lots of fun, my first time playing with most of this set-up.  Had some bad luck getting 2 twists in a row (twice!) with a card in the Blood Bank, but definitely enjoyed it!",,
,,10,(+2),17,royalroast,60,41,101,1st,Yes (6.5),8th,39 (3.5),11th,3 (1),9th,2.59 (3),14,,19,9,2,1,2,0,0,0,5,"Wong, Master of the Mystic Arts",Ms. Marvel,I did not play a second attempt.,I did not play a second attempt.,First attempt,3,None,,
,,11,(+1),16,Canis & MamaBird,49,54,103,1st,Yes (6.5),10th,40 (2),10th,2 (2),10th,2.575 (2),12.5,,5,4,1,3,1,5,0,0,10,Howard the Duck,Scarlet Witch,Howard the Duck,Scarlet Witch,Second attempt,4,"first game was rough, had 4 scheme twist chain early (even though we miscounted the strikes and only had 4, which we corrected for the second game). got a Howard the Duck and Man thing deck rolling on game 2, second hand had Morbius and Scarlet Witch, technically had all five colors even though we were very light on tech and blue. game wwent a little long but felt like a string game to end the tourney on. had a great time, thanks for setting all this up!",,
45,House of M.O.D.O.K.,1,(+11),25,Bikk Bikk,12,47,59,1st,Yes (6.5),1st,22 (11),1st,0 (9.5),2nd,2.682 (10),37,,35,3,5,7,10,2,1,8,33,Ant-Man (Ant-Man),Hulkbuster Iron Man,Ant-Man (Ant-Man),Hulkbuster Iron Man,Second attempt,4,"My first game went so horribly I stopped playing. I knew there was no hope of winning and if I somehow managed it it would’ve been a terrible score. The HQ was expensive and by turn ten I had no heroes in the left hand and three wounds. Just absolutely horrible.

Second game went so much better. The right side really went off with my added heroes of ant man and hulk buster iron man, paired with Mr fantastic it was a great deck that hit modok twice because of his mechanics multiple times. Drew the entire deck two times so long as I didn’t hit an agent. 
Left side was a bit of a hodgepodge, but its main job was getting scarlet witch out of the city so the right didn’t have to clog its deck with her. It was adequate, if bloated because of that. 

In the end it was a really frustrating setup but probably because the first game I suffered from a high cost HQ. And because the second was much friendlier I’m rating the setup highly. Just beware what heroes you choose! Ant-man is expensive it you don't have cheap tech cards!",,
,,2,(+10),24,CoreyG,42,20,62,1st,Yes (6.5),2nd,23 (9.5),5th,1 (6),1st,2.696 (11),33,,22,7,3,4,10,2,1,9,29,She-Hulk,Silver Surfer,She-Hulk,Silver Surfer,Second attempt,5,"The setup had satisfying subtleties which added to the fun and the tension. Like the decision to use Cytoplasm Spikes had the potential to K.O. non-grey heroes which got you closer to losing the Scheme Evil Wins condition. I chose She-Hulk and Silver Surfer to lean into Recruit generation with the ability to convert surplus Recruit into Focus abilities. It readily allowed me to fight M.O.D.O.K.'s transformed side as well. The decks came together nicely. Game 1 I got drowned in Wounds by 2 Cosmic Hulk Robots and several Master Strikes. I prioritized cards that could thin them back out, but it felt like bailing water from a sinking ship. A brutal point in Game 1 was Feasting a card from Cytoplasm Spikes, and it hit my Thing rare card before I could ever play it (even though the probability was highly unlikely). I finally managed to stabilize in game 1 and pulled out the win, but I went ahead and shuffled up the same setup for a second attempt. Game 2 went even better! It was off to a very rough start by flipping the Scheme on only turn 8, but the villain deck was more friendly to me after that, my decks hit their stride, and I knocked out M.O.D.O.K even faster! I think I punched him 3 times in one turn! Fun setup with good tension!",,
,,3,(+9),22,orbrover,44,21,65,1st,Yes (6.5),4th,25 (7.5),5th,1 (6),3rd,2.6 (9),29,,23,1,3,4,14,2,1,0,24,Hulkbuster Iron Man,Korg,Hulkbuster Iron Man,Wonder Man,Second attempt,4,-,,
,,4,(+8),22,gscrap,42,9,51,1st,Yes (6.5),2nd,23 (9.5),8th,2 (3.5),6th,2.217 (6),25.5,,33,0,2,3,11,4,1,7,28,Ant-Man (Ant-Man),Silver Surfer,Ant-Man (Ant-Man),Silver Surfer,First attempt,4,"I felt pretty confident going into this one.  I thought I had chosen good Heroes and the setup seemed textured but not too hard.  It turned out to be a lot more challenging than I anticipated, but I got quite lucky on my first attempt and managed it in what seemed like pretty good time.  As it turned out, my well-chosen Heroes didn't make a bit of difference-- I didn't play a single one in the attempt that I submitted, and ran the whole thing with just the FF.",,
,,5,(+7),21,CombatantMoth & QueenKate34,31,26,57,1st,Yes (6.5),4th,25 (7.5),10th,3 (2),5th,2.28 (7),23,,5,1,2,4,10,3,2,8,29,Silver Surfer,Ant-Man (Ant-Man),Silver Surfer,Ant-Man (Ant-Man),First attempt,3,"The first and second games were totally different experiences. We got off to a fast start in the first game, but the second we got behind (I did... my wife was a star) and got filled with Wounds. Villains escaped left and right.",,
,,6,(+6),20,Pervavita & Catswifty,20,40,60,1st,Yes (6.5),6th,29 (6),5th,1 (6),8th,2.069 (4),22.5,,20,3,3,3,7,6,1,4,24,Bruce Banner,Hiroim,Bruce Banner,Hiroim,Second attempt,4,Interesting challenge for hero choices. Hiroim could have swapped for any other hero as he never made it into our decks in both games.,,
,,7,(+5),19,GreyWadejokis,44,26,70,1st,Yes (6.5),9th,37 (3),1st,0 (9.5),10th,1.892 (2),21,,18,3,0,2,4,0,1,4,11,Quicksilver,Silver Surfer,Quicksilver,Silver Surfer,First attempt,5,Thanks,,
,,8,(+4),17,sethlikespizza,31,35,66,1st,Yes (6.5),7th,30 (5),8th,2 (3.5),7th,2.2 (5),20,,4,1,1,3,12,5,1,0,22,Silver Surfer,Hellcat,Silver Surfer,Wasp (Ant-Man),First attempt,4,"Won first attempt, lost second attempt. Was a fun setup.",,
,,9,(+3),17,SharkNate-O & onthegeniusofsamrockwell,44,24,68,11th,No (1),11th,29 (1),1st,0 (9.5),4th,2.345 (8),19.5,,20,1,5,4,6,5,1,5,26,Amadeus Cho,Silver Surfer,Amadeus Cho,Silver Surfer,First attempt,3,"The game was fine overall. This was originally counted as a win and was our first attempt. However, we unfortunately realized during our second attempt that, due to a clarification that we had not realized, we had actually lost this game on our last turn, instead of won. During the last turn, we KO'd a hero to hit the Final Blow on the Mastermind and win the game. However we realized during our second game that this KO'd hero actually would have triggered the scheme's ""evil wins"" condition before winning the game, thus resulting in a loss. Obviously had we realized this during play, we would have just not KO'd the hero and kept the game going for a win. But we realized this in the middle of our second game already (obviously way too late), so we had to count this one as a loss to keep the game fair. However, the fun factor was fine. We got hit by a fair amount of scheme twists very early in the game, disrupting our HQ, clogging it with cards used for only one of the deck, and hindering our deck acceleration. On top of that, we did not hit very many henchmen early game to be able to feast on grey heroes without worry and thinning our decks early. Luck of the draw on that one, but that's how the game plays out sometimes! 

(and yes, our second game was much worse than our first which is why we still submitted the first)",,
,,10,(+2),15,jpilger,48,26,74,1st,Yes (6.5),10th,40 (2),1st,0 (9.5),11th,1.85 (1),19,,22,3,1,0,4,1,0,0,6,Hellcat,Hulkbuster Iron Man,Hellcat,Hulkbuster Iron Man,First attempt,3,"no problem with the game, but I had to play out of town on a very cramped surface, so it wasn't as fun as I normally have with Legendary",,
,,11,(+1),14,dyn0mike27,33,31,64,1st,Yes (6.5),8th,32 (4),11th,4 (1),9th,2 (3),14.5,,2,2,2,4,5,3,1,3,18,"Miek, the Unhived",Silver Surfer,I did not play a second attempt.,I did not play a second attempt.,First attempt,2,Abandoned my second attempt due to only getting one Tactic after 20+ turns.,,
46,Opposites Attract,1,(+11),23,sword'n'sorcery,35,23,58,1st,Yes (6),2nd,21 (9),1st,0 (7.5),1st,2.762 (10),32.5,,12,1,4,4,6,4,1,0,19,Cyclops,Gambit,Cyclops,Gambit,Second attempt,2,"I had mixed feelings about this setup. Iron Man + Captain America is a powerful combo. I paired it with Gambit + Cyclops to basically have left and right hands each focus on one pair.  I don't enjoy the schemes that KO heroes in the HQ. I played poorly in Game 1 because of bad timing for scheme twists, I played really well in Game 2 just for better luck. Too much random chance involved. The hero combos let me feel really powerful in Game 2, but the game changes from being too hard to too easy just based on randomness.",,
,,2,(+10),22,Mikeygill97,49,20,69,1st,Yes (6),5th,25 (6),1st,0 (7.5),2nd,2.76 (9),28.5,,29,11,1,3,7,4,1,0,16,Black Widow (Avengers),Storm,Black Widow (Avengers),Storm,Second attempt,5,"Been a long time since I played just straight Core expansion and was even nervous about it, however, I picked Black Widow and Storm mainly for some Bystander rescuing and also in hopes for some weakened attacks on the Roof Tops. I thought about going for Gambit and Rogue, however, I was very pleased with the two I chose to take down the Master of Magnetism.",,
,,3,(+9),21,Chapmaca7,27,15,42,1st,Yes (6),1st,20 (10),1st,0 (7.5),9th,2.1 (2),25.5,,12,1,3,2,10,4,2,0,21,Emma Frost,Storm,Emma Frost,Storm,First attempt,4,Fun game but difficult to get enough decent cards before being wiped by scheme twists. Faired much better on first attempt!,,
,,4,(+8),20,Jmaster1324,35,17,52,1st,Yes (6),3rd,23 (7.5),1st,0 (7.5),7th,2.261 (4),25,,18,2,3,4,8,2,1,0,18,Rogue,Cyclops,Cyclops,Rogue,Second attempt,5,I love small Hero Decks though SHCW is always a bit nerve racking. I figured this was my last week since I only have 12 points and even with max points I don't think I can pull up to elimination rounds. I just tried to have fun and this one was great. I do wish I could have had more KO power not even Jug could help me since with both times he showed up I only had a discard pile for one deck total.,,
,,5,(+7),19,ItStartsWith1,37,27,64,1st,Yes (6),6th,26 (4),1st,0 (7.5),5th,2.462 (6),23.5,,10,8,2,2,8,3,0,0,15,Black Widow (Avengers),Rogue,Black Widow (Avengers),Rogue,First attempt,2,"Been a while with a Core only game! Tried to bust out the big guns since it’s the final round before cuts. And they didn’t disappoint, even if the scheme forces you to adjust on the fly. Left side was an effective rainbow deck, springing in Rogue’s “Borrowed Brawn” for some big turns. Right side got going a bit later, but a nice Black Widow bystander build that trimmed most of the starters out. Likely needed to be faster, but was better than attempt 2!",,
,,6,(+6),18,aitmanga,16,23,39,1st,Yes (6),3rd,23 (7.5),1st,0 (7.5),10th,1.696 (1),22,,7,1,4,1,9,4,0,0,18,Nick Fury,Rogue,Nick Fury,Rogue,Second attempt,4,"Just went with our favorites for this game and both did a great job. Rogue + Cap did their job to get enough attack to take on the Mastermind with one hand, and Iron Man + Fury did the same for the other one, though we never mustered enough Recruit points to get any of the rares.",,
,,7,(+5),17,CaptainMetroidica,37,28,65,1st,Yes (6),6th,26 (4),7th,1 (2.5),3rd,2.5 (8),20.5,,9,2,2,4,5,3,1,0,15,Cyclops,Storm,Cyclops,Storm,First attempt,4,"Left hand went heavy blue and crushed it. Right hand had a lot of struggle early due to low attack, low KO, and poor recruit choices. Felt bad letting an escape happen, but no henchmen came out early.",,
,,8,(+4),15,MrTInce,34,38,72,1st,Yes (6),9th,29 (2),7th,1 (2.5),4th,2.483 (7),17.5,,4,8,0,4,2,4,2,0,12,Rogue,Black Widow (Avengers),I did not play a second attempt.,I did not play a second attempt.,First attempt,3,,,
,,9,(+3),16,DRobb & ShadowoftheBat,30,31,61,1st,Yes (6),6th,26 (4),7th,1 (2.5),6th,2.346 (5),17.5,,1,1,3,4,3,4,1,0,15,Storm,Wolverine (X-Men),I did not play a second attempt.,I did not play a second attempt.,First attempt,4,This game may have been better than the one we played incorrectly!!!,,
,,10,(+2),14,freeclint,29,20,49,10th,No (1),10th,23 (1),7th,1 (2.5),8th,2.13 (3),7.5,,9,13,2,3,9,4,0,0,18,Black Widow (Avengers),Rogue,Black Widow (Avengers),Rogue,First attempt,4,"The hands did not come together fast enough.  All of Black Widow's uncommon fell to the scheme in attempt 1. First attempt I would have had final blow on the next turn.  Second attempt I was super judicious with recruiting and it didn't matter, I even got two rare's from Paibok but couldn't ever get the cards to draw in the right order (even with 13 starter's KO'd).  Was a shame.  I had a lot of fun in the first attempt.",,
,,11,(+1),13,M00M00KITTY & marnsupial,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
47,PanDoomic,1,(+11),20,Rey Plays Games!,44,32,76,1st,Yes (4.5),2nd,35 (6),3rd,1 (4.5),2nd,2.171 (6),21,-,12,6,1,0,1,0,0,0,2,Black Widow (Avengers),Iron Man,Iron Man,Thor (Avengers),First attempt,3,"Felt like I was treading water on both attempts...couldn't get any momentum to hit the MM...was still fun, just was a little frustrating, as I was conscious of the turns it was taking...will keep plying my trade and will hopefully get better...",,
,,2,(+10),18,silverthorn3436,9,27,36,1st,Yes (4.5),1st,25 (7),1st,0 (6.5),5th,1.44 (3),21,-,18,0,0,1,9,3,1,0,14,Iron Man,Black Widow (Avengers),Iron Man,Black Widow (Avengers),First attempt,5,I had 1 wound left in the wound stack (that setup is fun but brutal).,,
,,3,(+9),19,Lasombra81,38,26,64,1st,Yes (4.5),3rd,36 (4),1st,0 (6.5),4th,1.778 (4),19,-,12,1,0,0,2,0,0,0,2,Iron Man,Hawkeye,Iron Man,Hawkeye,First attempt,3,None,,
,,4,(+8),18,energythief,38,43,81,1st,Yes (4.5),3rd,36 (4),5th,2 (2.5),1st,2.25 (7),18,-,5,5,0,1,0,0,0,0,1,Hawkeye,Nick Fury,I did not play a second attempt.,I did not play a second attempt.,First attempt,2,The Legacy Virus is gross lol,,
,,5,(+7),16,Tuba2k7 & Aliayc22,44,31,75,1st,Yes (4.5),6th,38 (2),3rd,1 (4.5),3rd,1.974 (5),16,-,13,2,0,0,1,0,0,0,1,Iron Man,Nick Fury,Iron Man,Nick Fury,First attempt,4,"I really liked being able to focus on a team of one person getting all the hydra villains.  When you defeated the mastermind each time Dr. Doom had fun card effects.  We really enjoyed having to strategize which villains to attack when and which villians to leave alone.  ""Cut off a head of hydra and two more will take its place""....evil turds...  With the wounds situation it was really important to pay attention to that and also not use Hulk without caution.  Nick fury was great for black cards, other than that...kinda lame.  Ironman was a fun addition.  Black cards saved us the first time, but the synergy of blue storm and ironman really made the team start kicking. We got very few cyclops cards.  We did not draw one of his green determination cards either game (extra recruit when discard a card) which blew my mind.  One person was successful and the other struggled on both games.  Kind of interesting how that worked.",,
,,6,(+6),16,jgoodnough & Daughter,28,21,49,1st,Yes (4.5),3rd,36 (4),7th,3 (1),6th,1.361 (2),11.5,-,7,2,1,1,2,2,0,0,6,Black Widow (Avengers),Iron Man,Spider-Man,Iron Man,Second attempt,2,"We had no issues having trench cards for twist and strikes so the wound stack was not close to empty. We could just never draw enough strikes to hit Doom. Several turns where we had 8, one strike away.",,
