Pod,Setup,Rank,Points Earned,Total Points,Name(s),"Victory
Pile 1","Victory
Pile 2","Total
VP",Win?,,Turns,,Escaped Villains,,Points per Turn,,Total Rank Points,,VP Difference,Bystanders Rescued,Cards Undercover,Cards Left in Villain Deck,,,,,,,Attempt 1 Hero Choices,,Attempt 2 Hero Choices,,Attempt Submitted,Fun Level,Comments,Results Of Week:
,,5,(+7),10,Gambit34 & Rogue,42,30,72,1st,Yes (5.5),9th,33 (2),1st,0 (8.5),3rd,2.182 (8),24,,12,3,0,3,2,2,1,0,0,8,Iceman,Thing,Iceman,Thing,Second attempt,4,Fun scheme and so sad when the power hero cards had no chance of being bought due to an “explosion”!,
,,6,(+6),10,Bakerybum,38,25,63,1st,Yes (5.5),6th,31 (4),5th,1 (5),6th,2.032 (5),19.5,,13,4,0,1,1,5,3,0,0,10,Iron Man,Cyclops,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,This was a fun setup. I like this scheme. You need to recruit fast in order to stay ahead of the destroyed HQ spaces. Iron Man w Cyclops and Thor made for some powerful hands.,
,,7,(+5),8,Blunkster & allison095,37,23,60,1st,Yes (5.5),5th,30 (6),8th,3 (3),7th,2 (4),18.5,,14,2,0,1,2,4,4,0,0,11,Hulk,Mr. Fantastic,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,,
,,8,(+4),9,LeMansDroptop,26,21,47,1st,Yes (5.5),1st,27 (9.5),10th,10 (1),10th,1.741 (1),17,,5,1,0,0,4,6,4,0,0,14,Hawkeye,Mr. Fantastic,Colossus,Emma Frost,Second attempt,4,The two games were so close to each other.  Played this scheme recently and got absolute gobsmacked.  It was refreshing to win twice with different heroes.,
,,9,(+3),7,Cubbiesnextyr & Wife,24,48,72,1st,Yes (5.5),10th,38 (1),5th,1 (5),8th,1.895 (3),14.5,,24,5,0,2,2,1,0,0,0,5,Black Widow,Hulk,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"I enjoyed this setup, and luckily 2 of the scheme twists were on the bottom of the deck.  We need to figure out how to get ramp up our attacks faster, it seems we're always coming down to the last couple of cards in the villain deck.",
,,10,(+2),7,BigDongWilliam,23,31,54,1st,Yes (5.5),6th,31 (4),9th,5 (2),9th,1.742 (2),13.5,,8,5,0,2,3,2,3,0,0,10,Iron Fist,Thing,Iron Fist,Thing,Second attempt,5,I really enjoy simple setups with lots of synergy.   I really liked the wound generation and trying to play around it.,
,,11,(+1),5,thablackknight1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
37,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
