Pod,Setup,Rank,Points Earned,Total Points,Name(s),"Victory
Pile 1","Victory
Pile 2","Total
VP",Win?,,Turns,,Escaped Villains,,Points per Turn,,Total Rank Points,,VP Difference,Bystanders Rescued,Cards Undercover,Cards Left in Villain Deck,,,,,,,Attempt 1 Hero Choices,,Attempt 2 Hero Choices,,Attempt Submitted,Fun Level,Comments,,Results Of Week:
40,Mental Organism Destined to Own a Kaleidoscope,1,(+10),29,Bikk Bikk,49,19,68,1st,Yes (6),3rd,23 (8),1st,0 (6.5),1st,2.957 (10),30.5,,30,1,0,3,4,8,1,1,0,17,Nightcrawler,Spider-Woman,Groot,Spider-Woman,Second attempt,4,"First game I wanted Nightcrawler to teleport to trigger super powers but it just developed very slowly, and switching to Groot helped manage the recruit side of MODOK much better so I'm going to submit the second game. 

Player one went with a variety of cost deck, focusing on Iron Fist, Groot, and No-Name. Player two went with a spider-friends deck, featuring Scarlet Spider and Spider-Woman.
Player one's deck thinned quickly with no-name and early cytoplasm spikes. One turn I had six different cost cards and Iron Fist just went off. So that was a winning combination.
Player two's deck didn't thin quick enough to prove super effective, but managed the city well enough. I was hoping Spider-Woman would help to set up feasts and it worked alright but didn't get consistent attack or recruit to do severe damage to MODOK or the deck. 

Rating this a 4 because this second game went so smoothly it was a bit boring, overall. But the combinations were fun to find, like Scarlet Spider's Rare ""Sting of the Spider"" and Spider-Woman's ""Radioactive Spider"" which forces you to put a card on top of your deck, which would just come back to my hand. ",,
,,2,(+9),27,energythief,37,27,64,1st,Yes (6),1st,22 (9.5),1st,0 (6.5),3rd,2.909 (8),30,,10,1,0,3,1,7,5,1,0,17,"Joe Fixit, Grey Hulk",Wolverine (X-Force),I did not make a second attempt.,I did not make a second attempt.,First attempt,4,My plan to balance recruit and attack worked out well! I always had a use for extra stars - either clearing shards or defeating MODOK’s transformed side.,,
,,3,(+8),27,Swagolas,29,52,81,1st,Yes (6),6th,28 (4.5),1st,0 (6.5),4th,2.893 (7),24,,23,1,0,1,3,4,0,1,0,9,"Joe Fixit, Grey Hulk","Miek, the Unhived","Joe Fixit, Grey Hulk","Miek, the Unhived",Second attempt,5,"I really liked this game! The feasts came out great almost every time, had pretty good decks pretty quickly. My strategy was to build recruit-heavy decks so I can buy all the shards from the MM, recruit a lot of heroes and bribe the villains with recruit points. It came out pretty awesome, in the second game I was able to hit the MM 4 times in one turn, that was easily the highlight of both games. Scarlet Spider's 6-costs and Iron Fist's 3-costs were the MVPs for me.",,
,,4,(+7),24,ItStartsWith1,54,19,73,1st,Yes (6),4th,25 (7),9th,1 (2),2nd,2.92 (9),24,,35,2,0,2,4,5,3,0,0,14,"Joe Fixit, Grey Hulk",She-Hulk,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,"I agonized over what heroes to pick for this, and there were a lot to choose from. Sometimes, though, it ends up all being moot. She-Hulk and Grey Hulk were fine choices (though Joe barely showed), but Iron Fist and Brood Queen did all the work. Left hand was just a beast, recruiting both “Living Weapon” and “World-Spanning Hunger”; combined with all the Feast, it didn’t take long after that to bring M.O.D.O.K. down. If it wasn’t for that one pesky Jigsaw that got away…",,
,,5,(+6),23,Minos_griffin & Phryne,24,33,57,1st,Yes (6),1st,22 (9.5),1st,0 (6.5),9th,2.591 (2),24,,9,2,0,2,2,8,6,0,0,18,Domino,Elektra,Domino,Elektra,First attempt,3,It was an interesting game but using iron fist and a versatile hero  against modok made the whole game too easy.,,
,,6,(+5),22,Mangostrike,42,33,75,1st,Yes (6),6th,28 (4.5),1st,0 (6.5),5th,2.679 (6),23,,9,1,0,3,2,4,1,1,0,11,Gamora,Groot,Groot,Gamora,First attempt,4,"First game showered me in shards to the point I was having to spend them to avoid the loss condition. Recruit was an issue because of all the Feast and KO. Tried to address that in the second game, but at least 30% of the hero cards were all Brood Queen, no shard play lead to a slower win. 

Would have liked to try Noghtcrawler/Wolverine(XF) or Gladiator Hulk/Angel for a change of pace.",,
,,7,(+4),23,Cobrawarrior521 & Mackirev9,38,33,71,1st,Yes (6),5th,27 (6),1st,0 (6.5),8th,2.63 (3),21.5,,5,1,0,2,2,3,3,0,0,10,Black Cat,"Joe Fixit, Grey Hulk",Black Cat,"Joe Fixit, Grey Hulk",Second attempt,2,N/A,,
,,8,(+3),20,jorisc3213,40,40,80,1st,Yes (6),8th,30 (3),1st,0 (6.5),6th,2.667 (5),20.5,,0,2,0,1,1,2,3,0,0,7,Elektra,Spider-Woman,Elektra,Spider-Woman,Second attempt,4,"Once we got the strategy of focusing on recruit power and using the shards for attack, the game was more comfortable.",,
,,9,(+2),20,sword'n'sorcery,45,50,95,1st,Yes (6),9th,38 (2),1st,0 (6.5),10th,2.5 (1),15.5,,5,2,0,1,1,0,0,0,0,2,Groot,Korg,Spider-Woman,Gamora,Second attempt,3,"Had some really bad luck with the cytoplasm spikes in my second game. 6/10 KOd recruit heroes. By turn 25 or so I reliably had over 10 attack in each hand, but MODOK was stuck on the side where you can only fight with recruit. I wasn't drawing Master Strikes but I did keep drawing Scheme Twists, so MODOK would end up with 15 or 16 attack that I could only get with recruit. I bought the shards off of him, but then I couldn't use them to fight him. Gr. I'm really curious what other heroes other players picked. I tried two totally different strategies in each game, and neither of them really paid off (the bad draws didn't help either). What eventually worked for me was to have lots of recruit in my hand and then tons of shards in the supply. There's got to be a better combo.
(Also, Unite the Shards is one of my favorite schemes. So that brought the experience up to a 3/5)",,
,,10,(+1),17,RedRutan,39,40,79,10th,No (1),10th,30 (1),10th,2 (1),7th,2.633 (4),7,,1,2,0,1,2,3,0,0,0,6,Punisher,Star-Lord,Iceman,Professor X,First attempt,4,That was a challenge! Two twists in a row near the end of the game is just brutal.,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,The Life Aquatic with Heinz Zemo,1,(+10),27,david-h11,34,47,81,1st,Yes (5.5),1st,24 (8.5),1st,0 (8.5),1st,3.375 (9),31.5,,13,28,0,4,8,9,1,1,0,23,Captain America (Falcon),"Steve Rogers, Director of S.H.I.E.L.D.",I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"Very fun setup, had two small hands between all the extra chances to hit henchmen and steve rogers' uncommon",,
,,2,(+9),26,jpilger,21,55,76,1st,Yes (5.5),1st,24 (8.5),4th,3 (4),2nd,3.167 (8),26,,34,16,0,1,8,6,1,1,0,17,Corvus Glaive,Winter Soldier,Corvus Glaive,Winter Soldier,Second attempt,4,"After a miserable first game with twists fateful resurrection filling up the escape pile without me ever getting either of my hands a decent engine, I was pretty sure I was going to be reporting a rare loss.  I'm not a fast player, but I can usually get one of my hands a decent enough engine to win again non-epic masterminds.  My second game was like a song.  I had my right hand down to 3 agents from my opening hand with some wise KOing off of Cape-killers reentering the city on fateful resurrection.  I had the 7 Winter Soldier, the 7 Wiccan and all the rest were Captain America cards for awesome drawing and man out time-ing.  Once the 6-cost cap started rescuing bystanders, Zemo fell pretty quickly.  My left hand got one Zemo kill with the 8-cost Thanos too.  Fun times being able to recruit and actually use the big cost cards.",,
,,3,(+8),25,Gambit.n.rogue,38,65,103,1st,Yes (5.5),7th,35 (3),3rd,2 (7),3rd,2.943 (7),22.5,,27,18,0,1,8,2,2,0,0,13,Peter Parker,Black Swan,Peter Parker,Black Swan,Second attempt,4,"Defeating villains was difficult, but if we knew what the top card of the villain deck was, we tried to take out as many villains as we could. Dang Fateful Resurrection! Fun times!",,
,,4,(+7),24,fredo_ud,39,51,90,1st,Yes (5.5),6th,34 (4),1st,0 (8.5),6th,2.647 (4),22,,12,15,0,4,8,1,1,0,0,14,Black Swan,"Steve Rogers, Director of S.H.I.E.L.D.","Steve Rogers, Director of S.H.I.E.L.D.",Black Swan,First attempt,3,It was a good game 1. Game 2 was rough and it really showed me how this scheme is nasty. Certain turns attack was meaningless. Thankfully the Black Swan rare showed up early and was able to manipulate the top of the deck enough to go for the win.,,
,,5,(+6),23,gscrap,58,27,85,1st,Yes (5.5),4th,29 (6),4th,3 (4),4th,2.931 (6),21.5,,31,19,0,0,8,4,4,0,0,16,Captain Marvel,Daredevil (Iron Fist),Captain Marvel,Daredevil (Iron Fist),Second attempt,3,"This was rough, but exhilarating.  The first game I got absolutely wrecked by the Scheme-- at the end of turn 14, I had zero cards in both victory piles and I played most of the game one escape away from losing, but I managed to pull it off (didn't help that I accidentally had one too many Twists in the deck...).  Second game went better, but basically along the same lines...and I lost out on some points and gave away an extra escape just because I managed to pull all four Shapeshifted Copycats.  Ah well.",,
,,6,(+5),23,CoreyG,24,51,75,1st,Yes (5.5),3rd,28 (7),4th,3 (4),5th,2.679 (5),21.5,,27,10,0,1,8,3,4,0,0,16,Captain America (Falcon),Hercules,Captain America (Falcon),Black Swan,First attempt,3,"Interesting setup! Was unique how the heroes selected, Mastermind, and Scheme synergized with each other, particularly with Bystanders and KO-ing them. Was unique to include Thanos who benefits from KO-ed Bystanders when other elements of the setup help KO them. I picked Captain America (Falcon) and Hercules because they both helped get Bystanders (which would be essential for Savior and Baron Zemo), and they were both Avengers which gave additional benefits to Baron Zemo Mastermind Tactics. The decks didn't feel the most satisfyingly synergistic, but they functioned well enough to get enough Bystanders for both decks to maintain Savior and avoid wounds from Baron Zemo's Master Strikes. This Scheme was a reminder of how BRUTAL and demoralizing Fateful Resurrection can be. It's devastating to have a full city and be unable to clear it because a ST or MS is on the top of the villain deck with no means of clearing it. The only reprieve was luckily timed Master Strikes (while having rescued Bystanders) which didn't add a villain to the city, or early Scheme Twists before villains had been defeated. Out of curiosity, I tried a second game with Black Swan instead of Hercules with the hope that she would help manage the top of the Villain Deck and Fateful Resurrection. It ended up not mattering, was clunky, and it helped me realize how important Hercules split card (which lets you get 3 fight for discarding a card) was at managing the city. In game 2, I struggled to reliably generate enough fight to manage the city. Game 2 also got wrecked by ""rescuing"" 2 Shapeshifter Copycat bystanders which pushed villains out of the city. Not my favorite game, but I appreciate the creativity of the setup and how different elements interacted with bystanders.",,
,,7,(+4),20,Joebro6616,29,24,53,1st,Yes (5.5),5th,30 (5),4th,3 (4),8th,1.767 (2),16.5,,5,5,0,3,5,4,2,1,0,15,Black Swan,"Captain America, Secret Avenger",I did not make a second attempt.,I did not make a second attempt.,First attempt,3,"Ha kept filling up towards the end of the game due to the fateful resurrection keyword,I’ll try it again with different heroes",,
,,8,(+3),20,WarpedPoodle,51,27,78,1st,Yes (5.5),8th,36 (2),4th,3 (4),7th,2.167 (3),14.5,,24,13,0,0,8,4,0,0,0,12,Captain America (Falcon),"Captain and the Devil, The",Captain America (Falcon),"Captain and the Devil, The",First attempt,5,"I was surprised to find Thanos was actually very strong to use in this game.  With lots of bystanders it was ideal for him to KO a few now and then!
The Captain and the Devil worked really well with the other Captain America cards.  The standard Captain America ""get X for each Hero Class you have"" pairs perfectly with Spectrum.
My previous game was with Mastermind - Poison Thanos, and was really hard, so it was a welcome change to have Baron Heinrich Zemo who is a total pinyata :)",,
,,9,(+2),18,Travjon,10,9,19,9th,No (1),9th,23 (1),9th,6 (1),9th,0.826 (1),4,,1,5,0,2,8,5,3,1,0,19,Captain America (Falcon),Hercules,Captain America (Falcon),Hercules,First attempt,1,"Those two matches may have been the worst matches I have ever played. I couldn't get my decks going because of wounds, I didn't have a great HQ, and I couldn't defeat villains because of fateful resurrection. I'm curious if anyone will win this match because it was absolutely brutal for me.",,
,,10,(+1),18,Ceej,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Kree Checking,1,(+10),26,Jinjoz,60,40,100,1st,Yes (5.5),1st,27 (10),1st,0 (6),2nd,3.704 (9),30.5,,20,13,0,4,4,3,2,3,0,16,Cyclops,Storm,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"Really simple game but the hero setup lead to a lot of really big turns. Storm's Spinning Cyclone was a game changer and all my heroes dished out a ton of damage and recruit - Thor's Odinson and Cyclops's Determination for Recruit, Hulk's common and Groot for attack. Overall the game went really smoothly ",,
,,2,(+9),25,PragmaticSquid,87,36,123,1st,Yes (5.5),7th,33 (3.5),1st,0 (6),1st,3.727 (10),25,,51,19,0,1,2,0,0,3,0,6,Black Widow (Avengers),Iron Man,Black Widow (Avengers),Iron Man,Second attempt,4,The core heroes have a simplified fun factor to them.  It was fun getting back to basics.  The Black Widow engine certainly over-powers any scheme that ups the bystander count.,,
,,3,(+8),24,eventhorizon0121,51,19,70,1st,Yes (5.5),2nd,29 (8),1st,0 (6),7th,2.414 (4),23.5,,32,13,0,2,3,5,4,4,0,18,Black Widow (Avengers),Rogue,Black Widow (Avengers),Rogue,First attempt,3,"Our first attempt featured a lot of KO. With the Rogue Uncommon copying either the Black Widow Uncommon or the Thor Rare, I had one hand that dominated while the Hulk hand didn't get much traction. My second game was more even, but Black Widow didn't show up in the HQ until the last few turns and there was much less KOing and so it went slower. ",,
,,4,(+7),27,Ocs333,49,65,114,1st,Yes (5.5),7th,33 (3.5),1st,0 (6),3rd,3.455 (8),23,,16,17,0,1,0,0,1,1,0,3,Gamora,Black Widow (Avengers),Black Widow (Avengers),Gamora,First attempt,4,"Thought that Women of Vormir (Gamora and Widow) will make this trivial due to bystander and shard synergies. They did help, still both games went long. Second had a nice widow deck in the end. 8 cards and 20 bystanders. Unfortunately one guy got away. (I blame it on the master strike canceling 2-3 consequitve turns in early mid game) Both games had similar score and turn number in the end. First was wound heavy with bit more constant damage. Second got built up in the end with the red widow /gamora and the green Hulk/Groot hand with some of Thor. Codename: T(h)reevengers.  (Keeping an eye out for focusing one hand on hydra villains was important to increase VP. ) ",,
,,5,(+6),19,Keeblerpowell,46,48,94,1st,Yes (5.5),6th,32 (5),1st,0 (6),5th,2.938 (6),22.5,,2,23,0,1,0,2,0,0,0,3,Storm,Star-Lord,Rocket Raccoon,Star-Lord,Second attempt,4,my first game was very bad. I made hero changes and it got much better.,,
,,6,(+5),20,Chapmaca7,26,64,90,1st,Yes (5.5),2nd,29 (8),10th,1 (1),4th,3.103 (7),21.5,,38,23,0,1,2,4,2,3,0,12,Black Widow (Avengers),Hawkeye,Black Widow (Avengers),Hawkeye,First attempt,4,First time playing against Supreme Intelligence and Kree Starforce. Haven’t used core heroes for some time so glad to use them again. Had Hawkeye and Black Widow rares which helped in the last few rounds to clear villains and Mastermind.,,
,,7,(+4),20,Hendrek,33,38,71,1st,Yes (5.5),5th,31 (6),1st,0 (6),8th,2.29 (3),20.5,,5,8,0,2,0,2,2,4,0,10,Rocket Raccoon,Gamora,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,Shards are always fun.  Set up Hulk smash for player 1 and shard accumulation (primarily Gamora) for player 2.,,
,,8,(+3),21,BN322,32,29,61,1st,Yes (5.5),2nd,29 (8),1st,0 (6),10th,2.103 (1),20.5,,3,9,0,3,3,7,4,0,0,17,Cyclops,Storm,Wolverine (X-Men),Storm,Second attempt,3,Thanks for running this,,
,,9,(+2),18,elongatedman7212,56,41,97,1st,Yes (5.5),9th,39 (2),1st,0 (6),6th,2.487 (5),18.5,,15,8,0,0,0,0,0,0,0,0,Captain America,Wolverine (X-Men),Captain America,Wolverine (X-Men),Second attempt,3,Glad I got a second play in. More turns but no escapes.Wolverine and Hulk didn't mesh as well as I hoped.,,
,,10,(+1),17,sethlikespizza,30,56,86,1st,Yes (5.5),10th,40 (1),1st,0 (6),9th,2.15 (2),14.5,,26,15,0,0,0,3,1,1,0,5,Black Widow (Avengers),Storm,Black Widow (Avengers),Storm,First attempt,5,Black Widow and Storm were born for this scheme and were a lot of fun to use. It was nice to play a setup with mostly core heroes and felt like a good balance of a luck/skill scheme.,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Wilson's Disks,1,(+10),25,Cglied,52,19,71,1st,Yes (5.5),1st,26 (10),1st,0 (5.5),2nd,2.731 (9),30,,33,1,0,2,7,3,3,1,0,16,Domino,Darkhawk,Domino,Darkhawk,First attempt,4,"I really liked this setup. Spent a lot of time analyzing my hero choices before going with Darkhawk and Domino for a hyperspeed strategy. Not my favorite style of play, but I think it worked out ok this time. I dedicated one hand to those 2 plus quicksilver and the other side stuck with Nightcrawler and Korg. Got pretty lucky in the HQ for game 1 and ended up with Darkhawk's rare and Domino's uncommon by turn 5. I was on easy street the rest of the way with just about every other Player 1 turn making a big number in attack and/or recruit via hyperspeed and with so much Bribe to fight it didn't matter which.
Game 2 was a lot less favorable. The Master Strikes were especially painful in that they replaced several solid hands with a bunch of starter garbage. ",,
,,2,(+9),24,Grey Warden,55,34,89,1st,Yes (5.5),2nd,27 (8.5),1st,0 (5.5),1st,3.296 (10),29.5,,21,5,1,2,4,3,2,2,0,13,Angel,Colossus,Angel,Colossus,First attempt,3,"Very quick games. I played both in just under an hour lol I hoped my second game would go better because I barely saw any Colossus or Angel the first game, but when I reached turn 28 and got my first escape, I knew I was submitting my first attempt and just stopped right there lol",,
,,3,(+8),23,jiggliestpuff,57,10,67,1st,Yes (5.5),2nd,27 (8.5),1st,0 (5.5),6th,2.481 (5),24.5,,47,2,1,1,2,7,5,0,0,15,Domino,Darkhawk,Domino,Darkhawk,First attempt,4,"In game one I focused on Darkhawk and Domino's tech cards supporting each other, and game two I focused on hyperspeed with instinct in one deck and strength in another. Funny enough, both games had the same exact victory point total and turn count, but there was an escape in game two from getting a couple of Streets of NY guys out in a row at the start. I did get to have Quicksilver's rare go off and go through my whole deck though, and that's always very satisfying.",,
,,4,(+7),22,Cubbiesnextyr & Wife,36,48,84,1st,Yes (5.5),6th,31 (4.5),1st,0 (5.5),3rd,2.71 (8),23.5,,12,2,6,2,3,4,3,0,0,12,Agent Phil Coulson,Punisher,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"This is the 3rd time I've played the Subjugate with Obedience Disks scheme but it's my first victory, so that was good.  We had 5 scheme twists come out fairly early, and by the end we had 8 of them out with twice getting back-to-back twists.  I think I did a pretty good shuffling, so I think it was just a quirk of the deck.  Used Agent Coulson because he's a fave of mine, and Punisher helped clear out some of starters which allowed the Bribe to be used pretty effectively against Kingpin.  All-in-all, a fun game.",,
,,5,(+6),25,wingedcrusader,25,45,70,1st,Yes (5.5),5th,29 (6),1st,0 (5.5),7th,2.414 (4),21,,20,1,2,2,4,6,2,1,0,15,She-Hulk,Angel,She-Hulk,Angel,First attempt,4,"Ahhh man I had a fun run the 2nd time, but I had 4 escapes.  Not sure if I should have submitted the second one anyways as that one was won in 22 turns, but either way super fun!",,
,,6,(+5),19,JB007,16,51,67,1st,Yes (5.5),4th,28 (7),1st,0 (5.5),8th,2.393 (3),21,,35,7,0,1,3,4,6,0,0,14,Wolverine (X-Force),Angel,I did not make a second attempt.,I did not make a second attempt.,First attempt,2,The decision to skip MK heroes really hit the master strikes hard. Had some annoying dead turns. 28 turns was pretty high. The last game really brought my score for this tournament down. I should have replayed last weeks game because of it…,,
,,7,(+4),20,zombiegamer5,23,61,84,1st,Yes (5.5),8th,32 (2.5),1st,0 (5.5),4th,2.625 (7),20.5,,38,2,2,2,3,3,1,0,0,9,Blade,Punisher,I did not make a second attempt.,I did not make a second attempt.,First attempt,2,"It may have just been bad luck on my part, but this scheme was quite hard to deal with. I unfortunately managed to get hit with several scheme twists early in the game which made buying cards quite difficult. It was compounded by two hero rares that clogged up the HQ for the entire game. Korg ended up being useless, I never found a good synergy with the other heroes and he never transformed his cards.
This game was familiar since I played against Kingpin using the Mandarin's Rings last tournament as well. I used Punisher then too to good effect. I only had one Master Stike hit without a Marvel Knight to deflect it, but when it did hit the turn was useless. Overall not bad, but the inability to recruit didn't feel good. The only saving grace was the bribe mechanic so my recruit points could be used for something at least.",,
,,8,(+3),18,Gideon Wyatt & Mrs. Gideon Wyatt,20,72,92,1st,Yes (5.5),10th,37 (1),1st,0 (5.5),5th,2.486 (6),18,,52,0,0,0,2,1,1,0,0,4,She-Hulk,Darkhawk,She-Hulk,Amadeus Cho,First attempt,1,Heroes did not jive. Spent more time shuffling and not recruiting than anything else.,,
,,9,(+2),14,SharkNate-O & onthegeniusofsamrockwell,30,38,68,1st,Yes (5.5),6th,31 (4.5),1st,0 (5.5),9th,2.194 (2),17.5,,8,2,0,1,2,6,2,0,0,11,"Joe Fixit, Grey Hulk",Elektra,"Joe Fixit, Grey Hulk",Elektra,Second attempt,4,"The first game went really bad with the villain deck getting front loaded with scheme twists. One players' deck took longer to come together. Well, we thought the second game could not be worse. We play the second one, and as fate would have it, BOOM! Literally the TOP THREE cards are all scheme twists. I thought I was dreamin'. Somehow though we pulled off a better game in the second, however.",,
,,10,(+1),15,Ironclad4521,41,28,69,1st,Yes (5.5),8th,32 (2.5),1st,0 (5.5),10th,2.156 (1),14.5,,13,2,0,0,3,5,3,0,0,11,Daredevil (Marvel Knights),"No-Name, Brood Queen",Daredevil (Marvel Knights),"No-Name, Brood Queen",Second attempt,3,"I took BTs advice and choose two heroes that I thought would work and then assessed their cohesiveness by separating the hero deck into sides to check synergy.... bit laborious but boy did it work. Recruited some officers early to offset the ""discs"" and with bribe KP was a sitting duck.",,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Demons in the Outfield,1,(+10),24,brentmcampbell,27,56,83,1st,Yes (5.5),1st,23 (10),2nd,2 (9),1st,3.609 (10),34.5,,29,7,0,1,3,11,5,1,0,21,Wolfsbane,Mr. Fantastic,Wolfsbane,Mr. Fantastic,Second attempt,5,"Probably the most palatable version of Superhuman Baseball possible. Also, I think this setup made me realize that I have been underrating Wolfsbane. She kicked butt in this game.",,
,,2,(+9),23,DrPolygon,52,32,84,1st,Yes (5.5),4th,28 (6.5),3rd,3 (7.5),3rd,3 (8),27.5,,20,4,0,2,1,5,2,1,0,11,Darkhawk,Quicksilver,Darkhawk,Quicksilver,Second attempt,4,I had a lot of fun playing this setup. Thank you!,,
,,3,(+8),17,Babybreloom,33,24,57,1st,Yes (5.5),2nd,25 (8.5),1st,1 (10),9th,2.28 (2),26,,9,6,0,2,4,13,2,0,0,21,Speed,Quicksilver,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,Had some great luck with my scheme twists. 3 of them flipped locations and one flipped a master strike with no one on 3rd. All the hero KO options really helped with the hyperspeed build.,,
,,4,(+7),20,Scootsmagoots1986,65,39,104,1st,Yes (5.5),7th,31 (4),6th,5 (4),2nd,3.355 (9),22.5,,26,9,0,3,1,3,1,0,0,8,Captain Carter,Star-Lord T'Challa,Captain Carter,Star-Lord T'Challa,Second attempt,4,This was a fun one. I think the location villains helped to balance out not having two locations in the city for villains to move to. The rival overlords were a cool villain group. I like that they got weaker with every other rival overlord on the board. I got smoked in the first game because of the luck of the draw in the villain deck. But the second game was way more balanced. Captain Carter hits hard!,,
,,5,(+6),20,Greywadejokis,42,26,68,1st,Yes (5.5),2nd,25 (8.5),9th,6 (1.5),5th,2.72 (6),21.5,,16,13,0,1,2,7,3,0,0,13,Apocalyptic Black Widow,Darkhawk,Apocalyptic Black Widow,Darkhawk,First attempt,4,Interesting scheme,,
,,6,(+5),20,Kb_Driven,48,56,104,1st,Yes (5.5),10th,35 (1),3rd,3 (7.5),4th,2.971 (7),21,,8,12,0,0,0,2,0,0,0,2,Darkhawk,Apocalyptic Black Widow,Darkhawk,Mr. Fantastic,Second attempt,3,A win is a win.,,
,,7,(+4),17,coldvein & raja0629,34,45,79,1st,Yes (5.5),6th,30 (5),6th,5 (4),6th,2.633 (5),19.5,,11,8,0,1,4,4,2,1,0,12,Mr. Fantastic,Mirage,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,Pretty fun.  We had a slow start but finally was able to put some good combos together late.  Didn't have time to play again.,,
,,8,(+3),16,thablackknight1,37,45,82,1st,Yes (5.5),8th,32 (3),5th,4 (6),7th,2.563 (4),18.5,,8,8,0,0,0,4,1,0,0,5,Human Torch,Mr. Fantastic,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,Setup was awesome. Tons of pressure and had to think differently about how to setup hands. Game went long due to extra villain group but was able to stop the escapes and got lucky with the location showing up on twist. Thanks for the awesome pod!,,
,,9,(+2),15,caseystahl1125,58,23,81,1st,Yes (5.5),9th,33 (2),6th,5 (4),8th,2.455 (3),14.5,,35,3,0,2,6,5,0,1,0,14,Darkhawk,Mr. Fantastic,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"It started off rough with 5 villians scoring early while taking bystanders with them as they escaped. BUT I rebounded!
Darkhawk is my favorite character of all time. I recruited his rare early and was able to win woth Hyperspeed. I didn't have time for a second match , but I would have substituted Mr. FANTASTIC for War Machine. However... Mr Fantastic did finish off Hood with Ultimate Nullifier. Im just mad I left points on the table as the Hoods Warehouse Tactic remained a location.",,
,,10,(+1),8,Freeclint,21,33,54,1st,Yes (5.5),4th,28 (6.5),9th,6 (1.5),10th,1.929 (1),14.5,,12,5,0,2,3,6,4,0,0,15,Speed,Quicksilver,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,I've always hated this scheme.  My son decided to join me and had never experienced superhuman baseball.  He had the instinct deck as player 1 and really helped control the city / field.  I had the strength / tech deck and got in more big turns.  I'll be happy to move this scheme to my completed schemes pile and never look at it again!  Thanks for making this setup play-able!  I'm amazed you pulled that off.,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,I Prey the Stones My Soul to Keep,1,(+11),21,ggyppt,29,43,72,1st,Yes (7),3rd,25 (9),1st,0 (10.5),4th,2.88 (8),34.5,,14,5,0,1,4,5,4,0,0,14,Bruce Banner (MCU),M,Bruce Banner (MCU),M,Second attempt,4,I really enjoyed the decks that I ended up with. I had a wound based Bruce/Torch deck that did solid and a odd-cost M/Wanda & Vision deck that popped off,,
,,2,(+10),23,Lasombra81,46,22,68,1st,Yes (7),2nd,24 (10),1st,0 (10.5),5th,2.833 (7),34.5,,24,2,0,0,5,5,3,0,0,13,Invisible Woman,Multiple Man,Invisible Woman,Multiple Man,First attempt,4,Game 1 I had no rares show up in the HQ.,,
,,3,(+9),21,Drewfusmcge,28,31,59,1st,Yes (7),1st,21 (11),3rd,1 (7.5),6th,2.81 (6),31.5,,3,3,0,3,4,6,6,0,0,19,Invisible Woman,Mr. Fantastic,Invisible Woman,Mr. Fantastic,First attempt,3,"Not a lot of VP but 21 turns is hella fast. Got lucky with the tactic order and got some decent Human Torch and Mr. Fantastic going early, with few twists ocurring. That one escape will hurt though I'm sure, but my second attempt was far worse lol.",,
,,4,(+8),21,Pyromagnus & shoshielynn,54,37,91,1st,Yes (7),4th,26 (7.5),8th,3 (3.5),1st,3.5 (11),29,,17,13,0,1,5,2,2,1,0,11,Doctor Strange (MCU),Stepford Cuckoos,Doctor Strange (MCU),Stepford Cuckoos,Second attempt,5,"What a set up! The Stones kept me on my toes the whole time with the combo of Stonekeeper and Soul Stone going off first game while the Sentinels kept it powered up. First time with Prey and it was a lot more fun than I thought it could be with all of the strategy in picking who gets what on ties.

Excellent set up, best Pod I've had all tourney",,
,,5,(+7),20,Dre 2 point 0,74,37,111,1st,Yes (7),9th,36 (3),3rd,1 (7.5),2nd,3.083 (10),27.5,,37,25,0,0,2,1,0,0,0,3,Spider-Woman,Thing,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"Some really clever interactions in this setup! The better hand focused on Wanda's interactions with odd-cost cards. The other hand focused on getting cards with higher attack and recruit values to bump up Black Cat's Pickpocket, although that ended up working better for the Wanda deck with Vision's phasing abilities, especially having their rare card. She pickpocketed 12 attack one time that way! Human Torch ruined things a little by filling the other deck with wounds, on top of the wounds coming from Lady Deathstrike every time she Preyed. I counted 7 or more wounds in that deck and once healed to KO 4 of them! I must have hit her Cybernetic Healing Factor tactic 5 or 6 times too. Overall, it was a great game for me.",,
