Pod,Setup,Rank,Points Earned,Total Points,Name(s),"Victory
Pile 1","Victory
Pile 2","Total
VP",Win?,,Turns,,Escaped Villains,,Points per Turn,,Total Rank Points,,VP Difference,Bystanders Rescued,Cards Undercover,Cards Left in Villain Deck,,,,,,,Attempt 1 Hero Choices,,Attempt 2 Hero Choices,,Attempt Submitted,Fun Level,Comments,Results Of Week:
,,9,(+2),2,heyjudeboardgames,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,10,(+1),1,Kal-el,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"High Stakes, Low Morals",1,(+11),11,CK,95,18,113,1st,Yes (6.5),2nd,23 (10),1st,0 (8),1st,4.913 (11),35.5,,77,31,17,3,5,5,5,0,0,18,Mockingbird,Jean Grey,Mockingbird,Jean Grey,First attempt,5,"Fun game. I went with Jean Grey to take advantage of Hidden Witnesses, and Mockingbird for extra undercover shenanigans. I wasn't sure how the scheme would affect things, but it really swung the games.

My first game I got a few good Jean Grey cards by winning blackjack, and that hand ended up carrying the game. The second hand never got started. My second game the Mastermind got a 21 on 3 out of 4 blackjack games, then beat my 19 with a 20 on the 5th twist :(  The game wasn't going well before I lost either.",
,,2,(+10),10,Extra Cheese & Pizza,18,57,75,1st,Yes (6.5),1st,18 (11),1st,0 (8),2nd,4.167 (10),35.5,,39,9,9,2,5,8,5,0,0,20,Forge,Nightcrawler,Nightcrawler,Forge,First attempt,5,"Extra cheese for all but one gamble attempt and proceeded to win every single one except their last. Pizza had one gamble attempt and lost. Pizza became money person to buy the hidden witnesses so that deathlok phil coulson Extra cheese could pummel everything away. 

“I love gambling” -Extra cheese",
,,3,(+9),9,Jean-Sébastien & Geneviève,35,62,97,1st,Yes (6.5),5th,28 (7),1st,0 (8),3rd,3.464 (9),30.5,,27,13,17,2,2,4,5,0,0,13,Wolverine (X-Force),Forge,Wolverine (X-Force),Forge,Second attempt,4,"We tried to get Morbius going on with red cards and Wolverine, but it never really worked. Black deck did his thing and we got lucky on 2 blackjack hands.",
,,4,(+8),8,Yeeches,32,52,84,1st,Yes (6.5),4th,26 (8),1st,0 (8),4th,3.231 (8),30.5,,20,9,15,3,2,7,3,1,0,16,Elektra,Mockingbird,Elektra,Mockingbird,Second attempt,3,Fun set up and I really enjoyed my heroes. Managed to make a nice Spidey / Elektra / Morbius deck that cleaned the board in game 2. First game ended suddenly with a twist right before I could finish it. Shield Level was a fun approach even though the set up did not help directly.,
,,5,(+7),7,evilspacecow & son,34,54,88,1st,Yes (6.5),6th,29 (6),1st,0 (8),6th,3.034 (6),26.5,,20,6,10,2,5,4,2,0,0,13,Angel,Iron Fist,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Enjoyed the Blackjack part of the scheme. Probably should have focused more on building damage earlier to have less rounds. Villains were not a problem at all, managed to keep them under control. My son had never played with Undercover before and he loved being able to send lots of cards undercover.",
,,6,(+6),6,Blade_Omicron,51,29,80,1st,Yes (6.5),3rd,25 (9),8th,1 (3.5),5th,3.2 (7),26,,22,7,13,3,4,6,3,1,0,17,"Blade, Daywalker",Elsa Bloodstone (Marvel Knights),I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"Blackjack is always fun. I often play 3-handed games with my Twins, and we have never won Blackjack. Solo-2 Player was really good. I thought about using more Shield heroes to play with, but chose Blade and Elsa and they worked fairly well. Great start to a new Tourney! Thanks!",
,,7,(+5),5,dontfeedthegreen,54,29,83,1st,Yes (6.5),7th,30 (5),1st,0 (8),7th,2.767 (5),24.5,,25,11,5,1,3,5,4,0,0,13,Daredevil Noir,Elektra,Forge,Domino,First attempt,3,"P2 had a good thin Covert deck with lots of Recruit. P1 had a Spider-Man Noir deck with very little, but managed a couple of hits when there were no HWs around. P1 nabbed Kraven from the Villain deck with the Blind Loyalty Tactic. The only emissary to trigger their ambush was Rhino. Lucky to come out with a win. I was on 3 wagered souls for ~3 Twists before the end. Second game was over quickly after failing the first four Twists.",
,,8,(+4),4,Doormatte,54,26,80,1st,Yes (6.5),8th,31 (3.5),1st,0 (8),8th,2.581 (4),22,,28,11,3,1,4,3,2,0,0,10,Cable,Domino,Cable,Domino,Second attempt,4,It really helped winning a turn one scheme twist to get a 6 cost cable to help keep generate the attack needed to hit MM almost every other turn,
,,9,(+3),3,Bakerybum,39,26,65,1st,Yes (6.5),8th,31 (3.5),10th,2 (2),10th,2.097 (2),14,,13,8,3,1,3,3,2,1,0,10,"Blade, Daywalker",Daredevil Noir,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,Sorry again for the mixup. This was fun each time. Quite challenging to control the city early on with all the hidden witnesses.,
,,10,(+2),2,Forever A Team & Son,52,38,90,1st,Yes (6.5),10th,39 (2),11th,3 (1),9th,2.308 (3),12.5,,14,13,11,1,1,0,1,0,0,3,Ghost Rider,Quake,Ghost Rider,Quake,Second attempt,4,Ton of fun! We probably should have chosen our extra heros more strategically but it was still good times!,
,,11,(+1),1,Gideon Wyatt & Mrs. Gideon Wyatt,22,18,40,11th,No (1),11th,22 (1),8th,1 (3.5),11th,1.818 (1),6.5,,4,4,3,2,6,5,1,0,0,14,Quake,Blade,Quake,Blade,First attempt,4,Game was fun but blackjack felt like there was never a situation where we could have won. Only won blackjack 1 time out of 9 twists that popped up. Both games felt like we just got our decks running before the last twist hit us.,
3,Android Ancestor Annihilation,1,(+11),11,captaincardone & Paisley5002,14,49,63,1st,Yes (6),2nd,22 (9),1st,0 (6),1st,2.864 (10),31,,35,1,0,2,5,9,4,2,0,22,Lady Thor,Captain Marvel,Lady Thor,Captain Marvel,First attempt,4,,
,,2,(+10),10,Astigmatic_Oracle,42,23,65,1st,Yes (6),3rd,23 (7.5),1st,0 (6),3rd,2.826 (8),27.5,,19,2,0,1,5,6,7,1,0,20,Captain Marvel,Lady Thor,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,I decided I didn't believe in KO for this setup and just focused on being able to meet the minimum recruit with draw to get attack to hit him,
,,3,(+9),9,ChuckBauer,33,30,63,1st,Yes (6),3rd,23 (7.5),1st,0 (6),5th,2.739 (6),25.5,,3,2,0,2,5,7,5,1,0,20,Ant-Man,Captain Marvel,Ant-Man,Captain Marvel,First attempt,4,"Captain Marvel and M were definitely the MVPs here. One side focused on strength, the other on ranged (especially since Ant-Man was the first hero purged from the timeline)!",
,,4,(+8),8,Cglied & Poulanc,28,20,48,1st,Yes (6),1st,21 (10),1st,0 (6),8th,2.286 (3),25,,8,2,0,1,4,12,4,0,0,21,Proxima Midnight,Black Bolt (Illuminati),Proxima Midnight,Black Bolt (Illuminati),Second attempt,3,"We thought the assigned heroes were a bit of an odd choice as they didn't really mesh with the balance of setup either as a boost or a nerf. It felt like we could play with only 7 Scheme Twists and Agent X-13 and M already in the KO pile (would've made shuffling easier). We liked the strategy of managing who's next on the chopping block and Nimrod is always a fun Mastermind. 
Great setup to start the Tourney. Looking forward to the next few weeks.",
,,5,(+7),7,Buya & DSCern,36,34,70,1st,Yes (6),6th,25 (5),1st,0 (6),4th,2.8 (7),24,,2,1,0,2,4,6,4,2,0,18,Ant-Man,Lady Thor,Ant-Man,Lady Thor,Second attempt,4,"Not too bad, we might've gotten lucky with Scheme Twists so we were able to keep a few key Heroes for our decks for the majority of the game. I went with Ant-Man (and potentially some big feet to Nimrod) while my partner went with Lady Thor at first but shifted to M's strategy of cards that cost 3.",
,,6,(+6),6,allman7359 & Allman,34,34,68,1st,Yes (6),5th,24 (6),10th,2 (1),2nd,2.833 (9),22,,0,9,0,3,6,5,4,2,0,20,Dr. Strange (Illuminati),"Steve Rogers, Director of S.H.I.E.L.D.",Dr. Strange (Illuminati),"Steve Rogers, Director of S.H.I.E.L.D.",Second attempt,3,"Purged  sequence  strong guy for first, wonder man for second  and M .luchy game for villand deck, i found colossus   2 time in critical time😁",
,,7,(+5),5,Ocs333,39,39,78,1st,Yes (6),8th,29 (3),1st,0 (6),6th,2.69 (5),20,,0,3,0,1,3,4,5,1,0,14,Winter Soldier,Black Knight,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Almost did not have time to do this, was not even really in the mood for starting the tournament. But this turned out to be a fun start for the tourney and my enthusiasm has returned! 
I picked black knight for more possible empower as the hero pool gets smaller (did not end up having any of those common cards). I picked winter soldier mostly just because why not. (Not a strong hero generally but thought it will synergize well with ironman card draw). 
In the end I sacrificed M, X-13, Strong Guy quite early. Wonderman empower cards turned out to be my savior in the endgame, with the HQ getting down to only Jocasta and SIM, providing many blue empower. Probably many others will be faster than me, but could get most high VP villains, so it did not turned out bad in the end.",
,,8,(+4),4,bamlinden,52,27,79,1st,Yes (6),9th,31 (2),1st,0 (6),7th,2.548 (4),18,,25,3,0,1,2,4,4,1,0,12,Wasp,Siryn,Wasp,Siryn,First attempt,4,"Awesome first round setup. Another fantastic example of how much I enjoy Legendary. I'd never played this scheme before so the dynamic of extra Heroes was super fun. A great game in my eye is one of two things...shifting into high gear and cruising to victory, or a tight game that comes down to the final turns. This was the latter. Loved the tension that was built as the hero selection dropped. I probably could've switched things up after the first game, but decided to enjoy the setup as I had it. Some fun synergies and battles made this a great dive back into Legendary after a number of weeks away from it. Let's go!!",
,,9,(+3),3,brentmcampbell & ruuhaku,22,38,60,1st,Yes (6),7th,27 (4),1st,0 (6),10th,2.222 (1),17,,16,2,0,1,2,8,4,1,0,16,"Namor, the Sub-Mariner",Thanos,"Namor, the Sub-Mariner",Thanos,Second attempt,4,"Had a good time with this one. We had a hard time getting our decks where we wanted in Game 1, but Game 2 went better. I thought my friend was going to have an aneurysm when he pulled his 4th or 5th Twist in a row. Sometimes Legendary can be a cruel mistress.",
,,10,(+2),2,broken_pants,46,37,83,10th,No (1),10th,37 (1),1st,0 (6),9th,2.243 (2),10,,9,7,0,1,1,1,4,0,0,7,Ant-Man,Captain America (1941),Ant-Man,Captain America (1941),Second attempt,3,"Did not expect a timer scheme that added three heroes to be so difficult, but I probably deserved losing twice because I chose captain America 9141 over proxima midnight. I really like the fact that this scheme shows who your favorites are out of the twelve, but every time I had a huge attack hand with only 5 recruit really sucked.",
,,11,(+1),1,Adrian Miller,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
4,Game of Iron Thrones - Wakanda is Coming,1,(+11),11,HatePhD & EditedMist,43,24,67,1st,Yes (6),3rd,21 (8),1st,0 (10),2nd,3.19 (9),33,,19,4,2,4,4,7,2,0,0,17,King Black Panther,Princess Shuri,King Black Panther,Princess Shuri,Second attempt,5,"First game was very long and drawn out.

Second game we manage to channel the power of Wakanda and use Shuri’s rare to inch our way up to 42 attack with all the ambushes and class synergy.",
,,2,(+10),10,Slothy,32,35,67,1st,Yes (6),2nd,20 (9),5th,2 (4.5),1st,3.35 (10),29.5,,3,4,7,2,2,7,8,0,0,19,Hulk 2099,Ravage 2099,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,"It was ok. I don't really enjoy the Fear Itself set. I did get super lucky in the beginning and throughout the match, though I think I could've shaved a turn off.",
,,3,(+9),9,Iburnicus,42,16,58,1st,Yes (6),1st,19 (10),5th,2 (4.5),4th,3.053 (7),27.5,,26,1,5,4,5,6,2,1,0,18,Princess Shuri,Stingray,Princess Shuri,Stingray,Second attempt,4,"loved the set-up!
had 2 vastly different games!,
first game was a clutch match where i was close to losing due to early master strikes;
2nd game was a breeze, got to beat the MM with 2 strikes max. at his side
i unfortunately did get 2 unlucky escapes in the 2nd game due to favoring hitting the MM over clearing the city but i believe/hope the turn count and vp/turn are outweighing those escapes. GG!",
,,4,(+8),8,GZUZROCKS & DaBomb,31,43,74,1st,Yes (6),4th,26 (7),2nd,1 (8),6th,2.846 (5),26,,12,4,3,1,5,2,3,0,0,11,King Black Panther,Spider-Man 2099,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"White Wolf and King Black Panther were very helpful to keep the thrones favor off of the mastermind. We managed to get both their ultimates as well. A big help for us was getting White Wolf's (Reflective Vibranium Armor) which managed to allow us to KO the masterstrike a few times this game and avoid the MM from getting another uru weapon. Combine that with the wounding potentials, and it helped us keep the nasty uru enchanted weapons motley crew at bay. It was unfortunate early on to have one escape but this was certainly a tough scenario!",
,,5,(+7),7,NukinFoobs & N3m3sis,37,56,93,1st,Yes (6),6th,32 (4.5),2nd,1 (8),5th,2.906 (6),24.5,,19,7,7,1,4,3,1,0,0,9,Skadi,King Black Panther,Stingray,King Black Panther,Second attempt,3,"Game 1 we got unlucky with some unavoidable escapes early on but managed to win faster. Game 2 we had one less escape with higher points per turn but did manage to take a bit longer to win. Both games were tough where we had built decent decks, but things never really seemed to line up just right where we would miss hitting the mastermind or a villain by 1 attack or having to discard a card from getting demolished. Altogether a fun setup but we have not watched game of thrones so we cannot appreciate the reference. Sorry!",
,,6,(+6),6,Bolt_Flashun,31,71,102,1st,Yes (6),6th,32 (4.5),5th,2 (4.5),3rd,3.188 (8),23,,40,2,14,0,3,0,2,0,0,5,Doctor Doom 2099,Stingray,King Black Panther,Skadi,First attempt,3,At the begining of the game I got some strong villains entering the city which contributed to the escape of both Strange (Ouch) and Widow. Luckily I got a lot of Stingrays and Doctor Dooms in the HQ which allowed me to make one hand draw focused and the other one undercover focused. At the end I was able to ramp up a lot of damage and draw which helped me defeat the mastermind tactics quickly to then focus on the villains.,
,,7,(+5),5,DRobb & Shadowofthebat,48,39,87,1st,Yes (6),8th,34 (3),5th,2 (4.5),7th,2.559 (4),17.5,,9,2,0,0,3,0,1,1,0,5,Deadpool (Mercs for Money),King Black Panther,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,Like the hero-pool.  Staying within 2 class for the most part and lots of attack.  Would have done better if we did get so many villains early.  GAME WAS STREAMED!!!,
,,8,(+4),4,Pyromagnus & Shoshielynn,37,36,73,1st,Yes (6),5th,29 (6),10th,5 (1),8th,2.517 (3),16,,1,2,6,0,5,2,1,0,0,8,King Black Panther,Stingray,King Black Panther,Princess Shuri,Second attempt,2,"Revenge and Uru are some of the worst keywords in this game bleh This set up is also sneakily devious because the various Wolverine's could pop up and give someone +6 and then they'll go back into the deck if not taken out.

It's not all bad though with a majority of the Heroic Ambushes going off which really helped on getting the first hit on the Mastermind. Soon as I saw Infernal Chainsaw hit the HQ I knew I was in for a good game and at the very end a last minute Howard brought a big one two hit on the MM and City",
,,9,(+3),3,caseystahl1125,44,43,87,1st,Yes (6),9th,37 (2),9th,3 (2),9th,2.351 (2),12,,1,3,7,0,3,0,0,0,0,3,King Black Panther,Queen Storm of Wakanda,King Black Panther,Queen Storm of Wakanda,Second attempt,4,"Lots of high value VP villains made Uru Iron Man tough to hit early on. I had to wait till later when I knew scheme twists were in the villain deck in order to hit him . This was tough, but I won both of my efforts. I just picked the better of the two",
,,10,(+2),2,Cubbiesnextyr & Wife,25,32,57,10th,No (1),10th,32 (1),2nd,1 (8),10th,1.781 (1),11,,7,0,0,2,1,3,2,1,0,9,Stingray,Princess Shuri,I did not make a second attempt.,I did not make a second attempt.,First attempt,2,"Very frustrating with all the unknown attacks needed due to the Uru-Enchanted weapons.  You get a good hand, 14 attack or so, and then the 7 MM becomes 19 attack and your turn is wasted.  Not a fan of that much uncertainty.",
,,11,(+1),1,keeblerpowell,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
5,America Must Eradicate Nefariousness (AMEN),1,(+10),10,realdanl,35,27,62,1st,Yes (6),1st,23 (10),1st,0 (7),1st,2.696 (10),33,,8,2,11,3,4,10,4,1,0,22,Howard the Duck,Venomized Dr. Strange,Howard the Duck,Venomized Dr. Strange,Second attempt,4,2S beat 3J for President by a landslide!,
,,2,(+9),9,Kharg,35,27,62,1st,Yes (6),2nd,25 (9),1st,0 (7),4th,2.48 (7),29,,8,4,6,3,6,6,2,1,0,18,Howard the Duck,Squirrel Girl,Howard the Duck,Squirrel Girl,Second attempt,5,"First game actually finishes 2 turns faster and had more points, but sadly had one escapes Still a decent game, went with Howard to go with the other Unaffiliated heroes and Squirrel Girl to be able to get more Spider-Men to send as president. Always fun to fight Jonah and at least he made the Symbiotic Armor that showed up in both games less annoying.",
,,3,(+8),8,Freeclint,25,52,77,1st,Yes (6),6th,30 (5),1st,0 (7),2nd,2.567 (9),27,,27,4,24,3,3,5,3,1,0,15,Spider-Woman,Ghost Rider 2099,Ghost Rider 2099,Spider-Woman,Second attempt,5,"I really stressed over hero choice, but Spider-woman and GR 2099 both worked great.  I was able to send tons of cards undercover.  In game 2, I even got shield officers to help get more cards undercover.  At the end bell, Spidey was up 80,000 votes to JJJ's 60,000, and GR 2099 sat at 10,000 votes (b/c Spidey didn't show up early and I panicked).  Really fun run.  I had hardly used 2099 and loved it.  The hands even got complicated enough I used my attack and recruit counters to keep everything straight more than half the game.",
,,4,(+7),7,SavageTeddyBear & Julius Xizor,29,36,65,1st,Yes (6),5th,28 (6),1st,0 (7),5th,2.321 (6),25,,7,3,10,2,5,7,2,1,0,17,Howard the Duck,Venomized Dr. Strange,Howard the Duck,Venomized Dr. Strange,First attempt,4,"JJJ thought he could run a smear campaign against Spider-Man to win his presidency, but unfortunately, he was no match for the web-slinger. It didn't help that he had decided to don his own symbiote armour in his efforts to crush crime, which only raised questions from his angry supporters and subsequently loss him the election.",
,,5,(+6),6,Tozar,49,10,59,1st,Yes (6),4th,27 (7),1st,0 (7),6th,2.185 (5),25,,39,1,9,2,8,4,4,1,0,19,Spider-Woman,Venom (Venomverse),Spider-Woman,Venom (Venomverse),Second attempt,4,"I think it's that Loki 2099 Villain that puts your Master Strikes back in the Villain Deck?  Man I hit that twice early, ended up playing 5 Master Strikes (with 2 left in the Villain Deck).  That Angry Mob pile was pretty deep before I could finally start whittling it down.  Once I got it down, made pretty quick work of the Mastermind.",
,,6,(+5),5,ReyReyPod,7,30,37,1st,Yes (6),3rd,26 (8),1st,0 (7),9th,1.423 (2),23,,23,2,3,1,7,8,2,0,0,18,Spider-Woman,Venomized Dr. Strange,Spider-Woman,Venomized Dr. Strange,First attempt,3,Haven't played Legendary in months! Do this was the first game in a long time...really enjoyed it...! Enjoyed both the Angry Mob and Votes to have to manage on top of city amd villains...,
,,7,(+4),4,Wafflewings & Patyon,29,52,81,1st,Yes (6),7th,32 (4),8th,1 (2),3rd,2.531 (8),20,,23,3,15,1,5,4,2,1,0,13,Spider-Woman,Venomized Dr. Strange,Spider-Woman,Venomized Dr. Strange,First attempt,3,"Just felt like an average game to be honest. JJJ was meh, but the hero combination was very fun. We got kinda unlucky in the first game drawing 2099 Thor back to back and gaining 2 wounds each off the bat in the first round, and in the second attempt we gambled and lost. Overall, decent first pod and play, excited to see what we will play in the future!",
,,8,(+3),3,Loconnole & Klcgolf,37,34,71,1st,Yes (6),9th,38 (2),1st,0 (7),8th,1.868 (3),18,,3,3,6,0,5,0,0,0,0,5,Venomized Dr. Strange,Spider-Man 2099,Venomized Dr. Strange,Spider-Man 2099,First attempt,4,"First game was very fun, heroes synergized well. Second time was a slog, got expensive cards in hq and couldn't buy em.",
,,9,(+2),2,jdub,44,24,68,1st,Yes (6),8th,34 (3),8th,1 (2),7th,2 (4),15,,20,7,15,1,4,3,4,0,0,12,Hulk 2099,Howard the Duck,Hulk 2099,Howard the Duck,First attempt,3,I don't like Man Thing. Every time I play with him I like him less. I will say Hulk 2099 was great with Howard the duck.,
,,10,(+1),1,thablackknight1,27,26,53,10th,No (1),10th,42 (1),8th,1 (2),10th,1.262 (1),5,,1,1,7,0,1,0,0,0,0,1,Venomized Dr. Strange,Moon Knight,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,DROBB PLAYED FOR THABLACKKNIGHT1.  Setup seemed fine but did have much time to look over it before having to play it. (GAME WAS STREAMED),
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,The Purge: Ego Edition,1,(+11),11,ElongatedMan,38,60,98,1st,Yes (6.5),3rd,32 (9),1st,0 (9),3rd,3.063 (9),33.5,,22,17,0,2,2,5,1,0,0,10,Polaris,Storm & Black Panther,Polaris,Storm & Black Panther,Second attempt,5,"Very fun. Ego has such a clever and different design and pairing him with a scheme that floods the city was great. Both games saw periods where the extended city was near capacity and I was sweating trying to clear it out in time.

First game I got Piercing Energy working better than I ever have, which allowed me to clear the city, but the Gamora/Storm/Black Panther side took a little longer to get going. This resulted in a longer game, and ended with Ego causing a Patrol Craft to escape on his final Tactic >:(

Second game Piercing Energy took longer to get going and didn't work as well, but G/S/BP side got COOKING thanks to all 3 Retractable Swords, resulting in a shorter game and no cheap Ego escape.

Shoutout to The Orb for clearing out a HQ clogged w/ unwanted Hulkling cards at crucial moments in both games!",
,,2,(+10),10,ReoFirestar19,33,27,60,1st,Yes (6.5),1st,22 (11),1st,0 (9),8th,2.727 (4),30.5,,6,21,0,2,5,17,5,1,0,30,Storm & Black Panther,Wolfsbane,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"This is the biggest stroke of luck I've ever had in a game. Everything went so perfectly during the early game, it allowed Hand 1 to pick up two Gamora Artifacts and completely go nuts! This setup also showed how useful Banshee can be as a support Hero, providing PE to have the city always cleared up, and card draw on both hands. Storm, Black Panther and Wolfsbane helped clean both hands with ease, ensuring a win with no escapes! Seriously, if I played this setup again, I'd probably loose. (ó﹏ò｡)",
,,3,(+9),9,R3DJ0N,56,39,95,1st,Yes (6.5),4th,33 (8),1st,0 (9),6th,2.879 (6),29.5,,17,24,0,1,1,9,6,0,0,17,Daredevil (Iron Fist),Tigra,Daredevil (Iron Fist),Tigra,Second attempt,3,"First attempt was rough with early twists hitting 3 villains pretty close together. Second was luckier with the twists often hitting a villainous weapon, trap or strike. Enormous Shapeshifter and piercing energy prevented escapes long enough to save up for some big hits on Ego",
,,4,(+8),8,Narellish & Ooskarr,62,51,113,1st,Yes (6.5),5th,35 (6.5),6th,1 (5),1st,3.229 (11),29,,11,21,1,0,0,1,0,0,0,1,Drax (MCU),Luke Cage,Drax (MCU),Luke Cage,Second attempt,4,"We had fun for our first game up, harder game but just came away with it. Thank you",
