Pod,Setup,Rank,Points Earned,Total Points,Name(s),"Victory
Pile 1","Victory
Pile 2","Total
VP",Win?,,Turns,,Escaped Villains,,Points per Turn,,Total Rank Points,,VP Difference,Bystanders Rescued,Cards Undercover,Cards Left in Villain Deck,,,,,,,Attempt 1 Hero Choices,,Attempt 2 Hero Choices,,Attempt Submitted,Fun Level,Comments,Results Of Week:
,,5,(+6),6,ZombieGamer5,35,30,65,1st,Yes (5),5th,23 (5),2nd,1 (7.5),8th,2.826 (2),19.5,,5,20,0,2,4,9,6,1,8,30,Nightcrawler,Wolverine (X-Force),I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"I had some difficulties at first with the higher value hero cards entering the city as skulls, leading to a worrisome full city and an escape. However, the hero synergies started popping off and let me whittle down the city then keep it mostly clear. Sinister got powerful but the hero synergies were too much for him and her was defeated before too long. Definitely a fun game, especially the second half, but all the cars draws and rescues could be hard to track so maybe not the best game for newbies.",
,,6,(+5),5,Unsafer & Sparkles,48,14,62,1st,Yes (5),4th,21 (6),6th,4 (3),7th,2.952 (3),17,,34,16,0,5,4,8,6,1,8,32,Iron Man,Mr. Fantastic,Iron Man,Mr. Fantastic,Second attempt,3,"This was a tough one to pick which round to go with, we won both, but the first one had way more bystanders rescued, but a lot more escaped villains/heroes, the second one was faster and less escapes, but less bystanders rescued. We ultimately went with the second one.

Spiderman ended up being a bit of a black sheep for us, but my wife got him off the ground late in round one alongside black widow. My winning combo the first round was Invisible Woman and Mr. Fantastic. The second round my wife had trouble getting anywhere with Black Widow and some scattered Spiderman again. I went mostly Mr. Fantastic and Iron man, but also managed to grab BW's rare which really sealed it. ",
,,7,(+4),4,Royce / ROAST,48,30,78,1st,Yes (5),7th,25 (3),6th,4 (3),5th,3.12 (5),16,,18,25,0,2,5,7,4,1,8,27,Bishop,Gambit,I did not make a second attempt.,I did not make a second attempt.,First attempt,2,This seemed like every other setup that has a lot of Bystander Rescue Synergy with the cards. Not too exciting.,
,,8,(+3),3,Zeromus104,55,56,111,1st,Yes (5),9th,34 (1),9th,5 (1),4th,3.265 (6),13,,1,40,0,1,3,1,3,1,6,15,Elektra,Nick Fury,Elektra,Nick Fury,Second attempt,3,,
,,9,(+2),2,Techfiend & Kimber_blue,23,49,72,1st,Yes (5),8th,27 (2),6th,4 (3),9th,2.667 (1),11,,26,21,0,2,4,8,5,1,6,26,Hulk,Thing,Hulk,Thing,First attempt,3,Bad starting HQ on both games doomed us.,
,,10,(+1),1,Blunkster & allison095,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
