Pod,Setup,Rank,Points Earned,Total Points,Name(s),"Victory
Pile 1","Victory
Pile 2","Total
VP",Win?,,Turns,,Escaped Villains,,Points per Turn,,Total Rank Points,,VP Difference,Bystanders Rescued,Cards Undercover,Cards Left in Villain Deck,,,,,,,Attempt 1 Hero Choices,,Attempt 2 Hero Choices,,Attempt Submitted,Fun Level,Comments,Results Of Week:
,,9,(+2),2,Ironclad4521,36,19,55,1st,Yes (5),8th,32 (2),7th,4 (2.5),9th,1.719 (1),10.5,,17,4,13,2,1,4,3,0,0,10,Agent Phil Coulson,Cable,Agent Phil Coulson,Cable,Second attempt,2,Started off like I as going to get whipped but eventually got a roll on.,
,,10,(+1),1,mattl00k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Soul Squad A.D.A.M.,1,(+11),11,AdamantiumGambit,44,30,74,1st,Yes (6),2nd,24 (10),1st,0 (7),1st,3.083 (11),34,,14,15,0,3,6,5,3,0,0,17,M,Stepford Cuckoos,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"Adam Warlock kept me on my toes during the game. The Cuckoos and M were a solid hero choice, they let me ramp up my atk quickly for low cost.",
,,2,(+10),10,Cobrawarrior521 & Mackirev9,32,35,67,1st,Yes (6),1st,22 (11),1st,0 (7),2nd,3.045 (10),34,,3,13,1,4,7,7,3,3,0,24,Black Panther,Captain Mar-Vell,Black Panther,Captain Mar-Vell,Second attempt,3,The scheme was fairly tough. Our first game ended because of the amount of early scheme twist we had. Our second game was much smoother,
,,3,(+9),9,Mangostrike,34,44,78,1st,Yes (6),4th,28 (7.5),1st,0 (7),5th,2.786 (6.5),27,,10,21,0,1,3,6,4,3,0,17,Nova (Avengers),Ronan the Accuser,Nova (Avengers),Ronan the Accuser,First attempt,5,Clones on the left and shards on the right. Got to stretch my legs with some new heroes and really enjoyed this.,
,,4,(+8),8,Handballermann & Efruhuhn,51,27,78,1st,Yes (6),4th,28 (7.5),1st,0 (7),5th,2.786 (6.5),27,,24,17,1,2,4,6,3,1,0,16,Phyla-Vell,M,Phyla-Vell,M,Second attempt,4,"Heroes had great synergies, our last turn killed the mastermind four times and the whole deck went into it. Grey heroes were KOed fast, Adam Warlock had neat synergies with the rest of the deck, the MM was fun, the scheme was fun.
1 star missing, because we felt this setup is almost unlosable. It never felt close.",
,,5,(+7),7,JB007,48,27,75,1st,Yes (6),3rd,25 (9),11th,4 (1),3rd,3 (9),25,,21,13,0,4,7,1,6,0,0,18,Strong Guy,Venomized Dr. Strange,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,This was a slow start and a little frustrating at first but one good turn wiped the city and gave me a ton of breathing room. Wasn’t able to efficiently KO many starters but the decks seemed to work well. Winning in only 25 turns seemed ok!,
,,6,(+6),6,averyace,47,39,86,1st,Yes (6),9th,30 (3),1st,0 (7),4th,2.867 (8),24,,8,19,0,2,5,2,4,2,0,15,Shatterstar,Strong Guy,Shatterstar,Strong Guy,First attempt,5,"Great setup with some of my favourite sets! I had a clone deck with multipleman and shatterstars rare on the right hand, and a green team deck with strong guy, Captain marvel, and quasars rare on the left hand. Having a combined symbiote villain prey, making it more difficult to defeat before it finishes the prey was a very neat cross set interaction! Game 2 went longer and messier then the first, but still managed to win in the end with shard deck and multiple man support on the right hand, and once again, green team on the left hand.",
,,7,(+5),5,gscrap,58,16,74,1st,Yes (6),6th,29 (5),1st,0 (7),7th,2.552 (5),23,,42,16,0,1,5,2,3,1,0,12,Captain Mar-Vell,Shatterstar,Captain Mar-Vell,Shatterstar,Second attempt,4,"I would have liked to have gotten up to speed a little faster, but that was pretty fun.  The scheme had me skating on the edge of disaster through both games.",
,,8,(+4),4,david-h11,29,43,72,1st,Yes (6),6th,29 (5),1st,0 (7),9th,2.483 (3),21,,14,16,0,2,7,3,4,0,0,16,Strong Guy,Lady Thor,Strong Guy,Lady Thor,Second attempt,4,"Fun game, just managed to play a second attempt in time! Had some fun combos with strength heroes and big recruit turns with Lady Thor!",
,,9,(+3),3,eventhorizon0121,54,38,92,1st,Yes (6),10th,37 (2),1st,0 (7),8th,2.486 (4),19,,16,17,1,1,4,1,1,2,0,9,Lady Thor,Nebula,Lady Thor,Nebula,Second attempt,4,"I'm surprised that the second game was the better one because I got more Captain Marvel scaling in the first game. But the second game saw earlier Shards, through better handling the Scheme, and Lady Thor Uncommons, which apparently provided a slight edge. CM Draw common into LT Uncommon into CM Rare, set up by Adam Warlock's green common, were the heavy hits that cleared the MMs and allowed for the win.",
,,10,(+2),2,Keeblerpowell,41,10,51,1st,Yes (6),6th,29 (5),1st,0 (7),11th,1.759 (1),19,,31,10,1,2,6,8,6,0,0,22,Siryn,Strong Guy,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"The other times I have played against the The ""Turn the Soul of Adam Warlock"" I lost to not being able to turn him. I figured I had to try to kill Bastion ASAP and hope I didn't pull to many of the 14 twists and have a lucky once or twice that I could actually mitigate the scheme so the corruption stack didn't fill up and kill me. It wasn't until this time through a game with the Sentinel Squad ONE that I realized how good it was that let you KO heroes and then slip back into the deck. So with the shuffling from them coming back out and cloning you can essentially keep the deck fuller and reduce the risk of pulling scheme twists. (Which was my goal.)  I really enjoyed this set up and I will likely go through it again.",
,,11,(+1),1,energythief,54,41,95,1st,Yes (6),11th,39 (1),10th,1 (2),10th,2.436 (2),11,,13,20,1,2,2,1,0,0,0,5,Captain Mar-Vell,Lady Thor,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Bastion is deceptively difficult, especially with a city full of clones.",
,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Hydra Sleepy-Adaptoid,1,(+10),10,Redblock,36,45,81,1st,Yes (6),1st,27 (10),1st,0 (10),4th,3 (7),33,,9,3,0,3,4,9,1,0,0,17,"Ancient One, The",Daredevil Noir,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Everything went quite well, combination of Ancient one and Clea gave me insane cash bags, and oportunity to hit Mastermind with it. Only thing that made me mad was that annoying Spiderman, Daily Bugle might be right to hate him",
,,2,(+9),9,Astigmatic_oracle,53,43,96,1st,Yes (6),4th,31 (6.5),2nd,1 (7),2nd,3.097 (9),28.5,,10,7,2,2,2,3,2,0,0,9,Spider-Man Noir,Spider-Woman,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,Fun game focused on top deck manipulation. Managed to get a good spidey deck on one side and a solid Clea deck on the other.,
,,3,(+8),8,jorisc3213,49,53,102,1st,Yes (6),6th,33 (5),2nd,1 (7),3rd,3.091 (8),26,,4,4,17,1,1,2,0,0,0,4,Spider-Man Noir,Mockingbird,Quake,Moon Knight,Second attempt,3,Thank you for the setup. First tournament for me. I like that the chosen heroes created a challenge to defeat the mastermind. In the second run I only bought one spider-man card and never went back to him again.,
,,4,(+7),7,ItStartsWith1,67,37,104,1st,Yes (6),4th,31 (6.5),8th,3 (2),1st,3.355 (10),24.5,,30,5,14,1,0,3,0,0,0,4,Daredevil Noir,Mockingbird,Daredevil Noir,Mockingbird,Second attempt,4,"First game went terribly, didn’t even bother to record. Second game was much better, with the left hand able to build a really strong deck around Mockingbird, acquiring her rare “Infinity Formula” and snowballing the rest of the game. The right hand was a pretty decent Spidey deck that had some decent top deck manipulation, and held its own, even if not able to hit the MM.",
,,5,(+6),6,GamerGump & Kendycrow,42,20,62,1st,Yes (6),2nd,28 (8.5),2nd,1 (7),8th,2.214 (3),24.5,,22,1,0,1,4,6,4,2,0,17,Spider-Man Noir,"Ancient One, The",Scarlet Spider,"Ancient One, The",Second attempt,3,"Scheme/mastermind was fine, not to difficult but also not that interesting. Was able to pull off Scarlet Spider and YoYo for the win.",
,,6,(+5),5,Swagolas,34,46,80,1st,Yes (6),2nd,28 (8.5),8th,3 (2),5th,2.857 (6),22.5,,12,2,2,2,3,5,3,1,0,14,Luke Cage Noir,The Vishanti,Luke Cage Noir,The Vishanti,First attempt,3,"I was trying to build a deck manipulating set of heroes, but wasn't really happy with the results. However, I was able to use and 'survive' all the demonic bargains I had the chance to make. I also had a pretty bad shuffle for the hero deck, the ONLY rare card I saw in BOTH games was a two-cost Spidey! I was thinking about bringing two op shield heroes for my second game, but decided to hold on to them for (hopefully) later.",
,,7,(+4),4,sethlikespizza,54,41,95,1st,Yes (6),8th,35 (3),7th,2 (4),6th,2.714 (5),18,,13,4,0,0,2,1,2,0,0,5,Moon Knight,The Vishanti,Moon Knight,The Vishanti,Second attempt,4,Super fun setup! On the 1st attempt we won on the last possible turn. Vishanti and Moon Knight were great picks as they comboed well with Iron Man Noir and Clea. Symbiote Spiderman was terrible in this setup and always mucked up the HQ.,
,,8,(+3),3,Hendrek,56,29,85,1st,Yes (6),9th,39 (2),2nd,1 (7),9th,2.179 (2),17,,27,4,0,0,0,5,0,1,0,6,Angel Noir,Daredevil Noir,Angel Noir,Daredevil Noir,Second attempt,4,Not much damage on my selected heroes and relied on Clea too much in game 1.  Angel Noir was the mvp on attempt 2.,
,,9,(+2),2,jgoodnough and daughter,45,51,96,10th,No (1),10th,39 (1),2nd,1 (7),7th,2.462 (4),13,,6,6,0,0,0,0,0,0,0,0,Doctor Strange (Avengers),Spider-Woman,Luke Cage Noir,Daredevil Noir,Second attempt,2,Tough games. We almost won the second one. Had the MM down to two,
,,10,(+1),1,Greywadejokis,37,36,73,1st,Yes (6),7th,34 (4),8th,3 (2),10th,2.147 (1),13,,1,5,1,0,0,2,0,0,0,2,Deathlok,Doctor Strange (Avengers),Deathlok,Doctor Strange (Avengers),Second attempt,4,Good first round,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Rings Around the Nexus,1,(+10),10,Avataristche,45,45,90,1st,Yes (6.5),3rd,27 (8),1st,0 (9.5),1st,3.333 (10),34,,0,7,0,2,3,6,3,2,0,16,Apocalyptic Black Widow,Star-Lord,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,Successfully abused Nightbringer to get several free Gems on Star-Lord's side.,
,,2,(+9),9,PragmaticSquid,22,49,71,1st,Yes (6.5),4th,28 (7),3rd,1 (6.5),2nd,2.536 (9),29,,27,5,0,0,1,1,0,0,0,2,Doctor Strange Supreme,Captain Carter,Doctor Strange Supreme,Captain Carter,Second attempt,4,"Great setup - i like the game within the game trying to figure out when to unleash the infinity gems.  I wanted to build up some strength and then claim those artifacts for the end game, but the early Twists killed most of that deck!",
,,3,(+8),8,Pokeloly,54,9,63,1st,Yes (6.5),1st,25 (10),9th,4 (2),3rd,2.52 (8),26.5,,45,6,0,2,4,12,2,0,0,20,Gamora,Speed,Gamora,Apocalyptic Black Widow,Second attempt,4,First game had only one escape but took an extra 6 turns.,
,,4,(+7),7,coldvein & raja0629,21,49,70,1st,Yes (6.5),5th,29 (5.5),3rd,1 (6.5),4th,2.414 (7),25.5,,28,5,0,3,2,13,4,0,0,22,Captain Carter,Strong Guy,Captain Carter,Strong Guy,First attempt,5,"Quick game but, fun variation to the normal setup.",
,,5,(+6),6,Jinjoz,24,34,58,1st,Yes (6.5),5th,29 (5.5),3rd,1 (6.5),6th,2 (5),23.5,,10,5,0,1,1,3,0,0,0,5,Photon,Doctor Strange Supreme,Photon,Doctor Strange Supreme,First attempt,4,Soul Gem is really dang strong,
,,6,(+5),5,OleRockyTop,23,16,39,1st,Yes (6.5),7th,30 (4),1st,0 (9.5),9th,1.3 (2),22,,7,3,0,1,2,10,3,0,0,16,Gamora,Rocket Raccoon,Gamora,Rocket Raccoon,First attempt,4,The shards and infinity stones really saved the day but they take awhile to get going. Choosing which villain deck to draw from was nerve wracking.,
,,7,(+4),4,canis & Mamabird,38,10,48,1st,Yes (6.5),2nd,26 (9),10th,6 (1),7th,1.846 (4),20.5,,28,2,0,1,3,4,3,1,0,12,Doctor Strange Supreme,Hellcat,Doctor Strange Supreme,Hellcat,Second attempt,4,"choose Dr. Strange Supreme and Hellcat to focus in on the yellow triggers, didn't wotk quite as well as anticipated, but well enough, bit of a rough start led to a few escpaes. but a fun game overall",
,,8,(+3),3,Lasombra81,18,54,72,9th,No (1.5),9th,35 (2),3rd,1 (6.5),5th,2.057 (6),16,,36,4,0,0,0,0,0,0,0,0,Hellcat,Stepford Cuckoos,Hellcat,Stepford Cuckoos,Second attempt,3,Tried going out of the box.,
,,9,(+2),2,Cubbiesnextyr & Wife,35,7,42,1st,Yes (6.5),8th,31 (3),7th,3 (3.5),8th,1.355 (3),16,,28,3,0,0,1,3,2,0,0,6,Rocket Raccoon,Captain Carter,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"My wife couldn't get any good combos set up at all during the game and she couldn't get any of the starters KO'd.  It was a rough game for her.  We lost 2 of the ""realities"" which amazingly contained all of the Masterstrikes, so we didn't actually play a Masterstrike all game!  It came down to the wire which IMO always makes it more exciting and more fun (especially when you wind up winning).",
,,10,(+1),1,ReyReyPod,17,20,37,9th,No (1.5),10th,33 (1),7th,3 (3.5),10th,1.121 (1),7,,3,4,0,1,0,7,4,1,0,13,Quicksilver,Photon,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,fun overall...didnt have enough attack,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Nightmare Before Chthonmas,1,(+10),10,GZUZROCKS & DaBomb,31,35,66,1st,Yes (6),1st,17 (10),1st,0 (8),2nd,3.882 (9),33,,4,9,2,4,6,15,6,1,0,32,Apocalyptic Black Widow,Red Guardian,Apocalyptic Black Widow,Red Guardian,Second attempt,5,This was VERY challenging! First game was close to getting mastermind but then scheme changed to chthon and toasted us. The second go round worked much better in card draw and we pulled a win. Keys to success involved one player going hard on covert cards (mainly widow and guardian). Player two was also able to get guardian and voodoo power cards which helped synch the win near the end. Both players peppered in some liberate synergies and kept a hard focus on saving captured civilians PRONTO before the “hunt for victims” sent them to the sacrificial chthon pile. This was a very well designed scenario and extremely challenging!,
,,2,(+9),9,Jean-Sébastien & Geneviève,39,46,85,1st,Yes (6),4th,27 (6.5),1st,0 (8),3rd,3.148 (8),28.5,,7,14,0,2,3,12,3,2,0,22,Apocalyptic Black Widow,"Blade, Daywalker",Apocalyptic Black Widow,"Blade, Daywalker",First attempt,5,"Very fun scheme and setup! We liked balancing Attack and Recruit, it was not as easy as it first looked.",
,,3,(+8),8,Sandals & Mrs Sandals,69,14,83,1st,Yes (6),2nd,21 (9),6th,1 (3.5),1st,3.952 (10),28.5,,55,13,3,2,6,11,4,2,0,25,Apocalyptic Black Widow,Clea,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,So much KO - we both ended up with fewer that 12 cards in our decks; my wife had 6! I concentrated on recruit to deal with the Astral Plane and she took out stuff with Attack. Thus she had all the points at the end.,
,,4,(+7),7,loconnole & Klcgolf,50,33,83,1st,Yes (6),6th,29 (4.5),1st,0 (8),6th,2.862 (5),23.5,,17,22,0,3,1,12,4,0,0,20,Apocalyptic Black Widow,Star-Lord T'Challa,Apocalyptic Black Widow,Star-Lord T'Challa,Second attempt,5,Real fun mix of heroes and villains!,
,,5,(+6),6,Chapmaca7,32,67,99,1st,Yes (6),8th,33 (2.5),1st,0 (8),4th,3 (6.5),23,,35,17,1,1,4,6,4,1,0,16,"Ancient One, The","Blade, Daywalker",The Vishanti,"Wong, Master of the Mystic Arts",Second attempt,5,Really tough first attempt with twists and bystanders being KO’d super quickly. Much better 2nd attempt. Really enjoyed the setup and managed to thin both decks quite considerably.,
,,6,(+5),5,Dre 2 point 0,28,37,65,1st,Yes (6),3rd,24 (8),6th,1 (3.5),8th,2.708 (3),20.5,,9,12,0,3,3,16,2,1,0,25,"Gamora, Destroyer of Thanos",White Tiger,Captain Carter,Falcon & Winter Soldier,Second attempt,4,"Solid setup! (despite the intimidating scheme) Lots to think about when picking heroes. I completely beefed it the first attempt so decided to switch out both heroes. In the second attempt, Falcon & Winter Soldier paired well with Black Widow and Captain Carter's rare came in clutch several times!",
,,7,(+4),4,jdub,36,38,74,1st,Yes (6),4th,27 (6.5),6th,1 (3.5),7th,2.741 (4),20,,2,11,1,2,1,13,4,2,0,22,Apocalyptic Black Widow,Yelena Belova,Apocalyptic Black Widow,Yelena Belova,Second attempt,3,"The What if cards are so strong once they get going. Not a fan of Doctor Voodoo, just don't like artifacts and he has several of them. I got lucky on my second attempt the first did not go very well and ended very quickly for me, The Great Old One was quick to destroy everything.",
,,8,(+3),3,Drewfusmcge,26,59,85,1st,Yes (6),8th,33 (2.5),1st,0 (8),9th,2.576 (2),18.5,,33,16,0,1,2,9,2,0,0,14,"Gamora, Destroyer of Thanos",Star-Lord T'Challa,I did not make a second attempt.,I did not make a second attempt.,First attempt,2,Didn't summon Chthon at least and no escapes! Super slow game and didn't have time for a second sadly. Not too bad overall,
,,9,(+2),2,Hatephd & Editedmist,35,52,87,1st,Yes (6),6th,29 (4.5),10th,2 (1),4th,3 (6.5),18,,17,18,3,2,3,10,1,1,0,17,Apocalyptic Black Widow,Elsa Bloodstone (Marvel Knights),Apocalyptic Black Widow,Elsa Bloodstone (Marvel Knights),Second attempt,5,Squidward got us on the first game. We did much better on the second attempt.,
,,10,(+1),1,iburnicus,23,12,35,10th,No (1),10th,25 (1),6th,1 (3.5),10th,1.4 (1),6.5,,11,8,2,3,7,11,4,0,0,25,Apocalyptic Black Widow,Falcon & Winter Soldier,Apocalyptic Black Widow,Falcon & Winter Soldier,First attempt,3,"def a strong set-up for the first round of the tournament, 
things got out of hand fast in both games, flipping chton
and in the 2nd try i got back to back eliminated by chton and was in no position to gain 27atk anyway in either game.",
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,In The Hall of the Goblin Queen,1,(+10),10,the.melk.man & Snapcity57,75,33,108,1st,Yes (5),2nd,25 (8),1st,0 (7),1st,4.32 (9),29,,42,35,0,1,4,5,3,1,0,14,Carnage,Venom (Venomverse),Carnage,Venom (Venomverse),Second attempt,4,A chivalrous melking.,
,,2,(+9),9,Lukas,46,37,83,1st,Yes (5),1st,23 (9),1st,0 (7),3rd,3.609 (7),28,,9,32,0,1,3,9,6,0,0,19,Captain Marvel,Ms. America,Captain Marvel,Ms. America,Second attempt,3,Excessive violence is a fun key word and helped collect some extra vps. Proxima synergy was better than expected.,
,,3,(+8),8,Pyromagnus & shoshielynn,58,35,93,1st,Yes (5),3rd,26 (7),1st,0 (7),4th,3.577 (6),25,,23,22,0,2,4,3,4,1,0,14,Howard the Duck,Wasp (Ant-Man),I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Nice and easygoing setup without much to track. Howard the Duck once again proving to be a hidden gem, practically solo'd Maddy with his Quack Fu",
,,4,(+7),7,SharkNate-O & onthegeniusofsamrockwell,43,75,118,1st,Yes (5),7th,32 (3),6th,2 (4),2nd,3.688 (8),20,,32,47,0,0,2,3,2,1,0,8,Venom (Venomverse),Thanos,Venom (Venomverse),Thanos,First attempt,4,"Solid games. First one took awhile for player two to get going (not much of player two cards came out in the beginning so was playing catch up at the beginning). Second game went to 25 turns, with the last scheme twist turning RIGHT as the same turn we were going to win the game. So disappointing, but such is life. Had fun either way. I think we had really solid picks for heroes.",
,,5,(+6),6,Minos_griffin & Phryne,48,57,105,1st,Yes (5),6th,31 (4),1st,0 (7),6th,3.387 (4),20,,9,39,0,1,3,1,4,0,0,9,Black Knight,Venom (Venomverse),Black Knight,Venom (Venomverse),Second attempt,5,"we lost or first game but was really close, we did much better on the second game, really fun game,  great mechanics and level of difficulty",
,,6,(+5),5,Joebro6616,26,41,67,1st,Yes (5),4th,30 (5.5),1st,0 (7),9th,2.233 (1),18.5,,15,1,0,2,3,5,4,2,0,16,Squirrel Girl,Ant-Man (Ant-Man),I did not make a second attempt.,I did not make a second attempt.,First attempt,3,"It was an ok scheme,not a huge fan of chivalrous duel but I got lucky a few hands when a master strike was drawn",
,,7,(+4),4,Bakerybum,41,64,105,1st,Yes (5),4th,30 (5.5),7th,4 (2.5),5th,3.5 (5),18,,23,44,0,0,1,4,4,0,0,9,Jessica Jones,Wonder Man,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,That was a great setup. Took me a while to gain some momentum. I thought I was finished when I drew Madelyne's capture 5 bustanders tactic followed by a master strike on the next turn for 9 bystanders stacked but I managed to burn that down quickly with Venompool's Play to the Crowd. Was fun!,
,,8,(+3),3,MikiP2023,31,83,114,1st,Yes (5),8th,35 (2),7th,4 (2.5),7th,3.257 (3),12.5,,52,47,0,0,2,2,1,0,0,5,Howard the Duck,Venom (Venomverse),Howard the Duck,Venom (Venomverse),Second attempt,3,Chivalrous Duel almost had us. Made it difficult at most times. Enjoyed the heros though.,
,,9,(+2),2,BN322,75,39,114,1st,Yes (5),9th,39 (1),9th,5 (1),8th,2.923 (2),9,,36,42,0,4,8,4,0,1,2,19,Black Panther,Carnage,Venom (Venomverse),Venom Rocket,First attempt,4,It was really close because I was having trouble clearing the goblins from Madelyne and still having enough fight to hit her without it occuring during a chivalrous duel. All in all a great first try at a tournament.,
,,10,(+1),1,illmatic,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Super Smash Bros.,1,(+10),10,realdanl,18,67,85,1st,Yes (6.5),1st,20 (10),1st,0 (6.5),1st,4.25 (10),33,,49,5,0,5,6,5,3,1,0,20,Apocalyptic Kitty Pryde,Bruce Banner,Apocalyptic Kitty Pryde,Bruce Banner,First attempt,3,"I went with the game where I Built the Suit three times, defeated the Warbound's trap, took out Wasteland Hulk as soon as he appeared, and won the game in as many turns as I have fingers and toes.  I did not go with the game where Wasteland Hulk swoled up huge and pummeled me into the dirt.",
,,2,(+9),9,CoreyG,29,62,91,1st,Yes (6.5),2nd,24 (8),1st,0 (6.5),2nd,3.792 (9),30,,33,14,0,3,2,6,5,1,0,17,Apocalyptic Kitty Pryde,Princess Shuri,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Had some really satisfying synergies! First time playing with Black Panther expansion, and White Wolf and Princess Shuri were really fun! Extra satisfying that I acquired my Black Panther set as part of the giveaway at the end of last tournament. Thanks again! I had a super satisfying turn where I fought Wasteland Hulk and it was the tactic which lets recruit a tech hero for free. I recruited Hulkbuster's rare, but it was for the player who had not been recruiting Hulkbuster cards. Never fear! Mandarin's ring which lets you pass a card from your discard pile was in the city, and I had enough fight left to pass the rare to the player who WAS recruiting Hulkbusters! Saweeeet! Fun setup and synergies with the Masterminds chosen etc. Was able to knock out Wasteland Hulk before he acquired all his tactics from the Scheme, making the game much more manageable. ",
,,3,(+8),8,Narellish & oskar,24,65,89,1st,Yes (6.5),2nd,24 (8),1st,0 (6.5),3rd,3.708 (8),29,,41,10,0,2,5,5,5,0,0,17,Apocalyptic Kitty Pryde,Bruce Banner,Apocalyptic Kitty Pryde,Bruce Banner,Second attempt,5,"We had a lot of fun with this setup. The first round we thought we were doing okay but the scheme twists hit hard and fast and we died to them, no escapes and decent points though. Second time up we went with the same heroes and had 2 masterstrikes in the first couple of rounds which wasn't the worst thing which could happen. We went hard with Technology and with Apocalyptic Kitty Pride that combo'ed well. ",
