Pod,Setup,Rank,Points Earned,Total Points,Name(s),"Victory
Pile 1","Victory
Pile 2","Total
VP",Win?,,Turns,,Escaped Villains,,Points per Turn,,Total Rank Points,,VP Difference,Bystanders Rescued,Cards Undercover,Cards Left in Villain Deck,,,,,,,Attempt 1 Hero Choices,,Attempt 2 Hero Choices,,Attempt Submitted,Fun Level,Comments,Results Of Week:
,,9,(+1),41,owen_meany & owen's better half,64,72,136,9th,No (1),9th,36 (1),1st,0 (5.5),8th,3.778 (2),9.5,,8,9,8,0,0,0,0,0,0,0,Wolverine (X-Force),Human Torch,Wolverine (X-Force),Human Torch,Second attempt,3,"Despite losing, twice, it was a fun challenge. Ended up going the whole way through the villain deck each time. Only got Grim Reaper down to one tactic on second attempt. His Epic side is tough and I'll be surprised to see many other teams win this thing outside of amazing card draw. Chose Wolverine and Human Torch for card draw and attack power. Almost any other setup, I think we wipe the floor with it.",
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Boo(m) Goes the Dynomite,1,(+9),43,Swagolas,30,45,75,1st,Yes (4.5),1st,24 (7.5),1st,0 (5),2nd,3.125 (7),24,,15,6,0,3,5,4,2,2,0,16,Star-Lord,Groot,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"This was my first game against Zarathos, he has such a great mechanic. The game was pretty hard, at one point I almost had an escape, but a bystander from the VD saved me. Also the Feasts with this scheme were brutal, so much sweating before every KO. I recruited a bunch of artifacts to one hand. The two rares from Star-lord and Drax made the endgame so easy. Actually I bought Starlord's rare for 4 recruit points since it was shattered by Siryn. He was my first artifact, so for a couple of turns I was gaining only 1 shard from him every turn, seemed like such a waste lol. But then it paid off.",
,,2,(+8),52,Redblock,65,27,92,1st,Yes (4.5),3rd,25 (5),1st,0 (5),1st,3.68 (8),22.5,,38,19,0,1,3,3,5,0,0,12,Hiroim,Morbius,Hiroim,Morbius,Second attempt,5,"First game was over at twist 4 with baggelshuffel and No Name eating stuff she was not supposed to, Second game went better, but each bomb draw was such a lottery. Best setup i had whole tournament",
,,3,(+7),45,Sandals & Mrs Sandals,47,25,72,1st,Yes (4.5),3rd,25 (5),1st,0 (5),5th,2.88 (4),18.5,,22,5,0,1,3,3,2,4,0,13,Morbius,Warpath,Morbius,Warpath,First attempt,4,"My wife loves a KO heavy set up so was happy here! Some really fun interactions between all the Feast and deck manipulation, especially bringing Warpath along to help with that.",
,,4,(+6),42,waxbottle & mrs. waxbottle,23,38,61,1st,Yes (4.5),1st,24 (7.5),1st,0 (5),8th,2.542 (1),18,,15,6,1,2,4,5,2,0,0,13,Star-Lord,Gamora,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,Game was very tense at the end.  No Name was a horrible hero choice with the scheme.  We had two scheme twists KO the whole HQ.  Shattering the HQ was great because it allowed me to buy some expensive artifacts.  Prey/Haunt/Clone.  Lots of keywords.,
,,5,(+5),46,avataristche,52,32,84,1st,Yes (4.5),7th,28 (2),1st,0 (5),3rd,3 (6),17.5,,20,12,0,3,4,4,0,1,0,12,Hiroim,Caiera,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,vd was very kind,
,,6,(+4),39,3141592ab,30,47,77,1st,Yes (4.5),6th,26 (3),1st,0 (5),4th,2.962 (5),17.5,,17,4,0,3,3,2,5,2,0,15,Morbius,Werewolf by Night,Morbius,Werewolf by Night,First attempt,5,I was worried about an epic boss and all the preying and haunting but it actually worked to my benefit much of the time. Very few villains actually went to the city so it was easy to control. Only issue was the second game where I lost on turn 20 to the 4th scheme twist. 3/4 were fails plus one unlucky feast. I picked Morbius and WbN thinking the HQ control would help and it did. But not as much as blood frenzy plus siryn's common letting me dig for them.,
,,7,(+3),41,Tex-pa,52,13,65,1st,Yes (4.5),3rd,25 (5),1st,0 (5),7th,2.6 (2),16.5,,39,6,0,0,3,4,2,0,0,9,Star-Lord,Werewolf by Night,Star-Lord,Rocket Raccoon,First attempt,3,Star Lord showed up in the HQ early and often and player 1 ended up having a very strong artifact hand to finish the game at round 25 with a 20 plus attack round. Player 2 managed feasts well to avoid non-gray KOs and an early loss to the game through heavy use of investigate cards.,
,,8,(+2),38,Astigmatic_Oracle,53,28,81,1st,Yes (4.5),8th,31 (1),8th,1 (1),6th,2.613 (3),9.5,,25,8,0,2,4,3,2,1,0,12,Star-Lord,Gamora,I did not make a second attempt.,I did not make a second attempt.,First attempt,2,Star Lord does Star Lord things.,
,,9,(+1),37,CK,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Well It's Worthy Shot.,1,(+9),45,david-h11,31,35,66,1st,Yes (5),1st,24 (9),1st,0 (5.5),1st,2.75 (9),28.5,,4,2,0,3,6,3,6,2,0,20,Goliath,Totally Awesome Hulk,Goliath,Totally Awesome Hulk,Second attempt,4,"Fun game, first game was really tough and lost from early scheme twists but the second went well. Just built 2 high cost decks with tech or strength and it worked well :)",
,,2,(+8),42,NukinFoobs & N3m3sis,54,20,74,1st,Yes (5),2nd,27 (8),1st,0 (5.5),2nd,2.741 (8),26.5,,34,9,3,1,6,7,2,1,0,17,Goliath,Ms. Marvel,Goliath,Totally Awesome Hulk,First attempt,4,"This was a pretty fun setup trying to collect as many ""big"" cards as possible quickly to avoid the penalty of the scheme. Game 1 went a little better. Game 2 felt a bit smoother with our hero choices but we ended up losing because of some early unavoidable scheme twists. Our  victory piles ended up being a little smaller than we like but the extra bystanders in game 1 from Ms. Marvel and Totally Awesome Hulk in game 2 helped balance out Baron Zemo KO'ing our villains.",
,,3,(+7),42,Minos_Griffin & Phryne,32,41,73,1st,Yes (5),3rd,28 (7),1st,0 (5.5),4th,2.607 (6),23.5,,9,1,2,3,2,4,6,1,0,16,Beta Ray Bill,Goliath,Beta Ray Bill,Goliath,Second attempt,4,"Beta Ray Bill and Goliath did a great job. Hopefully we were not too slow, but fun game overall.",
,,4,(+6),40,captaincardone & Paisley5002,21,42,63,1st,Yes (5),4th,29 (5),1st,0 (5.5),5th,2.172 (5),20.5,,21,2,0,2,3,6,4,0,0,15,Goliath,Beta Ray Bill,Goliath,Beta Ray Bill,First attempt,4,"This game just felt very fast. Not many mechanics to have to deal with from the villain deck, so we just got to play and play quick turns.",
,,5,(+5),40,Tozar,35,26,61,1st,Yes (5),4th,29 (5),1st,0 (5.5),6th,2.103 (4),19.5,,9,0,0,1,3,6,3,2,0,15,Goliath,Viv Vision,Goliath,Viv Vision,First attempt,4,"In both games, I was one Scheme Twist away from an auto-loss before finishing off the Mastermind.  Not really a fan of that kind of scheme but fortunately it worked out.",
,,6,(+4),40,Snash108,46,31,77,1st,Yes (5),4th,29 (5),9th,1 (1),3rd,2.655 (7),18,,15,6,0,3,7,3,2,0,0,15,Goliath,Nova (Champions),I did not make a second attempt.,I did not make a second attempt.,First attempt,4,,
,,7,(+3),38,Slothy,32,31,63,1st,Yes (5),7th,31 (3),1st,0 (5.5),7th,2.032 (3),16.5,,1,7,0,1,3,7,0,2,0,13,Goliath,Ms. Marvel,Goliath,Ms. Marvel,Second attempt,1,"I despise games where the scheme twist is all based on luck and you have to max out to 11 scheme twists. The game becomes so much about luck and I hate that. I appreciate the thematic nature of it in a comic setting, but its tough to swallow in a competitive situation.",
,,8,(+2),38,Extra Cheese & Pizza,44,23,67,1st,Yes (5),9th,33 (1),1st,0 (5.5),8th,2.03 (2),13.5,,21,2,0,1,3,3,2,2,0,11,Goliath,Beta Ray Bill,Goliath,Hulkling,Second attempt,4,Fun game. Stan lee bless size changing really helped to get us quick worthy cards to hold off the scheme.,
,,9,(+1),37,jorisc3213,30,26,56,1st,Yes (5),8th,32 (2),1st,0 (5.5),9th,1.75 (1),13.5,,4,2,0,1,4,7,1,1,0,14,Beta Ray Bill,Totally Awesome Hulk,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,Zemo was not as much the problem as was staying worthy every time. Felt a bit more luck compared to the other games.,
,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,"Tide Goes In, Tide Goes Out, You Can't Explain That!",1,(+10),43,VenomousDisease,53,10,63,1st,Yes (5.5),1st,22 (9.5),1st,0 (5.5),1st,2.864 (10),30.5,,43,2,0,4,5,5,4,2,0,20,Forge,Elektra,Forge,Elektra,First attempt,4,"Managing Thanos was easy in the first game as only one master strike really came free to harm the field. It didn't take anything too threatening and the Ultimate spiderman/Elektra side got the benefit of the doubt of the first scheme twist and got to pick up 4-5 heroes in a row. 

Forge And Domino had struggling issues getting themselves together but the Spider-Squad was able to effectively draw their whole deck with Phasing Lockjaw and use Elektra's 6 drop combined with Spidey's rare to get 30+ attack on the final turn. 

Game 2 went smoother for Forge and Domino to really combine with Fantastic's rare to deliver strikes to the Mastermind effectively almost each turn. Unfortunately back to back Master Strikes took away the Spider rare and stopped that deck from gaining any ground. 

This meant we had a bit of a slower round overall with 22 on game 1 versus 25 on game 2. Opting for the shorter turn but wanted to showcase the power of both decks and how versatile they can be no matter the circumstance.",
,,2,(+9),42,realdanl,30,32,62,1st,Yes (5.5),1st,22 (9.5),1st,0 (5.5),2nd,2.818 (9),29.5,,2,2,0,3,4,10,3,0,0,20,Brainstorm,Wolverine (X-Force),Brainstorm,Wolverine (X-Force),First attempt,3,"First game went very well, and played the second game to see if there was any room to improve.  I knew by turn 10 of that second game that it wouldn't be better, thought it wasn't as worse as I thought it might have been at the time.",
,,3,(+8),41,Lamertien,25,60,85,1st,Yes (5.5),5th,31 (6),1st,0 (5.5),3rd,2.742 (8),25,,35,19,0,0,2,4,5,0,0,11,Iceman,Bishop,Iceman,Jean Grey,Second attempt,4,"With two free heroes to select from Dark City, even Poison Thanos became rather easy! For my first attempt I selected Iceman and Bishop. My plan: One 2-Cost-Deck and hoping for the rare 2-cost card and one ""blue"" Iceman-wall! But only Iceman and Bishop performed as they often perform! Was unlucky that 2 consecutive Strikes stole two 7-cost-cards from my hand! But I had a good and clean win in 31 turns. 
But then I realized, that the Poison-Villains didn't gave me much VP. So I swapped Bishop with Jean Grey for my second attempt. And altough I needed 31 turns again I had a much better result thanks to almost 20 rescued Bystanders! X-Men rule! ;-)
Now hoping to climb up the ladder again for the big showdown!",
,,4,(+7),39,dontfeedthegreen,35,27,62,1st,Yes (5.5),3rd,25 (8),1st,0 (5.5),5th,2.48 (6),25,,8,5,0,1,5,8,2,1,0,17,Iceman,Wolverine (X-Force),Iceman,Wolverine (X-Force),Second attempt,4,"Both games went well, but second was a little faster and more PPT. P1 built mainly Iceman and FFU and got Mr Fantastic. P2 built mainly Ultimate Spidey, Wolverine and Domino, picking up Against All Odds. Twists helping get a quick build from all the cheap cards for P2. Got lucky with Strike timing so that Poison Thanos only had +2 most of the game, and never above +3. I think I had nearly all copies of Marvel Team-Up in deck 2, so was speeding through the Sidekick stack.",
,,5,(+6),38,Babybreloom,44,26,70,1st,Yes (5.5),4th,30 (7),1st,0 (5.5),7th,2.333 (4),22,,18,4,0,0,3,5,4,0,0,12,Proxima Midnight,Wolverine (X-Force),I did not make a second attempt.,I did not make a second attempt.,First attempt,5,One Side went full spidey while the other abused versatile and double-symbol cards. Spidey went hard and did a great job keeping the city clear and then one MASSIVE turn that resulted in an initial count of 29-28 Recruit-Fight from Proxima Midnight and Mr. Fantastic's rare cards (plus a bunch of other stuff) managed to hit Poison Thanos 3 times AND gave me an extra villain in the Pile. Great Stuff!,
,,6,(+5),37,coldvein & raja,28,60,88,1st,Yes (5.5),7th,35 (3.5),1st,0 (5.5),4th,2.514 (7),21.5,,32,7,0,1,1,5,0,0,0,7,Forge,Iceman,Forge,Iceman,First attempt,4,Great challenge.  Keeping Thanos from powering it up was tough.,
,,7,(+4),39,CoreyG,66,19,85,1st,Yes (5.5),7th,35 (3.5),1st,0 (5.5),6th,2.429 (5),19.5,,47,5,0,0,1,2,4,0,0,7,Forge,"Namor, the Sub-Mariner",Forge,"Namor, the Sub-Mariner",First attempt,3,"Was not excited to see Poison Thanos as I can recall my frustration with him last tournament. He can be so annoyingly hard to play against, and the difficulty is very dependent on the luck of when Master Strikes occur. Graciously, this time around was much more tolerable given tools available in the setup. The Negative Pulses helped manage the city, and the heroes provided led to some strong builds. With as hard as Poison Thanos can be to find, I went for maximum cheese with Forge and Namor, hoping to at least make progress on Thanos with their rare cards. One deck was black and versatile (the much stronger deck in both games), and the other deck was green and yellow. Rare Mr. Fantastic was the all-star in the tech deck which was backed up with Domino's rare and Forge. I had a turn where I hit a 14-strength Thanos three times because I chained together 14+ attack and 20+ recruit which I Focused into MM attack with Mr. F. I ended up not cheesing much (if at all maybe) in game one, but I managed to do so with Forge and Namor in the second game (which was a win but worse result). Kudos to the setup this time around for making Poison Thanos much more tolerable. The difficulty is still very dependent on when the Master Strikes occur and if the last Scheme Twist is high in the deck, but the Scheme helping on half the twists and only having 9 twists (rather than 10+) when Evil Wins on ST 9 helped a ton. I'm still going to groan when I see Poison Thanos in the future, but I'll just be sure to bring out my big freaking guns again, literally.",
,,8,(+3),35,Crd1680 & NicDay19,23,48,71,1st,Yes (5.5),6th,33 (5),1st,0 (5.5),8th,2.152 (3),19,,25,1,0,1,1,2,3,1,0,8,Wolverine (X-Force),Elektra,Wolverine (X-Force),Elektra,First attempt,4,"This was a fun one! One of us focused on <2 Spider build, other with tons of 4 cards and Domino's rare in first game.  The spider build never really got going, though, so it took a while to win.  Second game the spider build went way better, but we had a pretty unlucky villian deck and lost that game with one MM hit to go.",
,,9,(+2),35,MrTince,53,26,79,1st,Yes (5.5),9th,37 (2),1st,0 (5.5),9th,2.135 (2),15,,27,2,0,0,3,0,2,0,0,5,Elektra,Forge,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,Ultimate spiderman and elektra did amazing together.,
,,10,(+1),35,Bn322,38,38,76,1st,Yes (5.5),10th,38 (1),1st,0 (5.5),10th,2 (1),13,,0,2,0,1,1,3,0,1,0,6,Psi-Lord,Wolverine (X-Force),I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Poison Thanos is always a pain for me and Psi-lord did not help out.  I wanted to make a second attempt but I ran out of time this week. Oh well,  it was fun anyway.",
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,General Court Martial,1,(+10),40,LycanKnight & Mrs. Lycanknight,41,43,84,1st,Yes (5),2nd,24 (8),1st,0 (5.5),1st,3.5 (9),27.5,,2,13,0,3,3,3,5,2,0,16,"Skaar, Son of Hulk",M,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"The cloning was nice, and us adding M made the cloning happen constantly. It was really a fun setup start to finish.",
,,2,(+9),38,FlipFlopManiac,45,33,78,1st,Yes (5),1st,23 (9),1st,0 (5.5),2nd,3.391 (8),27.5,,12,15,0,2,4,7,5,0,0,18,Amadeus Cho,Wolverine (X-Force),Amadeus Cho,Wolverine (X-Force),First attempt,5,"Great pairing of Mastermind and Scheme, got plenty of mileage out of She-Hulk when I got access to her, the timerscheme felt like a bonus.  Cable is one of my least-played Dark City heroes but was serviceable with team help from Wolverine.  Amadeus Cho and the Cuckoos worked very well together, both sides built Outwit/Tactical formation draw engines.  Only complaint (and this is very strange coming from me) was the VD moved a little slowly so would've liked a bit more VP but beggars can't be choosers I suppose.",
,,3,(+8),40,PragmaticSquid,39,41,80,1st,Yes (5),3rd,26 (7),1st,0 (5.5),3rd,3.077 (7),24.5,,2,13,0,3,2,5,3,1,0,14,Bishop,Forge,Bishop,Forge,Second attempt,5,The Cuckoos engine with a modest mastermind worked like a charm. Had fun with this setup.,
,,4,(+7),38,WingedCrusader,38,47,85,1st,Yes (5),4th,29 (6),1st,0 (5.5),5th,2.931 (5),21.5,,9,20,0,1,1,4,5,0,0,11,"Joe Fixit, Grey Hulk",Hiroim,War Machine,Hiroim,Second attempt,4,"War machine was a fun, hiroim popped off, sadly even though we made mad money we didn't see a rare, but no escapes so yay, cable trigger 3 times that's a win!",
,,5,(+6),36,Bronson & Lighthouse,56,35,91,1st,Yes (5),5th,30 (4),1st,0 (5.5),4th,3.033 (6),20.5,,21,19,0,1,1,2,5,1,0,10,Gladiator Hulk,Wolverine (X-Force),Gladiator Hulk,Wolverine (X-Force),First attempt,3,Ross is a bigger Teddy Bear than he initial looks... Probably there is a more optimized selection of heroes but we didn't have a ton of time to debate with holiday obligations. Cuckoos are MVP and definitely would have made that more more bearable.,
,,6,(+5),34,evilspacecow & son,30,53,83,1st,Yes (5),5th,30 (4),1st,0 (5.5),6th,2.767 (4),18.5,,23,16,0,1,1,5,2,1,0,10,Amadeus Cho,Warpath,Amadeus Cho,Warpath,Second attempt,4,"DFTG subbing for ESC & Son: Managed to add 0.07 PPT with my 2nd attempt. Same turn count, escapes etc.",
,,7,(+4),33,brentmcampbell & ruuhaku,43,38,81,1st,Yes (5),5th,30 (4),1st,0 (5.5),7th,2.7 (3),17.5,,5,13,0,2,1,4,3,2,0,12,Bruce Banner,Forge,Bruce Banner,Forge,Second attempt,4,"Deceptively tough setup. The Scheme always seemed to take the cards we needed at the wrong time. We waffled between flooding the HQ with Tech or running Bystanders with Hiroim and Jean Grey, but decided for Tech to play more new stuff my partner hadn't played. Pretty fun, though.",
,,8,(+3),34,Loconnole & Klcgolf,25,57,82,1st,Yes (5),8th,31 (1.5),1st,0 (5.5),8th,2.645 (2),14,,32,17,0,1,1,4,3,1,0,10,Hiroim,Daredevil (Marvel Knights),Daredevil (Marvel Knights),Hiroim,Second attempt,3,"This was very swingy in terms of fun level really depends how well our heroes came out. 

Barely won with a double mastermind kill right before the scheme twist flipped on it second round, opted to use that because better turns and less escapes ",
,,9,(+2),32,Buya & DSCern,50,21,71,1st,Yes (5),8th,31 (1.5),9th,2 (1),9th,2.29 (1),8.5,,29,15,0,0,1,5,1,1,0,8,Professor X,Warpath,Professor X,Warpath,Second attempt,3,"We lost the first game due to Scheme Twists coming out faster than normal. We decided to run it back cause we thought our heroes were good just the time ticked too fast on us. In the 2nd game the Twists were also coming out fast, so it wasn't looking good for us. But we stuck with it, trying to focus on hitting General Ross whenever we could. Eventually we were able to get him before we ran out of time. Losing cards with each Twist was always a bummer on this one. Luckily game 2 gave us enough time to win.",
,,10,(+1),32,Scootsmagoots86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,The X-Fast Club,1,(+10),38,Justitiana,12,68,80,1st,Yes (5.5),1st,24 (9),1st,0 (5.5),2nd,3.333 (8),28,,56,12,0,2,4,7,4,0,0,17,Banshee,Polaris,Banshee,Polaris,Second attempt,4,"Both attempts were a win, but both in dramatically different ways. In attempt 1 I managed to have a recruit strong deck 1, with Polaris' rare as first rare early on. Which helped a lot to recruit the pawns to weaken Professor X. Eventually that helped to make Professor X hittable by both decks. Piercing energy helped clear some Shi'ar Death Commandos, but I never got enough to hit anything serious with it. Attempt 1 took 31 turns, so was quite slow as well. Due to getting Thano's' rare and Longshot's rare from the Pawns, deck 1 could beat Professor X easily near the end, although always just short of hitting him 2 times in 1 turn, short some small amount of attack. Thanos' recruit cards were pretty strong as well, providing the coveted recruit to be able to get the pawns away from Professor X.

In Attempt 1 my plan was to shuffle the Twists back in from twists 3 and on. This worked, but was sometimes crippling for the turns that the plots showed up. In attempt 2 my plan was to do the same, but I got lucky with a few early Enchantress' 4-costs. This together with KO's from villains in the CIty helped me get my deck 2 to an insane end product of 7-8 cards with piercing energy, the final turn I got more piercing energy than I could spend (15!). Banshee's Uncommon was key to getting his rare, but I also needed Enchantress' 4-cost to KO her other 4 cost for it. It took a couple turns of planning to get there, but from turn 14 on my deck was so thinned out that I was guaranteed at least 6 piercing energy, even with the worst draw. While improving my deck into insane PE levels, Professor X could be hit as well. Clearing the City was necessary then still as well, so I hit Professor x on turn 18, 20, twice in 22 and Final Blow in 24. Deck 1 was a joke in that game, attempting to go for Longshot's cards, but it didn't end up working well.

It was well that Piercing Energy worked so well in attempt 2 as well, because the pawns only kept growing in numbers and beating Professor X with normal attack would have proven too hard. The Twists weren't as crippling in attempt 2, as it was a much faster game, but the feeling of preventing the 5th toxin gave the last couple turns a strong tension. Winning depended on the shuffling back of the twist on turn 23 more than a good enough hand for turn 24, as that deck was near perfect by then.

X-Men Danger Room Goes Berserk is a tough scheme, depending on your luck, but thematically it suits Professor X fine. This being a Villains game gave us Madame Hydras instead of S.H.I.E.L.D. Officers and New recruits instead of sidekicks. New recruits were underwhelming btu Madame Hydra is dodgeable, so not clogging up your deck/hand in the endgame. I found this setup not as hard as last week's setup, but I sort of 'cheated' with piercing energy. I can imagine that hitting Professor X without strong and recruit granting heroes can be very hard, depending on the shuffle luck of both the Hero Deck and the Villain Deck. Longshot, while being useful for Feasting safely, did not grant recruit.

Also, Enchantress is my favourite Hero, and while she did not shine in attempt 1, I strongly love her 4 and 6-cost cards. Her 4-cost made the thinning to 0 starters possible quite fast in attempt 2. I simply love the achievement feeling of thinning one, or sometimes even both, deck(s) from all the starter troopers and agents. The strength of the non-grey cards then shines through more as well, of course. Thanks to Kylah for a merciful steup this week, I'm looking forward to next week's final challenge.",
,,2,(+9),37,jpilger,29,63,92,1st,Yes (5.5),3rd,27 (6.5),1st,0 (5.5),1st,3.407 (9),26.5,,34,13,0,3,5,3,2,0,0,13,Banshee,Polaris,Banshee,Polaris,Second attempt,5,"Fun Setup.  First game, I got my right hand deck down to just 7 cards and one was the 8-Cost Thanos who ko's bystanders and kills the mastermind or a villain with less fight than the number of KO'd bystanders.  With just 7 cards, the bodies stacked up quick.  But, I'm a bonehead and realized I was playing Human Shields as Hidden Witnesses, paying 2 recruit instead of 2 fight to kill them.  So I am submitting my second game, which still came out better with my right hand being all red, and my left hand being all blue, with lots of draw and piercing energy.  Also, that enchantress card that lets you KO cards for their cost helped deny Professor X his buffing cards.  Nice setup.",
,,3,(+8),39,Ocs333,58,24,82,1st,Yes (5.5),2nd,25 (8),1st,0 (5.5),3rd,3.28 (7),26,,34,7,0,3,4,4,3,1,0,15,Lady Thor,Loki,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"Thought about bringin lady thor to complement thanos, and always have spare recruit. For Enchantress I brought Loki as a pair. In the end HQ was so  that Enchantress was the mvp, especially as I could buy her rare, just before Xavier could snatch her. That brought up some nice combos, and also some headache about calculating how to avoid carnage villains feasting on that rare card. In the end the enchantress deck had only 2 or 3 recruit in total, and could get to draw my whole deck multiple times. So from turn 17 I think every second round left hand player could hit the mastermind. (Even after Xavier snatched the 8-cost Thanos card, which I had no chance of getting back from the pawn deck, so Xavier got stuck at 11+ power. (In the end that hand got boosted by the berserk cards of Longshot.) The second hand could not really get going during the game, but Thanos did sacrificie 2 or 3 bystanders to help keeping the city safe. (I got many villains, so almost got to escapes as well.) The scheme itself did not really matter this play session. I paid for one twist with hopes to get a villain I could hit, and let the other twist traps to go. In the end I finished with 4 toxins, but did not really matter.",
,,4,(+7),37,Kb_driven,42,35,77,1st,Yes (5.5),3rd,27 (6.5),1st,0 (5.5),4th,2.852 (6),23.5,,7,12,0,1,4,6,1,0,0,12,"Namor, the Sub-Mariner",Lady Thor,Maximus,Apocalyptic Kitty Pryde,First attempt,4,"This was a fun setup and worked well with most of the heroes.  Longshot was a bit of a dud.  Enchantress worked well with Namor and other Ranged cards to make deck one effective, while Lady Thor teamed up with Thanos to dominate Professor X on the second deck.  Ended up using Thanos' rare only once.",
