Pod,Setup,Rank,Points Earned,Total Points,Name(s),"Victory
Pile 1","Victory
Pile 2","Total
VP",Win?,,Turns,,Escaped Villains,,Points per Turn,,Total Rank Points,,VP Difference,Bystanders Rescued,Cards Undercover,Cards Left in Villain Deck,,,,,,,Attempt 1 Hero Choices,,Attempt 2 Hero Choices,,Attempt Submitted,Fun Level,Comments,Results Of Week:
,,2,(+9),35,HatePhD & EditedMist,32,29,61,1st,Yes (5.5),1st,17 (10),1st,0 (6),5th,3.588 (6),27.5,,3,8,0,4,5,9,4,1,0,23,Moon Knight,Mr. Fantastic,Moon Knight,Mr. Fantastic,Second attempt,4,"""3.5 to 4. I enjoyed it but I feel like there was nothing punishing about the game. I enjoy the games that are punishing but there still a chance to win.""

In our second attempt we saw 4/5 rares and each turn was stressful waiting for Thor to ruin our hopes and dreams. Moon Moon helped me KO enough of my cards to ensure I couldn't buy his rare but could hit him whenever I wanted at 10 attack. def #top3",
,,3,(+8),36,Doomfollow,53,37,90,1st,Yes (5.5),3rd,25 (8),1st,0 (6),4th,3.6 (7),26.5,,16,22,0,2,3,6,4,0,0,15,Mr. Fantastic,Moon Knight,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"To be brief, Dr Octopus and Mr Fantastic are VERY strong together (Legendary Moon Knight card also helped a lot)",
,,4,(+7),31,Slothy,45,65,110,1st,Yes (5.5),5th,30 (5.5),1st,0 (6),3rd,3.667 (8),25,,20,33,0,0,1,4,0,0,0,5,Ultron,Moon Knight,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"This was a fun setup. I would like to revisit it without the pre-selected heroes. It seems like this one could go a lot of different ways. My second attempt idea was Invisible Woman and Thing to lean into the Fantastic Four. Venom also crossed my mind, but I am rather unfamiliar with my Villains set since it is new and I haven't played it yet.",
,,5,(+6),31,owen_meany & owen's better half,58,34,92,1st,Yes (5.5),4th,27 (7),1st,0 (6),6th,3.407 (5),23.5,,24,19,0,3,3,4,4,0,0,14,Star-Lord,Mr. Fantastic,Star-Lord,Green Goblin,First attempt,3,"Lots of Starlord artifacts early on helped. Didn't see Mr. Fantastics drw two card the whole game so didn't feel got the most out of him. Still, fun game with lots of drawing power. Oh, and having almost no way to get rid of Binds kind of sucked.",
,,6,(+5),26,Ocs333,59,84,143,1st,Yes (5.5),9th,36 (2),1st,0 (6),2nd,3.972 (9),22.5,,25,53,0,2,1,0,1,0,0,4,Invisible Woman,Venom (Sinister Six),I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"Now I'm glad I did not pick Invisible Woman last week. She seemed a perfect fit: KO against bindings, ability to get extra bystanders, sister to Human Torch and fellow translucent to Drax the Invisible. At the meantime Doc Ock have invited Venom for a feast of bystanders (with green and yellow synergy with Drax). Was also considering Thing for extra recruit, but got affraid of his high cost cards. Even this way HQ got clogged up for first third of the game with 6 and 8 cost cards, while always pulling max 5 recruit. Meantime the Avengers started the party in the city, with Thor, Cap and Hulk appearing in first 5 turns. They stayed for quite a while. Mid game was constant stress, just keeping the city safe (and being lucky with bystander and scheme twist draw). In the end with Venom's cards the avengers and later on Wolverine cards collected like 4-5 bystanders each. Combined that with being greedy and having the extra recruit I have ended up kidnapping all 53 bystanders by turn 32 or 33. And Venom did not eat any of them. (I did not get that card. Neither the InvWoman bystander one.) Maybe for the first time ever I got all 5 Drax artifacts, so that helped a lot in actually finishing the game. Sort of just in time. With 36 turns I am guessing I will be the slowest, but with all the bystanders and almost all villains in the victory pile, I expect that in VP/turn I may be in better half, so in the end I did not play a second round. (Despite this being a fun setup.)",
,,7,(+4),27,Extra Cheese & Pizza,27,63,90,1st,Yes (5.5),5th,30 (5.5),1st,0 (6),8th,3 (3),20,,36,23,0,3,2,3,2,0,0,10,Invisible Woman,Kingpin,Ultron,Invisible Woman,Second attempt,4,Extra cheese got invisible woman’s focus 2 ko and vomitted his deck into the ko pile. Pizza tried to go hard black but extra cheese kept grabbing the draw cards.  But it worked out in the end. Die oden.,
,,8,(+3),30,ChuckBauer,41,62,103,1st,Yes (5.5),7th,32 (4),1st,0 (6),7th,3.219 (4),19.5,,21,30,0,2,2,4,1,0,0,9,Green Goblin,Venom (Sinister Six),Green Goblin,Venom (Sinister Six),Second attempt,4,,
,,9,(+2),29,captaincardone & Paisley5002,48,44,92,1st,Yes (5.5),8th,33 (3),1st,0 (6),9th,2.788 (2),16.5,,4,16,0,1,2,2,1,1,0,7,Moon Knight,Sabretooth,Moon Knight,Sabretooth,Second attempt,4,"We didn't get hammered by bindings right at the beginning like the first game, so this was much more fun.",
,,10,(+1),25,Narellish & Ooskarr,52,45,97,1st,Yes (5.5),10th,38 (1),10th,2 (1),10th,2.553 (1),8.5,,7,12,0,1,3,2,1,0,0,7,Moon Knight,Sabretooth,Star-Lord,Sabretooth,Second attempt,4,The luck of the shuffles was not in our favour. But we still had fun. Bindings were so hard to get rid of though and having wounds as well made it extra challenging.,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Announcing the 2026 Disney+ Line Up,1,(+10),33,CoreyG,32,33,65,1st,Yes (5.5),1st,24 (9.5),1st,0 (6.5),2nd,2.708 (9),30.5,,1,1,0,4,7,5,3,1,0,20,Cloak & Dagger,"Uatu, The Watcher",Cloak & Dagger,"Uatu, The Watcher",Second attempt,5,"Phasing and What If! Used Cloak & Dagger and Uatu to minimize the hero classes (reduce Raganarok power), and maximize Phasing and What If. Didn't get to live the dream with Cloak & Dagger and all the double cards, but I did have SO much fun manipulating the top of my deck for Phasing and What If playoffs. X-Men Noir were a great villain group choice for the Investigate it added, allowing additional top-deck manipulation. Felt like I got lucky shuffles in both games. In game 1 I hit tons of Scheme Twists and Master Strikes early when they were not hurtful. Game 2, they stayed in the deck. So much synergy was enjoyed (even with the limited Sidekicks), and it's a really fun setup to replay.",
,,2,(+9),30,jorisc3213,55,22,77,1st,Yes (5.5),6th,28 (4.5),1st,0 (6.5),1st,2.75 (10),26.5,,33,1,0,1,6,4,3,2,0,16,Party Thor,"Uatu, The Watcher",I did not make a second attempt.,I did not make a second attempt.,First attempt,5,Nice board control in this game and all heroes helped each other out.,
,,3,(+8),28,Loconnole & Klcgolf,29,41,70,1st,Yes (5.5),4th,27 (6.5),1st,0 (6.5),5th,2.593 (6),24.5,,12,4,0,3,4,6,4,0,0,17,"Gamora, Destroyer of Thanos",Daredevil (Iron Fist),"Gamora, Destroyer of Thanos",Daredevil (Iron Fist),Second attempt,4,"Played with my younger brother this week, klc was out of town. 

Good synergy from heroes, we both ended up with very mixed teams, both games ended up being similar in feel. Vision and Wiccan play really nicely together",
,,4,(+7),27,Iburnicus,31,34,65,1st,Yes (5.5),4th,27 (6.5),1st,0 (6.5),7th,2.407 (4),22.5,,3,2,0,1,4,6,5,1,0,17,Apocalyptic Black Widow,"Gamora, Destroyer of Thanos","Gamora, Destroyer of Thanos",Daredevil (Iron Fist),Second attempt,4,"glad i made a swap from apocalyptic black widow to daredevil, expected more bystanders from speedball but it didnt come up if at all.
daredevil gave more toolbox for the strat and i hit some big numbers from card draw on gamora's 'wield the blade of thanos'. ",
,,5,(+6),27,realdanl,45,32,77,1st,Yes (5.5),8th,29 (3),1st,0 (6.5),4th,2.655 (7),22,,13,4,0,2,5,5,3,0,0,15,Doctor Strange Supreme,Tigra,Cloak & Dagger,"Uatu, The Watcher",Second attempt,3,Plenty of top-deck hijinks.,
,,6,(+5),26,Pyromagnus & Shoshielynn,38,31,69,1st,Yes (5.5),6th,28 (4.5),1st,0 (6.5),6th,2.464 (5),21.5,,7,5,0,4,4,4,4,0,0,16,Apocalyptic Black Widow,"Uatu, The Watcher",Apocalyptic Black Widow,"Uatu, The Watcher",First attempt,4,"I personally really liked this set up as I am a big fan of top deck manipulation but I feel like the shuffles were against us in both games, Hero Deck for game 1 and the Villain Deck for 2. Will play again in my spare time with my what if choice of Iron Man Noir over Widow, ws questioning her performance.",
,,7,(+4),25,Forever A Team & Son,49,39,88,1st,Yes (5.5),10th,33 (1),1st,0 (6.5),3rd,2.667 (8),21,,10,4,1,2,4,1,1,1,0,9,Hulkling,Thor (Heroes of Asgard),Hulkling,Thor (Heroes of Asgard),Second attempt,4,Had a bit of difficulty the first round but adjusted in our second attempt.,
,,8,(+3),24,GZUZROCKS & DaBomb,34,28,62,1st,Yes (5.5),3rd,26 (8),9th,1 (1.5),8th,2.385 (3),18,,6,3,3,1,4,7,4,1,0,17,Daredevil (Iron Fist),Cloak & Dagger,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,"It was fun to double down on phasing this game. Had an escape early on which I'm sure hurt my score. Was pretty lucky on one of the last scheme twists I drew...was really close to getting a ""game over"" moment but just squeaked by. lol.",
,,9,(+2),26,Justitiana,19,35,54,1st,Yes (5.5),1st,24 (9.5),9th,1 (1.5),10th,2.25 (1),17.5,,16,3,0,3,5,8,4,0,0,20,Thor (Heroes of Asgard),"Uatu, The Watcher",Thor (Heroes of Asgard),"Uatu, The Watcher",First attempt,2,"This one was kind of hard. Attempt 1 managed to prevent escapes until the last few turns, when 1 escape happened just before victory. Attempt 2 just ended in a loss, with victory far from in sight. My plandidn't work out great either, although I think it sort of did, I just didn't anticipate how hard the Scheme was in advance. I chose Thor and Uatu, the Watcher for my Hero Choices as they are mostly ranged and/or covert, the two classes mostly present in the given Heroes. Speedball, Wiccan and Vision were not that strong, but just OK.

Early Twists didn't add a Villain to the CIty, but while playing it dawned on me that only Master Strikes and Bystanders gave some breathing room. Attempt 1 I focused on managing HQ to get Ragnarok to 8-10 Attack value and hit him whenever I could, from as early as turn 12 that started working. His tactics help to disrupt that plan, but with as much ranged in the Hero Deck as I had, this eventually worked out again. It felt restrictive to not be able to buy new cards anymore, but my decks were already strong enough to handle Ragnarok and buying cards would only potentially make him harder to hit again.

Giants of Jotunheim, while thematic, are not the most reliable KO Henchmen, as you sometimes don't have a discard when you fight them and they occasionally discard your strong cards as well. The Registration Enforcers and this Scheme were a hard combo. My strategy in attempt 1 to go for the Mastermind ASAP worked out better than trying to control the city firtst in Attempt 2.

I'm curious if someone else had stronger Hero Choices and a totally different experience of this game. I came up with the idea that Soulbind would have been very nice in this setup, but even with Doctor Strange Supreme and Gamora or Uatu, chances are likely you don't even get to buy the cards that let you Soulbind (9-12 cards in 70). The risk of adding Instinct to HQ would have to balance that Soulbinding prevents Villains from returning to the city.

All in all I found this a pretty hard setup, with City management being a continually increasing problem. I didn't end up with an empty city either, so left some points on the table. If I didn't end as soon as I did though, I think it would turn out to become a loss, so 1 escape will have to do. Turn 24 felt like a fast win with my Hero pool, although with stronger Heroes victory could probably come even faster.

Speedball and Wiccan are not my favourite heroes, although Wiccan and Vision at least work together pretty well with their Phasing and top deck guesses. I feel like they were chosen to partially increase difficulty with the Mastermind, with their Doubelsided cards providing 2 colours for the Mastermind, but it was left up to the player choice to add Strength and Instinct or not. I'm interested in what will happen in week 5. Many thanks to Kylah and Bageltop for making a great engaging tournament again. I'm starting to notice an increasing difficulty in the setups so far, so I'm not sure if I'm ready for next week.",
,,10,(+1),22,JB007,37,32,69,1st,Yes (5.5),9th,30 (2),1st,0 (6.5),9th,2.3 (2),16,,5,4,0,1,1,5,3,0,0,10,Cloak & Dagger,Storm & Black Panther,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,I tried hard to keep just covert and ranged in the hero deck hence picking storm and black panther and cloak and dagger. I had to grab some black panther cards to keep the instinct out of HQ (this kept the MM at 10 attack). Overall pretty fun. 30 turns was rough though. I couldn’t KO enough starters from player 2….,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Galactus' Bridge Restoration Project,1,(+10),32,R3DJ0N,60,38,98,1st,Yes (5),1st,22 (9),1st,0 (8.5),1st,4.455 (9),31.5,,22,12,12,2,9,7,6,1,0,25,Deathlok,Siryn,Deathlok,Siryn,Second attempt,4,Cuckoos did well against Galactus. Player 2 sent most of their deck undercover with deathlok.,
,,2,(+9),32,waxbottle & mrs. waxbottle,59,21,80,1st,Yes (5),2nd,24 (8),3rd,1 (6.5),4th,3.333 (6),25.5,,38,12,7,2,8,9,3,1,0,23,Deathlok,Quasar,Deathlok,Quasar,Second attempt,4,"Fives subbing for Waxbottle: I just had to play two games, because I lost in the first 20 minutes due to strikes.

At first the preselects didn't seem to be very helpful, but during my games the low costing red and black cards really helped me defeat Galactus. And I was honestly surprised how helpful the stepford cuckos were, granted their cards look very weak at first glance. Oh and thanks Kayla for allowing participants like me to have two attempts this tournament, it's a real game changer.",
,,3,(+8),28,MrTince,57,34,91,1st,Yes (5),4th,28 (6),3rd,1 (6.5),5th,3.25 (5),22.5,,23,16,10,2,4,7,4,0,0,17,Deathlok,Quake,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,"So much going on woth shield levels, burrowing, cosmic threat, shares and a diminishing city.
Love it all",
,,4,(+7),26,Babybreloom,75,16,91,1st,Yes (5),3rd,25 (7),5th,2 (3.5),3rd,3.64 (7),22.5,,59,12,10,3,7,7,5,0,0,22,Quake,Human Torch,Quake,Human Torch,First attempt,4,Quake and Human Torch came together to deliver an UNHOLY smackdown onto Galactus. Galactus was my dad in G2 but I got Game 1 and it felt pretty good!,
,,5,(+6),28,FlipFlopManiac,47,63,110,1st,Yes (5),5th,29 (5),5th,2 (3.5),2nd,3.793 (8),21.5,,16,12,23,3,4,6,5,0,0,18,M,Deathlok,Mockingbird,Quake,Second attempt,5,"Funnily enough, both games had same turns and escapes, the SHIELD squad got the edge due to the Undercover VP.  Also helped that I went big recruit turns 1 and 3 and landed Infinity Formula on Turn 5.  Other side to a lesser degree had some undercover cards but focused on Coulson and other covert cards to help tag Galactus a couple times.",
,,6,(+5),24,Scootsmagoots86,67,40,107,1st,Yes (5),9th,33 (1),1st,0 (8.5),6th,3.242 (4),18.5,,27,10,13,3,3,5,2,0,0,13,Deathlok,Quasar,I did not make a second attempt.,I did not make a second attempt.,First attempt,5,This was a great scenario. I loved the guys I picked and I think the hero deck was well distributed because I was able to create decks that worked well together. I would definitely play this one again!,
,,7,(+4),23,jgoodnough,54,36,90,1st,Yes (5),8th,32 (2),5th,2 (3.5),7th,2.813 (3),13.5,,18,10,7,4,5,2,2,0,0,13,Mr. Fantastic,Invisible Woman,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,tough but fun game,
,,8,(+3),23,Bikk_Bikk,52,28,80,1st,Yes (5),6th,30 (3.5),5th,2 (3.5),9th,2.667 (1),13,,24,7,3,1,5,6,4,0,0,16,Warpath,Quasar,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"I was terrified knowing I was facing off against Galactus. And I was kind of right to be. He chewed up two city spaces and his heralds are tough early game so 2 Stardust Villains escaped by turn 10 or so. 
But golly Warpath was a good pick. Player 1 recruited 2 endless endurances and always had more than 6 cards per turn. That combined with the 2s and 3s of the cuckoos AND the 2s of Warpath meant lots of attack and the final turn I had 25 attack, good for the final two hits on Galactus. 
Right hand wanted to go with a Shard deck, Combining Quasar and Adam Warlock, with Nova for an avenger boost, but the problem was I had several cards that affected Villains, and too often mid-late game I had no villains, just warlocks turning, which I can't assign Cosmic Threat too, or shatter, or burn shards to defeat. So it was less effective.
First time playing Adam Warlock, Quasar, and Stepford Cuckoos (Heroes) and Turn the Soul of Adam Warlock (Scheme).",
,,9,(+2),23,jpilger,42,42,84,1st,Yes (5),6th,30 (3.5),9th,3 (1),8th,2.8 (2),11.5,,0,11,15,2,3,8,2,0,0,15,Deathlok,Mockingbird,Deathlok,Mockingbird,First attempt,4,"tough game.  I'm lucky I pulled off a win in my first game, because I failed my second.  I barely stopped Adam Warlock from becoming corrupted. between bridgebuilders, subterranea and Galactus' strikes, the villains were always on the brink of escape. The Deathlok/Nova tech draw saved me and killed Galactus.  Pretty good setup.",
,,10,(+1),21,Yeeches,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Trial of the Century,1,(+10),28,Tozar,47,84,131,1st,Yes (5.5),1st,24 (10),1st,0 (6.5),1st,5.458 (10),32,,37,23,2,2,7,7,3,1,0,20,Rocket Raccoon,Star-Lord,Rocket Raccoon,Star-Lord,First attempt,4,I really enjoyed this game.  Having the Mastermind and the Scheme each doing different things with the Bystanders was fun.,
,,2,(+9),28,evilspacecow & son,79,43,122,1st,Yes (5.5),2nd,25 (9),1st,0 (6.5),2nd,4.88 (9),30,,36,26,0,4,4,8,2,1,0,19,Star-Lord,Beast (X-Men),Star-Lord,Beast (X-Men),First attempt,5,"Really enjoyed this. Had to play solo, but think my son would have loved it! Got some lucky Star Lord Artifacts that really helped build up shards. Thought all the bystanders coming out, each worth 3 VP made it fun. Will try to play this with my son after this week.",
,,3,(+8),28,Crd1680 & NicDay19,82,44,126,1st,Yes (5.5),3rd,26 (7.5),9th,1 (1.5),3rd,4.846 (8),22.5,,38,24,0,0,6,5,6,1,0,18,Banshee,Psylocke,Banshee,Psylocke,Second attempt,5,"Both attempts had an escape (grrr) but piercing energy was fun on this one.  Was really fun, I'm looking forward to the insane scores other people will get on this one!",
,,4,(+7),29,VenomousDisease,58,71,129,1st,Yes (5.5),5th,28 (5),1st,0 (6.5),6th,4.607 (5),22,,13,28,0,4,6,4,2,0,0,16,Longshot,Doctor Strange (Avengers),Longshot,Doctor Strange (Avengers),First attempt,4,"Mojo is always an interesting fight because you can't get around the Human shields. This generally slows the game down a bit where you have to manage the city and those human shields in the first few turns. 

We were able to get lucky with a pretty easy X-23 and Longshot deck early to eliminate the waves of threats early and berserk their way through some early deck limitations. This allowed the deck to get up to 10-12 attack a turn pretty effectively and mow down the city and then Mojo.

The other deck tried to take advantage of the ritual artifacts with Voodoo and Doctor Strange. It was a little slower to get going, but managed to effectively help enough in the mid-late game to really provide a balanced victory overall. Fantastic Four provided some unique help, especially with the Doctor Voodoo deck as it gave an additional use of the resources. ",
,,5,(+6),25,ElongatedMan,84,66,150,1st,Yes (5.5),8th,31 (2.5),1st,0 (6.5),4th,4.839 (7),21.5,,18,35,0,1,1,5,5,1,0,13,Aurora & Northstar,Dazzler,I did not make a second attempt.,I did not make a second attempt.,First attempt,3,Soaring flight and piercing energy,
,,6,(+5),23,SharkNate-O & onthegeniusofsamrockwell,45,54,99,1st,Yes (5.5),3rd,26 (7.5),1st,0 (6.5),10th,3.808 (1),20.5,,9,21,1,2,3,7,5,0,0,17,Doctor Strange (Avengers),Colossus & Wolverine,Doctor Strange (Avengers),Colossus & Wolverine,First attempt,3,Fun games. Balanced setup. The city wasn't too overwhelming that the mastermind was able to become open to hit.,
,,7,(+4),26,3141592ab,59,64,123,1st,Yes (5.5),5th,28 (5),1st,0 (6.5),8th,4.393 (3),20,,5,26,0,1,5,9,2,0,0,17,Colossus & Wolverine,Star-Lord,Colossus & Wolverine,Star-Lord,First attempt,5,"Was able to get one deck doing berserk things and the other deck doing artifact things with F4. Generating 8+ shards per turn meant mojo went down quickly. 2nd game would've been my submitted run but my last three human shields were rescue as heroes costing me 9 points and really hurting my points per turn. 27 turns and 4.1 ppt. Putting that here to see if it matters by the end of everything. Curse you mirage, heartless computer scientist and wolfsbane.",
,,8,(+3),22,dontfeedthegreen,50,80,130,1st,Yes (5.5),5th,28 (5),9th,1 (1.5),5th,4.643 (6),18,,30,27,0,2,0,8,6,0,0,16,Polaris,Banshee,Polaris,Banshee,Second attempt,4,"First attempt was slightly better (no escapes and quicker). P1 went all in on X-23 as the HQ was full of her cards, while P2 built for Recruit and PE. However I think I misplayed a couple of cards or used some non-permitted bystanders, so I’m submitting my second game which went not quite as well but I know I played it right. That’ll teach me to play when tired! Well, it probably won’t but still…",
,,9,(+2),19,SilverFirePrime,79,63,142,1st,Yes (5.5),10th,32 (1),1st,0 (6.5),7th,4.438 (4),17,,16,0,1,1,4,3,3,1,0,12,Drax the Destroyer,Star-Lord,Drax the Destroyer,Star-Lord,First attempt,4,"Two games, two entirely different approaches, two nearly identical results.  Thought Dr Voodoo was going to be a loadstone, but he was shockingly powerful",
,,10,(+1),19,Drewfusmcge,46,85,131,1st,Yes (5.5),8th,31 (2.5),1st,0 (6.5),9th,4.226 (2),16.5,,39,29,0,3,5,4,1,0,0,13,Brainstorm,Doctor Strange (Avengers),Doctor Strange (Avengers),The Vishanti,Second attempt,4,"Bystanders galore! Very interested to see how high people's scores get this week, 3VP per is a ton! I thought about grinding it out to see how many VP I could get, waiting to win until turn 44, but it just seemed like too much work. Ended up submitting my second attempt which had less VP but 5 fewer turns. More points per turn is the way to go! Fun setup",
,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,They Sold the Tower to Who!?,1,(+10),27,Freeclint,32,52,84,1st,Yes (5),3rd,32 (5.5),1st,0 (5),1st,2.625 (8),23.5,,20,10,0,1,1,4,2,0,0,8,Carnage,Stingray,I did not make a second attempt.,I did not make a second attempt.,First attempt,4,"It was pretty fun.  The scheme was kind of meh.  The mix of villains and mastermind were ok.  I just chose the strongest available heroes from the two sets I knew best.  Being able to move the villains around really negated the scheme.  The stingray-centric deck allowed for a lot drawing, excessive violence and deck thinning with some Carnage thrown in.  Really shined.",
,,2,(+9),26,Jinjoz,45,11,56,1st,Yes (5),1st,23 (8),1st,0 (5),5th,2.435 (4),22,,34,9,0,1,1,10,2,2,0,16,Stingray,Deadpool (Mercs for Money),Deadpool (Mercs for Money),Stingray,First attempt,1,"Honestly this game just wasn't that fun, just not a lot of synergy between heroes, I'm not a huge fan of Deadpool cards in general so it wasn't my favorite Set up",
,,3,(+8),25,Buya & DSCern,47,53,100,1st,Yes (5),7th,39 (2),1st,0 (5),2nd,2.564 (7),19,,6,16,0,0,0,2,0,0,0,2,Stingray,Carnage,Deadpool (Mercs for Money),Scarlet Spider,First attempt,4,"Interesting setup, took us a while to get going though since Macho threw some early bounties on us and clogged us up from the start. We also had a few turns of being 1 attack shy or 1 recruit shy of really optimizing each turn. We did manage to keep the city clear, but in doing so all of the ""friends"" we fought started making it difficult to attack Macho. The ability to move villains around with Nerkkod and Stingray was clutch though, as at some points the villain on the rooftop was meaner than the Mastermind this game.",
